2023-08-23 15:41:32.0,0.0037342788998274653,2023-08-23 15:41:32.0,0.45015,2023-08-23 15:41:32.0,1,2023-08-23 15:41:32.0,100.0,2023-08-23 15:41:32.0,3600,2023-08-23 15:41:32.0,9.0,2023-08-23 15:41:32.0,503.7916567499999,2023-08-23 15:41:32.0,979.9999999999999,0,2023-08-23 15:41:32.0,0.45032999999999995
2023-08-23 15:41:42.0,0.028384510608132043,2023-08-23 15:41:42.0,1.9060000000000001,2023-08-23 15:41:42.0,1,2023-08-23 15:41:42.0,100.0,2023-08-23 15:41:42.0,3600,2023-08-23 15:41:42.0,38.0,2023-08-23 15:41:42.0,475.21191180704886,2023-08-23 15:41:42.0,980.0,1,2023-08-23 15:41:42.0,1.90672
2023-08-23 15:41:52.0,0.028384510608132043,2023-08-23 15:41:52.0,4.3632,2023-08-23 15:41:52.0,1,2023-08-23 15:41:52.0,100.0,2023-08-23 15:41:52.0,3600,2023-08-23 15:41:52.0,87.0,2023-08-23 15:41:52.0,486.3860442698272,2023-08-23 15:41:52.0,980.0,1,2023-08-23 15:41:52.0,4.36452
2023-08-23 15:42:02.0,0.11435804974360379,2023-08-23 15:42:02.0,6.4,2023-08-23 15:42:02.0,1,2023-08-23 15:42:02.0,100.0,2023-08-23 15:42:02.0,3600,2023-08-23 15:42:02.0,156.0,2023-08-23 15:42:02.0,484.0654237789472,2023-08-23 15:42:02.0,980.0,1,2023-08-23 15:42:02.0,6.4
2023-08-23 15:42:12.0,0.10399457333333331,2023-08-23 15:42:12.0,8.4,2023-08-23 15:42:13.0,1,2023-08-23 15:42:13.0,100.0,2023-08-23 15:42:13.0,3600,2023-08-23 15:42:13.0,245.0,2023-08-23 15:42:13.0,485.0705776719997,2023-08-23 15:42:13.0,980.0000000000001,1,2023-08-23 15:42:13.0,8.4
2023-08-23 15:42:23.0,0.17453880981958575,2023-08-23 15:42:23.0,10.466666666666665,2023-08-23 15:42:23.0,1,2023-08-23 15:42:23.0,100.0,2023-08-23 15:42:23.0,3600,2023-08-23 15:42:23.0,354.0,2023-08-23 15:42:23.0,494.4910539605257,2023-08-23 15:42:23.0,979.9999999999999,1,2023-08-23 15:42:23.0,10.466666666666665
2023-08-23 15:42:33.0,0.18694186750000003,2023-08-23 15:42:33.0,12.4,2023-08-23 15:42:33.0,1,2023-08-23 15:42:33.0,100.0,2023-08-23 15:42:33.0,4320,2023-08-23 15:42:33.0,482.0,2023-08-23 15:42:33.0,472.4400494108102,2023-08-23 15:42:33.0,980.0000000000001,1,2023-08-23 15:42:33.0,12.4
2023-08-23 15:42:43.0,0.3101542145050792,2023-08-23 15:42:43.0,14.4,2023-08-23 15:42:43.0,1,2023-08-23 15:42:43.0,100.0,2023-08-23 15:42:43.0,4320,2023-08-23 15:42:43.0,631.0,2023-08-23 15:42:43.0,472.6769364629649,2023-08-23 15:42:43.0,980.0,1,2023-08-23 15:42:43.0,14.399999999999997
2023-08-23 15:42:53.0,0.26729843425817756,2023-08-23 15:42:53.0,16.4,2023-08-23 15:42:53.0,1,2023-08-23 15:42:53.0,100.0,2023-08-23 15:42:53.0,4320,2023-08-23 15:42:53.0,800.0,2023-08-23 15:42:53.0,481.0077121093124,2023-08-23 15:42:53.0,980.0,1,2023-08-23 15:42:53.0,16.4
2023-08-23 15:43:03.0,0.4085859361835425,2023-08-23 15:43:03.0,18.4,2023-08-23 15:43:03.0,1,2023-08-23 15:43:03.0,100.0,2023-08-23 15:43:03.0,4320,2023-08-23 15:43:03.0,989.0,2023-08-23 15:43:03.0,468.6402448550722,2023-08-23 15:43:03.0,980.0000000000001,1,2023-08-23 15:43:03.0,18.4
2023-08-23 15:43:13.0,0.4737260110047419,2023-08-23 15:43:13.0,19.8,2023-08-23 15:43:13.0,1,2023-08-23 15:43:13.0,96.7629046369204,2023-08-23 15:43:13.0,4320,2023-08-23 15:43:13.0,1189.0,2023-08-23 15:43:13.0,852.5870813639849,2023-08-23 15:43:13.0,57369.99999999998,1,2023-08-23 15:43:13.0,19.8
2023-08-23 15:43:23.0,0.6463875929033805,2023-08-23 15:43:23.0,20.0,2023-08-23 15:43:23.0,1,2023-08-23 15:43:23.0,89.08554572271386,2023-08-23 15:43:23.0,4500,2023-08-23 15:43:23.0,1389.0,2023-08-23 15:43:23.0,1665.2251294221455,2023-08-23 15:43:23.0,93413.48837209298,1,2023-08-23 15:43:23.0,20.0
2023-08-23 15:43:33.0,0.43780268999999994,2023-08-23 15:43:33.0,20.0,2023-08-23 15:43:33.0,1,2023-08-23 15:43:33.0,88.2837238758708,2023-08-23 15:43:33.0,5580,2023-08-23 15:43:33.0,1589.0,2023-08-23 15:43:33.0,1177.784004145511,2023-08-23 15:43:33.0,89084.82758620688,1,2023-08-23 15:43:33.0,20.0
2023-08-23 15:43:43.0,0.41041888956083117,2023-08-23 15:43:43.0,17.69827833333333,2023-08-23 15:43:43.0,4,2023-08-23 15:43:43.0,89.4754589849238,2023-08-23 15:43:43.0,5940,2023-08-23 15:43:43.0,1756.0,2023-08-23 15:43:43.0,490.3012660917946,2023-08-23 15:43:43.0,983.6112942860294,1,2023-08-23 15:43:43.0,17.700238333333335
2023-08-23 15:43:53.0,0.39062957475241655,2023-08-23 15:43:53.0,16.005623333333336,2023-08-23 15:43:53.0,4,2023-08-23 15:43:53.0,90.56846795234466,2023-08-23 15:43:53.0,6300,2023-08-23 15:43:53.0,1952.0,2023-08-23 15:43:53.0,478.34434582218233,2023-08-23 15:43:53.0,980.0,1,2023-08-23 15:43:53.0,16.00973
