-6,HPAMixCPU60,DMMixCPU60,FA,HPAMixCPU60,DMMixCPU60,FA,HPAMixCPU60,DMMixCPU60,FA,HPAMixCPU60,DMMixCPU60,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,Original,Mix98MinCPU60,Mix98MinCPU60,,3783,-10789,14572,0.75
4224,72.48588847,97.93053973,98.16862334,2,19,6,42.6,45.6,52.72,6.29E-01,0.1452314452,2.80E-01,3,2,3,-1,17,3,98,7,,,,,0.65,99.13427707,6,42.12,0.1973251563,2,-4,,0.7
4230,72.53204377,97.93257355,98.17009461,2,19,6,40.8,44.28,50.68,6.55E-01,0.1107460374,2.59E-01,3,2,3,-1,17,3,98,7,,,,,0.65,99.13479413,6,38.32,0.2116248042,2,-4,,0.7
4236,72.56270517,97.93458135,98.17139421,3,19,6,37.64,43.72,50.4,5.51E-01,0.09098257988,2.54E-01,3,2,3,0,17,3,98,7,,,,,0.65,99.13542136,6,34.08,0.1897577314,2,-4,,0.7
4242,72.61357189,97.93663611,98.17448284,3,19,6,32.95117111,39.36,45.8,4.81E-01,0.08937713744,2.49E-01,2,2,2,1,17,4,98,7,,,,,0.65,99.13571286,5,29.64,0.1589550762,2,-3,,0.7
4248,72.63396399,97.93796234,98.17629676,3,19,6,29.13350833,34.56,40.44,4.17E-01,0.07123426691,2.48E-01,2,2,2,1,17,4,98,7,,,,,0.65,99.13700578,5,25.87211333,0.1766640525,2,-3,,0.7
4254,72.65112397,97.93895786,98.17697776,3,19,6,25.084152,30.44,35.96,3.62E-01,0.06202761075,1.99E-01,2,2,2,1,17,4,98,7,,,,,0.65,99.13722965,5,22.12,0.1480920621,1,-4,,0.7
4260,72.67278663,97.93997337,98.17750015,3,19,6,21.20983467,26.8,31.32,3.10E-01,0.05641504675,1.87E-01,2,2,2,1,17,4,98,7,,,,,0.65,99.13746711,5,19.96,0.1337344656,1,-4,,0.7
4266,72.68869814,97.94086302,98.17777429,3,19,5,19.12,22.68,26.84,2.53E-01,0.04696163491,1.79E-01,2,1,2,1,18,3,98,7,,,,,0.65,99.13789216,5,17.72,0.1083716002,1,-4,,0.7
4272,72.72155263,97.94219866,98.17971121,3,19,5,18.04,20.32,23.16,2.38E-01,0.04245445836,1.68E-01,2,1,2,1,18,3,98,7,,,,,0.65,99.13809998,5,18.08,0.1036960245,1,-4,,0.7
4278,72.73888307,97.94297286,98.18113265,3,19,5,18.24,18.96,21.8,1.83E-01,0.03551360729,1.56E-01,2,1,1,1,18,4,98,7,,,,,0.65,99.1384869,4,18.08,0.1242489941,1,-3,,0.7
4284,72.75651483,97.94385847,98.18141028,3,19,5,18,18.88,20.28,1.98E-01,0.03636442024,1.21E-01,2,1,1,1,18,4,98,7,,,,,0.65,99.13870565,4,18.52,0.1232137577,1,-3,,0.7
4290,72.77642184,97.94477382,98.18193754,3,19,5,18.12,18.88,20.28,1.75E-01,0.03428418725,1.20E-01,2,1,1,1,18,4,98,7,,,,,0.65,99.13890777,4,18.4,0.1041421996,1,-3,,0.7
4296,72.7906932,97.94566879,98.18236589,3,18,5,17.36,18.48,20.64,1.64E-01,0.03835993929,9.95E-02,2,1,1,1,17,4,98,7,,,,,0.65,99.13933478,4,18.36,0.103164006,1,-3,,0.7
4302,72.82373457,97.94687889,98.18412982,3,18,5,17.84,18.6,20.24,1.79E-01,0.03733730172,1.15E-01,2,1,1,1,17,4,98,7,,,,,0.65,99.13943282,4,17.44,0.1082843046,1,-3,,0.7
4308,72.84113788,97.94770294,98.18542886,3,18,3,17.92,18.72,20.6,1.43E-01,0.03706896346,1.92E-01,2,1,1,1,17,2,98,7,,,,,0.65,99.14076979,4,17.88,0.1314594223,1,-3,,0.7
4314,72.8585756,97.94853638,98.18581918,3,18,3,18.08,18.36,20.28,1.84E-01,0.03423387547,1.74E-01,2,1,1,1,17,2,98,7,,,,,0.65,99.14099911,4,18.12,0.1202230831,1,-3,,0.7
4320,72.87732122,97.94934275,98.18599568,3,18,3,18,18.16,20.68,1.67E-01,0.03753808383,2.13E-01,2,1,1,1,17,2,98,7,,,,,0.65,99.14124628,3,18.24,0.1472624264,1,-2,,0.7
4326,72.89566711,97.95023827,98.18610571,3,18,3,18.08,18.08,19.44,1.42E-01,0.03729126404,1.83E-01,2,1,1,1,17,2,98,7,,,,,0.65,99.14168789,3,18.4,0.168468655,1,-2,,0.7
4332,72.92473651,97.9514215,98.1878738,2,18,3,18.12,18.12,19.36,1.81E-01,0.03551642422,2.23E-01,2,1,1,0,17,2,98,7,,,,,0.65,99.14185809,3,17.84,0.1606906172,1,-2,,0.7
4338,72.94317077,97.95224046,98.18934082,2,18,3,18.16,18,20.48,1.93E-01,0.03310180419,2.18E-01,2,1,1,0,17,2,98,7,,,,,0.65,99.14227823,3,18.37020444,0.15594834,1,-2,,0.7
4344,72.96620805,97.95301929,98.18978672,2,18,3,18.68,17.48,19.76,2.46E-01,0.0321985977,1.73E-01,2,1,1,0,17,2,98,7,,,,,0.65,99.14245404,3,17.36,0.1758581355,1,-2,,0.7
4350,72.98327086,97.95393777,98.19010753,2,18,2,18.6,17.68,19.6,2.50E-01,0.03264025425,3.32E-01,2,1,1,0,17,1,98,7,,,,,0.65,99.14265816,3,17.8,0.1655939361,1,-2,,0.7
4356,73.00709985,97.95479651,98.19047935,2,18,2,19.34,17.44,19.48,2.49E-01,0.03378678181,3.32E-01,2,1,1,0,17,1,98,7,,,,,0.65,99.14306286,2,17.6,0.2445803618,1,-1,,0.7
4362,73.02330035,97.95597111,98.19231574,2,17,2,17.4,17.52,20.68,2.23E-01,0.03374345571,3.26E-01,2,1,1,0,16,1,98,7,,,,,0.65,99.14319864,2,17.96,0.2356958964,1,-1,,0.7
4368,73.03968839,97.95685667,98.19368673,2,17,2,17.24,18.2,20.76,1.54E-01,0.03537014779,2.75E-01,2,1,1,0,16,1,98,7,,,,,0.65,99.14452007,2,17.92,0.2384881623,1,-1,,0.7
4374,73.07016218,97.95764309,98.19404325,2,17,2,18.6,17.96,20.44,2.14E-01,0.03410544545,2.76E-01,2,1,1,0,16,1,98,7,,,,,0.65,99.14467423,2,16.84,0.2480192017,1,-1,,0.7
4380,73.08191995,97.95850558,98.19443549,2,17,2,16.52,18.24,20.52,2.12E-01,0.03691839119,3.25E-01,1,1,1,1,16,1,98,7,,,,,0.65,99.1446538,2,14.48,0.1974177045,1,-1,,0.7
4386,73.0861944,97.95924496,98.19486923,2,17,2,13.56,17.52,20.28,2.36E-01,0.03352133801,2.79E-01,1,1,1,1,16,1,98,7,,,,,0.65,99.14484364,2,10.55664333,0.2022546294,1,-1,,0.7
4392,73.09349392,97.95991676,98.19586353,2,17,2,11.88,14.48,16.32,2.36E-01,0.03450355951,3.21E-01,1,1,1,1,16,1,98,7,,,,,0.65,99.14507003,2,14.24,0.1948141428,1,-1,,0.7
4398,73.11736264,97.96006555,98.19654773,1,17,2,13.72,11.68,12.52,3.46E-01,0.02788621651,3.21E-01,1,1,1,0,16,1,98,7,,,,,0.65,99.14566527,2,15.32,0.1426365805,1,-1,,0.7
4404,73.13054024,97.961237,98.19722096,1,17,2,16.95,13.56,14.4,3.91E-01,0.02552593851,2.26E-01,1,1,1,0,16,1,98,7,,,,,0.65,99.14578104,2,19.88,0.2733334594,1,-1,,0.7
4410,73.02106861,97.96335601,98.19842785,1,17,2,23.28,20.24,19.48,2.99E-01,0.02336420903,1.90E-01,2,1,1,-1,16,1,98,7,,,,,0.65,99.13863219,2,24.28,0.3231291576,2,0,,0.7
4416,72.96193912,97.96722933,98.19641835,1,17,2,26.68,35.96,27.2,1.98E-01,0.03227945541,1.62E-01,2,2,2,-1,15,0,98,7,,,,,0.65,99.10945729,1,27.4,0.8197266525,2,1,,0.7
4422,72.90488647,97.97193275,98.13531953,1,17,2,26.48,58.04,42.08,6.58E-01,0.0353349487,4.30E-01,2,3,2,-1,14,0,98,7,,,,,0.65,99.07701288,1,26.84,0.9956724925,2,1,,0.7
4428,72.84642194,97.97702328,98.0720457,1,16,2,25.68,76.68,50.6,9.91E-01,0.09247849719,4.20E-01,2,4,3,-1,12,-1,98,7,,,,,0.65,99.03263384,1,26.44,0.7602291371,2,1,,0.7
4434,72.73202619,97.98306599,98.01854099,1,16,2,25.36,96,51.96,9.93E-01,0.1164016728,7.59E-01,2,5,3,-1,11,-1,98,7,,,,,0.65,98.98419206,1,27.2,0.9943068823,2,1,,0.7
4440,72.67137349,97.98917778,97.97395732,1,16,2,24.64,112.4,52.24,7.95E-01,0.1361455486,7.91E-01,2,5,3,-1,11,-1,98,7,,,,,0.65,98.94801381,9,26.14105333,0.4859106749,2,-7,,0.7
4446,72.61573911,97.99720408,97.93012689,1,16,2,24.52,128.12,50.96,6.62E-01,0.2020078232,5.43E-01,2,6,3,-1,10,-1,98,7,,,,,0.65,98.92463544,9,37.95805556,0.4229011884,2,-7,,0.7
4452,72.55624059,98.00474379,97.87382034,1,16,2,24.28,137.84,50.64,9.94E-01,0.2335120028,9.01E-01,2,6,3,-1,10,-1,98,7,,,,,0.65,98.92332097,9,61.18175444,0.386084285,3,-6,,0.7
4458,72.503217,98.01114532,97.7853959,1,16,2,23.64,142.56,48.2,7.62E-01,0.2634403296,7.40E-01,2,7,3,-1,9,-1,98,7,,,,,0.65,98.92719994,9,84.78442667,0.5024812836,4,-5,,0.7
4464,72.38218986,98.01842921,97.72504644,1,16,4,23.16,144.76,47.92675,6.30E-01,0.2772229124,5.40E-01,2,7,3,-1,9,1,98,7,,,,,0.65,98.93031228,9,107.6768787,0.6033347126,5,-4,,0.7
4470,72.32110804,98.02497842,97.66133286,1,16,4,22.76,146.48,52.47135111,9.98E-01,0.3095662423,6.56E-01,2,7,3,-1,9,1,98,7,,,,,0.65,98.93336835,9,125.8717853,0.5451545057,6,-3,,0.7
4476,72.25961605,98.03134728,97.56729503,2,16,4,22.68,140.08,58.73022667,9.98E-01,0.2971858709,6.01E-01,2,7,3,0,9,1,98,7,,,,,0.65,98.93565228,9,120.84,0.4980163697,6,-3,,0.7
4482,72.20267202,98.03768578,97.51061943,2,16,4,25.56134,134.48,67.62714667,6.20E-01,0.2468057883,6.68E-01,2,6,3,0,10,1,98,7,,,,,0.65,98.9378967,9,106.72,0.4464029448,5,-4,,0.7
4488,72.1616834,98.04239027,97.46333832,2,16,4,28.23988,124.72,75.06457333,6.48E-01,0.2791012909,6.82E-01,2,6,4,0,10,0,98,7,,,,,0.65,98.94021241,9,89.24,0.4266469752,4,-5,,0.7
4494,72.17088115,98.04606561,97.44583892,2,15,7,30.33301333,109.64,79.42075667,7.16E-01,0.2495005664,5.95E-01,2,5,4,0,10,3,98,7,,,,,0.65,98.94076153,9,69.07631567,0.3599816132,4,-5,,0.7
4500,72.22144186,98.04886662,97.45714407,2,15,7,31.970576,93.68,76.53455333,6.75E-01,0.2272384484,5.90E-01,2,5,4,0,10,3,98,7,,,,,0.65,98.94106725,9,47.96,0.2700843613,3,-6,,0.7
4506,72.23202623,98.05102857,97.45723697,2,15,7,29.08,72.96,70.30312567,4.68E-01,0.1919742639,5.54E-01,2,4,4,0,11,3,98,7,,,,,0.65,98.94100078,21,28.65340667,0.2726537814,2,-19,,0.7
4512,72.23528131,98.05201639,97.47190886,2,15,7,23,51.08,54.47862667,6.02E-01,0.1569666815,5.00E-01,2,3,3,0,12,4,98,7,,,,,0.65,98.94158141,21,19.32226111,0.2639469793,1,-20,,0.7
4518,72.25582063,98.05219184,97.46880501,2,15,7,20.84,32,37.72,6.02E-01,0.1244208086,3.60E-01,2,2,2,0,13,5,98,7,,,,,0.65,98.94270995,21,20.96540936,0.2606955883,1,-20,,0.7
4524,72.31253654,98.05274066,97.46619765,2,15,10,22.96,20.6,25.58801,3.22E-01,0.06662813013,2.98E-01,2,1,2,0,14,8,98,7,,,,,0.65,98.94407721,21,32.262132,0.2395160671,2,-19,,0.7
4530,72.32998831,98.05449854,97.47153868,2,15,10,32.72,20.48,22.83647556,3.13E-01,0.05294234184,1.98E-01,2,1,1,0,14,9,98,7,,,,,0.65,98.9463314,21,51.90126667,0.222909795,3,-18,,0.7
4536,72.29706486,98.05748716,97.47255656,2,15,10,41.52,30.16,30.69450333,3.13E-01,0.04472503023,1.71E-01,3,2,2,-1,13,8,98,7,,,,,0.65,98.94875524,21,73.843504,0.1228151062,4,-17,,0.7
4542,72.26093459,98.06166972,97.4863484,2,15,10,46.08,50.72,50.44892,5.74E-01,0.03337074743,1.65E-01,3,3,3,-1,12,7,98,7,,,,,0.65,98.95193411,21,95.70689333,0.140532782,5,-16,,0.7
4548,72.2307512,98.06608199,97.49064243,2,15,10,48.68,71.36,74.68859733,5.74E-01,0.07725242192,1.98E-01,3,4,4,-1,11,6,98,7,,,,,0.65,98.95594306,21,111.68,0.1609405649,5,-16,,0.7
4554,72.21375073,98.07165098,97.49456874,2,14,10,47.68,92.2,95.307692,7.02E-01,0.0998615981,2.26E-01,3,5,5,-1,9,5,98,7,,,,,0.65,98.9594017,21,127.2,0.1864182649,6,-15,,0.7
4560,72.13845238,98.07687717,97.50374061,2,14,10,46.12,107.76,111.44,8.35E-01,0.1477894187,2.75E-01,3,5,5,-1,9,5,98,7,,,,,0.65,98.96302145,21,138.12,0.1763339976,7,-14,,0.7
4566,72.10842455,98.08391417,97.50963585,2,14,10,45.96,124,127.24,8.57E-01,0.2073598238,2.77E-01,3,6,6,-1,8,4,98,7,,,,,0.65,98.96632546,21,142.44,0.2151399267,7,-14,,0.7
4572,72.0707384,98.09080352,97.52414439,2,14,10,42.6,134.56,138,8.13E-01,0.2223336908,3.79E-01,3,6,7,-1,8,3,98,7,,,,,0.65,98.96985472,21,145.56,0.218884571,7,-14,,0.7
4578,72.03868767,98.09703349,97.52948505,2,14,10,40.36,142.24,143.92,8.13E-01,0.2667226291,4.42E-01,3,7,7,-1,7,3,98,7,,,,,0.65,98.97319271,21,145.56,0.2356377408,7,-14,,0.7
4584,72.01576467,98.10347784,97.53499173,2,14,10,39.24,145.4,147.76,5.29E-01,0.2478644308,4.59E-01,3,7,7,-1,7,3,98,7,,,,,0.65,98.97623303,21,142.48,0.2073232455,7,-14,,0.7
4590,71.94859706,98.10929302,97.54381563,2,14,10,39.04,145.68,146.36,7.57E-01,0.2817166154,4.61E-01,3,7,7,-1,7,3,98,7,,,,,0.65,98.97909734,21,136.6008209,0.2028716527,7,-14,,0.7
4596,71.90498809,98.11577208,97.54937371,3,14,10,40.88,143.92,144.8,6.01E-01,0.301606532,4.49E-01,3,7,7,0,7,3,98,7,,,,,0.65,98.98137983,21,126.96,0.2111842565,6,-15,,0.7
4602,71.89504177,98.12152549,97.56185051,3,14,10,43.73392,136.56,141.2,5.22E-01,0.3117342704,4.46E-01,3,6,7,0,8,3,98,7,,,,,0.65,98.9835413,21,113.36,0.1948956498,5,-16,,0.7
4608,71.86972906,98.12598122,97.56732334,3,14,10,47.94752667,129.24,133.8,4.32E-01,0.3212197644,4.36E-01,3,6,6,0,8,4,98,7,,,,,0.65,98.98577041,21,97.96,0.1741893444,5,-16,,0.7
4614,71.92818971,98.12982672,97.5707947,3,13,10,49.90393067,116.12,124.8,6.21E-01,0.2912275462,4.12E-01,3,6,6,0,7,4,98,7,,,,,0.65,98.98639922,21,76.201242,0.150929165,4,-17,,0.7
4620,71.99509746,98.13262266,97.57623786,3,13,10,46.8546,101.16,111.4,6.10E-01,0.2753669553,3.99E-01,3,5,5,0,8,5,98,7,,,,,0.65,98.98688292,21,53.12,0.1276409169,3,-18,,0.7
4626,72.00761548,98.13491752,97.57755094,3,13,10,41.5187937,79.2,92.36,4.87E-01,0.2519630811,3.39E-01,3,4,5,0,9,5,98,7,,,,,0.65,98.98684107,21,33.76,0.0994085875,2,-19,,0.7
4632,72.00700984,98.13627817,97.58343708,3,13,10,32.16,59.24,70.76,4.80E-01,0.1948047267,3.08E-01,2,3,4,1,10,6,98,7,,,,,0.65,98.98733404,21,22.12,0.06052754705,1,-20,,0.7
4638,72.02417069,98.1364564,97.58289124,3,13,10,21.44,39,45.88,3.68E-01,0.1623950378,2.12E-01,2,2,3,1,11,7,98,7,,,,,0.65,98.98804555,21,19.72,0.04433578913,1,-20,,0.7
4644,72.06803195,98.13674892,97.58181349,3,13,10,21.72,23.76,29.44,3.06E-01,0.1093071013,1.56E-01,2,2,2,1,11,8,98,7,,,,,0.65,98.98904857,21,29.28,0.03685453276,2,-19,,0.7
4650,72.15439103,98.1379558,97.58411176,3,12,10,32.72083207,19,21.64,1.92E-01,0.07390570486,1.04E-01,2,1,1,1,11,9,98,7,,,,,0.65,98.99088513,21,49.68,0.03506286524,3,-18,,0.7
4656,72.21571988,98.14036774,97.5852998,3,12,10,46.96,26.48,25.88,2.05E-01,0.05338704187,7.11E-02,3,2,2,0,10,8,98,7,,,,,0.65,98.99291462,21,68.72,0.05042073684,4,-17,,0.7
4662,72.2168944,98.14368645,97.59323167,3,12,10,56.32,42.36,44,2.62E-01,0.03463492164,6.70E-02,4,2,2,-1,10,8,98,7,,,,,0.65,98.9956353,21,87.96,0.07510041207,4,-17,,0.7
4668,72.1673796,98.14743447,97.59789457,3,12,10,63.44,63.04,68.12,3.54E-01,0.07298721495,1.26E-01,4,3,3,-1,9,7,98,7,,,,,0.65,98.9992603,21,106.24,0.1150984787,5,-16,,0.7
4674,72.12701131,98.15199801,97.60232168,3,12,10,68.2,83,89.4,5.71E-01,0.08866715202,1.47E-01,5,4,4,-2,8,6,98,7,,,,,0.65,99.00233413,21,122.4,0.1417352229,6,-15,,0.7
4680,72.013667,98.15704272,97.6092838,3,12,10,68.24,100.32,105.96,6.17E-01,0.1266568345,1.96E-01,5,5,5,-2,7,5,98,7,,,,,0.65,99.00572398,21,134.68,0.1552951089,6,-15,,0.7
4686,71.98714567,98.16358347,97.61684975,3,11,10,69.2,120.64,122.89,6.38E-01,0.2167862408,2.54E-01,5,6,6,-2,5,4,98,7,,,,,0.65,99.00863217,21,140.52,0.1788992385,7,-14,,0.7
4692,71.97515197,98.16969986,97.6250936,3,11,10,70.36,132.44,134.52,6.65E-01,0.2460535584,3.33E-01,5,6,6,-2,5,4,98,7,,,,,0.65,99.01190823,21,144.4,0.2085067359,7,-14,,0.7
4698,71.96093121,98.17529107,97.63232326,3,11,10,65.85,140.04,143,6.46E-01,0.3144656059,3.98E-01,4,7,7,-1,4,3,98,7,,,,,0.65,99.01488374,21,145.08,0.2118821723,7,-14,,0.7
4704,71.92338499,98.18116477,97.6379351,3,11,10,60.52,143.56,145.48,7.97E-01,0.3163809873,4.11E-01,4,7,7,-1,4,3,98,7,,,,,0.65,99.01774494,21,142.56,0.2066614938,7,-14,,0.7
4710,71.92153762,98.18667333,97.64561561,3,11,10,58,145.64,146.88,7.13E-01,0.3296520195,4.26E-01,4,7,7,-1,4,3,98,7,,,,,0.65,99.02053221,21,138.4,0.2094897763,7,-14,,0.7
4716,71.88057167,98.19308865,97.65616989,3,11,10,58.04,143.6,147,6.06E-01,0.3699396397,4.23E-01,4,7,7,-1,4,3,98,7,,,,,0.65,99.02269559,21,130,0.214415159,6,-15,,0.7
4722,71.88023515,98.1981971,97.66141662,3,11,10,61.48,139,143.56,7.05E-01,0.3275165833,4.31E-01,4,7,7,-1,4,3,98,7,,,,,0.65,99.02476924,21,117.48,0.2125781957,6,-15,,0.7
4728,71.91918034,98.20245622,97.66737368,3,11,10,64.56,132.32,138.8,6.65E-01,0.3669572129,4.40E-01,4,6,7,-1,5,3,98,7,,,,,0.65,99.0269864,21,102.72,0.1810054077,5,-16,,0.7
4734,71.97459337,98.20629483,97.67149347,3,11,10,66.36,121.04,130.88,7.21E-01,0.3525769046,4.13E-01,4,6,6,-1,5,4,98,7,,,,,0.65,99.0278026,21,81.24,0.1690283256,4,-17,,0.7
4740,72.03660769,98.2091737,97.67634682,3,11,10,61.08,107.72,119.52,6.84E-01,0.3198510126,3.92E-01,4,5,6,-1,6,4,98,7,,,,,0.65,99.0284253,21,59.99272,0.1336501883,3,-18,,0.7
4746,72.05402676,98.21177517,97.68205506,3,11,10,50.92,82.52,98.4,5.93E-01,0.2396977737,3.37E-01,4,4,5,-1,7,5,98,7,,,,,0.65,99.02851724,20,40.28,0.1057734303,2,-18,,0.7
4752,72.05682627,98.21300475,97.68285006,3,10,10,38.48,66.32,77.88,4.80E-01,0.230673789,3.11E-01,3,3,4,0,7,6,98,7,,,,,0.65,99.02871327,20,23.96,0.08028672032,2,-18,,0.7
4758,72.07094069,98.21321753,97.68347772,3,10,10,22.76,43,54.32,4.46E-01,0.1876083775,2.46E-01,2,2,3,1,8,7,98,7,,,,,0.65,99.02878102,20,13.2,0.04622896973,1,-19,,0.7
4764,72.08004899,98.21335194,97.68266173,3,10,10,12.63970562,26.76,34.52,3.20E-01,0.1587703348,1.80E-01,1,2,2,2,8,8,98,7,,,,,0.65,99.02886681,20,11.28,0.03298156796,1,-19,,0.7
4770,72.10726453,98.21371426,97.68352191,3,10,10,11.48,16.24020642,20.04,2.13E-01,0.1024923503,1.27E-01,1,1,1,2,9,9,98,7,,,,,0.65,99.02952946,20,16.92,0.01662361149,1,-19,,0.7
4776,72.13140264,98.21462764,97.68635155,3,10,10,16.52,10.88,12.76,5.06E-02,0.05477220078,9.59E-02,1,1,1,2,9,9,98,7,,,,,0.65,99.03041093,20,25.32,0.01625643273,2,-18,,0.7
4782,72.15717927,98.21571542,97.68651118,4,10,10,23.82127667,14.08,15.4,2.10E-01,0.04043852113,5.21E-02,2,1,1,2,9,9,98,7,,,,,0.65,99.03118977,20,32.68,0.02862084095,2,-18,,0.7
4788,72.2109532,98.21693509,97.68826841,4,10,10,31.45108433,23.2,24.08,2.30E-01,0.03315335311,3.89E-02,2,2,2,2,8,8,98,7,,,,,0.65,99.03291659,20,41.16,0.03705157205,2,-18,,0.7
4794,72.26585376,98.21855089,97.68963065,4,10,10,39.76598,31.16,33.4,2.84E-01,0.03267292225,4.93E-02,3,2,2,1,8,8,98,7,,,,,0.65,99.03400634,19,46.56,0.05499166853,3,-16,,0.7
4800,72.32407122,98.22053187,97.69263301,4,10,10,44.52461733,39.08,42.6,3.80E-01,0.06959165578,8.34E-02,3,2,2,1,8,8,98,7,,,,,0.65,99.03494677,19,50.32,0.06358596185,3,-16,,0.7
4806,72.37261918,98.22317401,97.69739839,4,10,10,49.55759467,47.12,51.12,3.98E-01,0.09272229255,9.21E-02,3,3,3,1,7,7,98,7,,,,,0.65,99.03607504,19,50.92,0.06591605165,3,-16,,0.7
4812,72.41394355,98.22488921,97.69913525,4,9,10,50.88,50.4,56.08,4.26E-01,0.1119826221,1.26E-01,3,3,3,1,6,7,98,7,,,,,0.65,99.03687143,19,49.56,0.07388174612,3,-16,,0.7
4818,72.46900722,98.22677146,97.70181563,4,9,10,49.24,52.28,58.04,4.00E-01,0.119886302,1.50E-01,3,3,3,1,6,7,98,7,,,,,0.65,99.03764621,19,49.4,0.07305677626,3,-16,,0.7
4824,72.51824832,98.22843688,97.703311,4,9,10,48.44,51.28,56.96,3.39E-01,0.1318946873,1.52E-01,3,3,3,1,6,7,98,7,,,,,0.65,99.03878914,19,49.84,0.07625556768,3,-16,,0.7
4830,72.57556796,98.23013028,97.70577707,4,9,10,47.92,49.52,54.32,4.01E-01,0.1363757305,1.62E-01,3,3,3,1,6,7,98,7,,,,,0.65,99.03980988,19,50.52,0.07630244714,3,-16,,0.7
4836,72.62383444,98.23268082,97.71063501,4,9,10,49.92,49.8,55.48,3.43E-01,0.1277066505,1.46E-01,3,3,3,1,6,7,98,7,,,,,0.65,99.04111691,19,55.56,0.08089290255,3,-16,,0.7
4842,72.66881567,98.23453315,97.71242533,4,9,10,51.92,50.44,55.87962563,3.57E-01,0.1255326366,1.49E-01,4,3,3,0,6,7,98,7,,,,,0.65,99.04225614,19,58.8,0.08350791866,3,-16,,0.7
4848,72.72169156,98.23687588,97.71540773,4,9,10,51.92,54.92,59.88,3.29E-01,0.1380677088,1.65E-01,4,3,3,0,6,7,98,7,,,,,0.65,99.04430137,19,62.96,0.08478736102,3,-16,,0.7
4854,72.77138146,98.23902423,97.71778544,4,9,10,55.72,57.92,63.44,3.24E-01,0.1337394965,1.57E-01,4,3,3,0,6,7,98,7,,,,,0.65,99.0459272,18,68.28,0.1023391137,3,-15,,0.7
4860,72.80402446,98.24144243,97.72135388,4,9,10,56.6,62.04,68.2,3.93E-01,0.1673664231,1.75E-01,4,3,3,0,6,7,98,7,,,,,0.65,99.04737517,18,72.12,0.09246507703,4,-14,,0.7
4866,72.78096231,98.24511136,97.72702502,2,9,10,52.24,68.8,72.80056645,6.94E-01,0.1561844002,1.55E-01,4,3,4,-2,6,6,98,7,,,,,0.65,99.04909047,18,76.6,0.1007143645,4,-14,,0.7
4872,72.72661793,98.24777496,97.73000803,2,9,10,45.32,71.64,77.88,6.17E-01,0.1778149146,1.69E-01,3,4,4,-1,5,6,98,7,,,,,0.65,99.0506466,18,80.52,0.1240350651,4,-14,,0.7
4878,72.67148876,98.2509387,97.73428487,2,8,10,38.88,76.36,83.96,5.38E-01,0.2060246421,2.14E-01,3,4,4,-1,4,6,98,7,,,,,0.65,99.05233639,18,85.24,0.1274136264,4,-14,,0.7
4884,72.56032784,98.25358613,97.73763886,2,8,10,32,79.32,88.16,7.06E-01,0.2080832482,2.12E-01,2,4,4,0,4,6,98,7,,,,,0.65,99.05422099,18,88.96,0.1377739177,4,-14,,0.7
4890,72.50498708,98.25677098,97.74225583,2,8,10,25.36,83.24,92.64,5.27E-01,0.2300143926,2.39E-01,2,4,5,0,4,5,98,7,,,,,0.65,99.05581535,18,89.16,0.1284242815,4,-14,,0.7
4896,72.4521353,98.26118917,97.7488173,1,8,10,25.4,87.24,97,5.05E-01,0.2471919757,2.29E-01,2,4,5,-1,4,5,98,7,,,,,0.65,99.05756936,18,89.2,0.1426117732,4,-14,,0.7
4902,72.39782315,98.2640894,97.75330161,1,8,10,25,89.52,99.24,9.95E-01,0.2688702303,2.15E-01,2,4,5,-1,4,5,98,7,,,,,0.65,99.059017,18,87.56,0.1598455218,4,-14,,0.7
4908,72.34201065,98.26717819,97.75698249,1,8,10,25.28,89.28,100,9.95E-01,0.2822543777,2.58E-01,2,4,5,-1,4,5,98,7,,,,,0.65,99.06117383,18,83.96,0.1513248781,4,-14,,0.7
4914,72.2327232,98.2699032,97.7601449,1,7,10,24.76,87.16,98.52,9.94E-01,0.3009230421,2.55E-01,2,4,5,-1,3,5,98,7,,,,,0.65,99.06272331,18,80,0.1521476854,4,-14,,0.7
4920,72.18122819,98.27266292,97.76417682,1,7,10,24.72,85.72,95.2,9.95E-01,0.3010265525,2.58E-01,2,4,5,-1,3,5,98,7,,,,,0.65,99.06399857,18,76.7368,0.1159312748,4,-14,,0.7
4926,72.12816859,98.27619427,97.76955698,1,7,10,24.76,80.4,91.24,9.97E-01,0.2653068174,2.57E-01,2,4,4,-1,3,6,98,7,,,,,0.65,99.06540016,18,73.4,0.1125590773,4,-14,,0.7
4932,72.0784322,98.27837987,97.77344567,1,7,10,24.4,76.12,87.24,9.97E-01,0.2950975181,2.32E-01,2,4,4,-1,3,6,98,7,,,,,0.65,99.06642446,18,68.92,0.1193923514,4,-14,,0.7
4938,72.02727518,98.28091183,97.77612832,1,7,10,24.76,73.28,84.56,6.55E-01,0.2833278731,2.39E-01,2,4,4,-1,3,6,98,7,,,,,0.65,99.06727095,17,63.76,0.116981405,3,-14,,0.7
4944,71.97796417,98.28306102,97.7787326,1,7,10,24.6,70.88,80.96,9.96E-01,0.2679933305,2.24E-01,2,4,4,-1,3,6,98,7,,,,,0.65,99.0682207,17,56.48,0.1121661633,3,-14,,0.7
