,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,259.525,260.4797867,260.375,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,9992,9828,9659,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.75,,original,,,,3815,-15533,,73,76
5166,97.82893706,98.56955054,99.88525466,11,10,13,205.2985957,205.6,206.6851157,6.99E-01,0.7370971181,0.5788392459,9,9,9,2,1,4,97,7,,,,,0.75,,99.512979,17,35.08,99.512979,2,-15,0.75,,
5172,97.831579,98.56996045,99.88539548,11,10,13,207.3,207.025,207.6,7.18E-01,0.7484384041,0.5619235338,9,9,9,2,1,4,97,7,,,,,0.75,,99.51408737,17,62.44,99.51408737,3,-14,0.75,,
5178,97.83440634,98.57163292,99.88552524,11,10,13,207.625,207.075,205.725,7.04E-01,0.7312344442,0.5139791631,9,9,9,2,1,4,97,7,,,,,0.75,,99.51540558,16,97.56,99.51540558,5,-11,0.75,,
5184,97.83670383,98.57327487,99.88565134,11,10,13,205.95,206.125,205.85,6.76E-01,0.6721070379,0.5414697926,9,9,9,2,1,4,97,7,,,,,0.75,,99.51670435,16,128.48,99.51670435,6,-10,0.75,,
5190,97.83967902,98.5753496,99.88577752,11,10,13,203.475,204.175,203.2,6.53E-01,0.7538423029,0.5469068079,9,9,9,2,1,4,97,7,,,,,0.75,,99.51793525,16,146.6,99.51793525,7,-9,0.75,,
5196,97.84291274,98.57711535,99.88601945,11,10,13,201.7,201.525,201.35,7.15E-01,0.7452362028,0.5457537567,9,9,9,2,1,4,97,7,,,,,0.75,,99.51918286,16,150.24,99.51918286,7,-9,0.75,,
5202,97.84530281,98.57875983,99.88616307,11,10,13,201.425,200.7,203.025,6.65E-01,0.673584741,0.5372138343,9,9,9,2,1,4,97,7,,,,,0.75,,99.52032984,16,150.88,99.52032984,7,-9,0.75,,
5208,97.84802321,98.58044513,99.88629477,11,10,13,201.8764345,202.725,200.225,6.41E-01,0.6887596032,0.5364554015,9,9,9,2,1,4,97,7,,,,,0.75,,99.52201731,16,145.32,99.52201731,7,-9,0.75,,
5214,97.85044713,98.58257514,99.88641538,11,10,13,199.325,198.6,198.525,6.43E-01,0.6794135178,0.4980151493,9,9,9,2,1,4,97,7,,,,,0.75,,99.5220839,16,110.12,99.5220839,5,-11,0.75,,
5220,97.85330287,98.58469994,99.88652978,11,10,13,196.9,197,196.275,6.55E-01,0.7169283039,0.5424192222,9,9,8,2,1,5,97,7,,,,,0.75,,99.52200773,16,73.12,99.52200773,4,-12,0.75,,
5226,97.85570524,98.58605622,99.88673968,11,10,13,193.225,193.675,192.975,6.40E-01,0.6932314654,0.5376709526,8,8,8,3,2,5,97,7,,,,,0.75,,99.52206164,16,39.2,99.52206164,2,-14,0.75,,
5232,97.85813332,98.58749381,99.88685603,11,10,13,192.3,193.4,190.2,6.23E-01,0.6944388342,0.5187929515,8,8,8,3,2,5,97,7,,,,,0.75,,99.52196153,16,7.2,99.52196153,1,-15,0.75,,
5238,97.8608072,98.58904577,99.8869845,11,10,13,189.95,190.2,188.325,6.27E-01,0.6824626961,0.5263883592,8,8,8,3,2,5,97,7,,,,,0.75,,99.52196499,16,0,99.52196499,0,-16,0.75,,
5244,97.86365663,98.59111163,99.88711299,11,10,13,187.125,187.425,186.2488995,6.45E-01,0.6061277114,0.4950946471,8,8,8,3,2,5,97,7,,,,,0.75,,99.52182065,16,0,99.52182065,0,-16,0.75,,
5250,97.86597979,98.59330095,99.88723221,11,10,13,186.0214286,185.075,186.175,6.16E-01,0.6452703979,0.5030270896,8,8,8,3,2,5,97,7,,,,,0.75,,99.52179931,16,2.92,99.52179931,1,-15,0.75,,
5256,97.86888761,98.59423551,99.88747048,11,10,13,187.6,187.25,190.275,6.19E-01,0.6976365048,0.5453896749,8,8,8,3,2,5,97,7,,,,,0.75,,99.52271123,15,31,99.52271123,2,-13,0.75,,
5262,97.87086081,98.59549818,99.88738315,11,10,13,192.3,192.4535714,195.2,6.29E-01,0.6608584233,0.5101053138,8,8,8,3,2,5,97,7,,,,,0.75,,99.52385957,15,65.36,99.52385957,3,-12,0.75,,
5268,97.8734731,98.5970171,99.88751917,11,10,13,197.525,196.825,199.125,6.06E-01,0.6599743466,0.5012085889,9,9,9,2,1,4,97,7,,,,,0.75,,99.52566036,15,102.48,99.52566036,5,-10,0.75,,
5274,97.87638895,98.59858956,99.8876526,11,10,13,202.2,200.75,202.8,6.42E-01,0.6587727766,0.5276462724,9,9,9,2,1,4,97,7,,,,,0.75,,99.52688166,15,137.88,99.52688166,7,-8,0.75,,
5280,97.87929563,98.60078979,99.88778272,11,10,13,203.5,203.4,203.875,6.73E-01,0.7272550259,0.5552698617,9,9,9,2,1,4,97,7,,,,,0.75,,99.5280344,15,150.52,99.5280344,7,-8,0.75,,
5286,97.8821305,98.6018177,99.88801832,11,10,13,205.6,205.675,206.525,6.44E-01,0.707774139,0.557529909,9,9,9,2,1,4,97,7,,,,,0.75,,99.52928489,15,150.16,99.52928489,7,-8,0.75,,
5292,97.88443782,98.60345329,99.88815819,11,10,13,207.65,208.125,209.025,6.83E-01,0.6879329321,0.5685517476,9,9,9,2,1,4,97,7,,,,,0.75,,99.53032174,15,146.84,99.53032174,7,-8,0.75,,
5298,97.8872698,98.60518884,99.8883031,11,10,13,207.6785714,209.125,210.425,7.03E-01,0.731134145,0.5838918515,9,9,9,2,1,4,97,7,,,,,0.75,,99.53106882,14,129.84,99.53106882,6,-8,0.75,,
5304,97.88300326,98.59533779,99.88845096,11,10,13,214.2,212.575,215.5237757,6.77E-01,0.7286097803,0.5593901726,9,9,9,2,1,4,97,7,,,,,0.75,,99.53158049,14,110.28,99.53158049,5,-9,0.75,,
5310,97.88303804,98.59557888,99.88859559,11,10,13,217.375,217.0357143,218.075,6.58E-01,0.7446374874,0.5710811396,9,9,9,2,1,4,97,7,,,,,0.75,,99.53206669,14,93.2,99.53206669,5,-9,0.75,,
5316,97.88051892,98.59491465,99.88864081,11,10,13,220.375,221.025,224.65,7.75E-01,0.7312248289,0.595496483,10,10,10,1,0,3,97,7,,,,,0.75,,99.53266099,14,77,99.53266099,4,-10,0.75,,
5322,97.87356301,98.59186066,99.88877979,11,10,13,225.2785714,225.025,225.925,7.73E-01,0.7210811372,0.6007079177,10,10,10,1,0,3,97,7,,,,,0.75,,99.53311,14,71.92,99.53311,4,-10,0.75,,
5328,97.87447202,98.59391175,99.88892241,11,10,13,226.325,226.4,228,7.56E-01,0.7924806656,0.6108654032,10,10,10,1,0,3,97,7,,,,,0.75,,99.53409333,14,67.76,99.53409333,3,-11,0.75,,
5334,97.87731978,98.59441338,99.88905443,11,10,13,226.975,227.125,228.425,7.87E-01,0.7795107636,0.5840658045,10,10,10,1,0,3,97,7,,,,,0.75,,99.53427887,14,56.84,99.53427887,3,-11,0.75,,
5340,97.87988539,98.59627175,99.88919286,11,10,13,226.7,226.55,226.7012563,7.53E-01,0.8054566594,0.6413691163,10,10,10,1,0,3,97,7,,,,,0.75,,99.53432731,14,42.88,99.53432731,2,-12,0.75,,
5346,97.87814676,98.59423251,99.88944372,11,10,13,226.65,225.95,227.65,7.69E-01,0.8230886492,0.6305530841,10,10,10,1,0,3,97,7,,,,,0.75,,99.53432255,13,24.92,99.53432255,2,-11,0.75,,
5352,97.87727047,98.58851049,99.88947951,11,10,13,227.6,228.1,224.55,7.87E-01,0.7789667031,0.6053859599,10,10,10,1,0,3,97,7,,,,,0.75,,99.53424712,13,12.56,99.53424712,1,-12,0.75,,
5358,97.87962332,98.5901563,99.88961043,11,10,13,223.6,222.95,221.025,7.99E-01,0.812059292,0.6392847175,10,10,9,1,0,4,97,7,,,,,0.75,,99.53423295,13,3.4,99.53423295,1,-12,0.75,,
5364,97.88172831,98.59217605,99.88973356,11,10,13,220.15,219.9,219.275,7.20E-01,0.7418947194,0.5845014316,10,10,9,1,0,4,97,7,,,,,0.75,,99.53414897,13,0.32,99.53414897,1,-12,0.75,,
5370,97.8850755,98.5941787,99.88985951,11,12,13,216.7,217.075,217.85,7.03E-01,0.6641040281,0.6109195633,9,9,9,2,3,4,97,7,,,,,0.75,,99.53405993,13,0,99.53405993,0,-13,0.75,,
5376,97.88746225,98.59570789,99.89008073,11,12,13,215.8,215.8985815,215.425,7.74E-01,0.6714838033,0.5760591202,9,9,9,2,3,4,97,7,,,,,0.75,,99.5340369,13,0,99.5340369,0,-13,0.75,,
5382,97.89001492,98.59768739,99.89021476,11,12,13,214.775,215.3315813,212.8,7.52E-01,0.669031005,0.5892941181,9,9,9,2,3,4,97,7,,,,,0.75,,99.53415083,13,7.52,99.53415083,1,-12,0.75,,
5388,97.89136913,98.59949861,99.88983406,11,12,13,212.225,214.1773178,213.6,7.34E-01,0.6312740381,0.5703620849,9,9,9,2,3,4,97,7,,,,,0.75,,99.53586565,12,46.04,99.53586565,3,-9,0.75,,
5394,97.8919383,98.60186938,99.88996545,11,12,13,213.925,213.2944216,214,7.02E-01,0.5719742037,0.5760432242,9,9,9,2,3,4,97,7,,,,,0.75,,99.53690035,12,76.52,99.53690035,4,-8,0.75,,
5400,97.89513665,98.60372015,99.89010016,11,12,13,215.575,213.0659261,216.8,6.91E-01,0.6253363971,0.591329568,9,9,9,2,3,4,97,7,,,,,0.75,,99.5373666,12,92.64,99.5373666,5,-7,0.75,,
5406,97.89740295,98.60533086,99.89032506,11,12,13,216.275,214.4344133,217.35,7.31E-01,0.5983789387,0.5586121549,9,9,9,2,3,4,97,7,,,,,0.75,,99.53771607,12,95.96,99.53771607,5,-7,0.75,,
5412,97.89907444,98.60714673,99.89046534,11,12,15,218.875,217.7580253,221.1625378,7.24E-01,0.6222321399,0.5535226154,10,9,9,1,3,6,97,7,,,,,0.75,,99.53780395,12,67.04,99.53780395,3,-9,0.75,,
5418,97.898632,98.60917907,99.89060987,11,12,15,220.85,221.375,222.8535822,7.38E-01,0.6184700338,0.5202853289,10,10,10,1,2,5,97,7,,,,,0.75,,99.53769241,12,30.56,99.53769241,2,-10,0.75,,
5424,97.90102224,98.61140316,99.89073238,11,12,15,220.575,220.85,221.0247138,7.45E-01,0.6451953393,0.5146489009,10,10,9,1,2,6,97,7,,,,,0.75,,99.53760486,12,12.84,99.53760486,1,-11,0.75,,
5430,97.90098978,98.61326191,99.89087106,11,12,15,217.65,218.125,218.3759556,7.10E-01,0.6072208724,0.52311463,9,9,9,2,3,6,97,7,,,,,0.75,,99.53750225,12,2.96,99.53750225,1,-11,0.75,,
5436,97.90040802,98.614979,99.89111106,11,12,15,219.1,218.875,219.8514584,7.78E-01,0.6375854651,0.5175073648,10,9,9,1,3,6,97,7,,,,,0.75,,99.53752279,12,0,99.53752279,0,-12,0.75,,
5442,97.89418685,98.61622619,99.89124908,11,12,15,222.175,222.5,220.6139067,7.61E-01,0.6452232438,0.5059810985,10,10,9,1,2,6,97,7,,,,,0.75,,99.5375269,12,0,99.5375269,0,-12,0.75,,
5448,97.89673368,98.61811794,99.89137374,11,12,15,221.7229577,221.711101,220.0520961,7.19E-01,0.653521966,0.5176590695,10,10,9,1,2,6,97,7,,,,,0.75,,99.53791952,12,0,99.53791952,0,-12,0.75,,
5454,97.89957022,98.62032059,99.89149956,11,12,15,220.525,220.675,219.0990433,7.49E-01,0.6172628851,0.5259579715,10,10,9,1,2,6,97,7,,,,,0.75,,99.53783431,12,0,99.53783431,0,-12,0.75,,
5460,97.90288902,98.6220415,99.89171216,11,12,15,218.975,218.9,219.1,7.39E-01,0.6444219468,0.5213021542,10,9,9,1,3,6,97,7,,,,,0.75,,99.5377453,11,0,99.5377453,0,-11,0.75,,
5466,97.90161719,98.62366779,99.89184582,11,12,15,221.1,220.975,219.2,7.45E-01,0.6666013171,0.4954410966,10,10,9,1,2,6,97,7,,,,,0.75,,99.53778622,11,0,99.53778622,0,-11,0.75,,
5472,97.90403462,98.62542029,99.89198373,11,12,15,219.85,219.625,218.575,7.30E-01,0.6267715376,0.5095752501,10,10,9,1,2,6,97,7,,,,,0.75,,99.53780387,11,0,99.53780387,0,-11,0.75,,
5478,97.90573563,98.62735805,99.8921096,11,12,15,216.925,217.175,214.875,7.43E-01,0.654999438,0.5204035435,9,9,9,2,3,6,97,7,,,,,0.75,,99.53767263,11,0.04,99.53767263,1,-10,0.75,,
5484,97.90662773,98.62941541,99.89223259,11,12,15,215.275,214.4,214.05,6.97E-01,0.6770749047,0.484831647,9,9,9,2,3,6,97,7,,,,,0.75,,99.53764444,11,1.76,99.53764444,1,-10,0.75,,
5490,97.90919241,98.63105584,99.89244342,11,12,15,212.7997599,213.275,213.875,7.37E-01,0.6182285626,0.4863573401,9,9,9,2,3,6,97,7,,,,,0.75,,99.53778494,11,6.11,99.53778494,1,-10,0.75,,
5496,97.91048659,98.63270086,99.89257476,11,12,15,214.25,214.65,214.475,7.18E-01,0.6093813916,0.4873702413,9,9,9,2,3,6,97,7,,,,,0.75,,99.53777194,11,7.4,99.53777194,1,-10,0.75,,
5502,97.91231267,98.6343331,99.89270404,11,12,15,214.025,213.475,215.425,6.77E-01,0.6076816784,0.5028716192,9,9,9,2,3,6,97,7,,,,,0.75,,99.53784822,10,10.4,99.53784822,1,-9,0.75,,
5508,97.91470776,98.63627681,99.89283927,11,12,15,215.525,214.85,216.9,6.95E-01,0.6370465401,0.5000091788,9,9,9,2,3,6,97,7,,,,,0.75,,99.53863236,10,21.76,99.53863236,1,-9,0.75,,
5514,97.91753224,98.63837066,99.89297165,11,11,15,217.925,217.3623429,218.45,7.29E-01,0.6681540837,0.5270063979,9,9,9,2,2,6,97,7,,,,,0.75,,99.5393086,10,42.76039043,99.5393086,2,-8,0.75,,
5520,97.91995512,98.63983301,99.89318949,11,11,15,219.1,219.1057119,218.925,6.72E-01,0.6421268036,0.5096595539,10,9,9,1,2,6,97,7,,,,,0.75,,99.54021781,10,67.88,99.54021781,3,-7,0.75,,
5526,97.92175588,98.64137668,99.89331472,11,11,15,219.525,219.15,221.525,7.37E-01,0.7044142221,0.4941262891,10,9,9,1,2,6,97,7,,,,,0.75,,99.54126511,10,101.16,99.54126511,5,-5,0.75,,
5532,97.92405954,98.64291646,99.89343502,11,11,15,219.7025097,220.325,218.225,7.05E-01,0.6703530379,0.4865566481,10,10,9,1,1,6,97,7,,,,,0.75,,99.54243602,10,125.16,99.54243602,6,-4,0.75,,
5538,97.92633013,98.64472239,99.89356022,11,11,15,218.7,219.0428571,219.4,6.94E-01,0.6857658733,0.5246155248,10,9,9,1,2,6,97,7,,,,,0.75,,99.54359806,10,141.2,99.54359806,7,-3,0.75,,
5544,97.92608397,98.64374824,99.89369991,11,11,15,221.0714286,221.325,222.375,7.36E-01,0.7029871381,0.5151727103,10,10,9,1,1,6,97,7,,,,,0.75,,99.5447534,10,149.64,99.5447534,7,-3,0.75,,
5550,97.91023303,98.64194354,99.89392529,11,11,15,222.875,223.05,222.75,7.16E-01,0.7433477104,0.5170590879,10,10,10,1,1,5,97,7,,,,,0.75,,99.54572519,10,147.52,99.54572519,7,-3,0.75,,
5556,97.91144,98.64313566,99.89405802,11,11,15,221.85,221.825,223.4,7.34E-01,0.7144884639,0.5254957802,10,10,10,1,1,5,97,7,,,,,0.75,,99.54659252,10,140.2,99.54659252,7,-3,0.75,,
5562,97.91347626,98.64470666,99.89417987,11,11,15,223.1,223.625,222.2,7.55E-01,0.6463208887,0.4993967742,10,10,9,1,1,6,97,7,,,,,0.75,,99.54719062,10,124.24,99.54719062,6,-4,0.75,,
5568,97.91245663,98.64673869,99.89430563,11,11,15,223.1,224.175,224.35,7.85E-01,0.7323730799,0.5111925876,10,10,10,1,1,5,97,7,,,,,0.75,,99.54768165,10,87.03,99.54768165,4,-6,0.75,,
5574,97.91483938,98.64870784,99.89442341,11,11,15,223.975,224.525,224.5734202,7.61E-01,0.6900598012,0.527736703,10,10,10,1,1,5,97,7,,,,,0.75,,99.5475988,10,51.24,99.5475988,3,-7,0.75,,
5580,97.91188837,98.65048866,99.89464122,11,11,15,225.15,225.1,224.875,6.78E-01,0.7162159757,0.5334063204,10,10,10,1,1,5,97,7,,,,,0.75,,99.5478831,10,33.36,99.5478831,2,-8,0.75,,
5586,97.91392887,98.65198976,99.89477365,11,11,15,223.8,223.45,222.525,7.86E-01,0.7408146894,0.5113739055,10,10,10,1,1,5,97,7,,,,,0.75,,99.54837203,10,31.96,99.54837203,2,-8,0.75,,
5592,97.91628619,98.65374531,99.89489485,11,11,15,221.45,221.25,220.5695739,7.59E-01,0.7091830282,0.5352462726,10,10,9,1,1,6,97,7,,,,,0.75,,99.54927295,10,56.04,99.54927295,3,-7,0.75,,
5598,97.91848902,98.65588502,99.89502053,11,11,15,220.25,221.375,219.9,7.07E-01,0.7180300044,0.5409259202,10,10,9,1,1,6,97,7,,,,,0.75,,99.5503244,10,92.04,99.5503244,5,-5,0.75,,
5604,97.91739774,98.6580338,99.89514686,11,11,15,221.475,221.725,222.575,7.09E-01,0.7195795618,0.512721457,10,10,10,1,1,5,97,7,,,,,0.75,,99.55131118,10,117.92,99.55131118,6,-4,0.75,,
5610,97.91786767,98.65913367,99.89534466,11,11,15,220.475,220.675,219.5264426,7.64E-01,0.7090464261,0.5313341491,10,10,9,1,1,6,97,7,,,,,0.75,,99.55226628,9,133.28,99.55226628,6,-3,0.75,,
5616,97.92012029,98.65922021,99.89546851,11,11,15,219.225,219.1,220.05,7.65E-01,0.6941087289,0.5152423804,10,9,9,1,2,6,97,7,,,,,0.75,,99.55322392,9,138.88,99.55322392,7,-2,0.75,,
5622,97.92274483,98.66019555,99.89559183,11,11,15,219.275,219.4,218.925,7.29E-01,0.6661536661,0.5182250236,10,9,9,1,2,6,97,7,,,,,0.75,,99.55427987,9,142.12,99.55427987,7,-2,0.75,,
5628,97.92475899,98.66194745,99.89570377,11,11,15,217.95,218.525,216.225,7.57E-01,0.7155143795,0.5237710443,9,9,9,2,2,6,97,7,,,,,0.75,,99.55581532,9,142.64,99.55581532,7,-2,0.75,,
5634,97.92738889,98.66396489,99.89582633,11,11,15,216.8,216.975,217,6.97E-01,0.6804383888,0.4928423119,9,9,9,2,2,6,97,7,,,,,0.75,,99.55661577,9,136.28,99.55661577,6,-3,0.75,,
5640,97.92869583,98.66549308,99.89602492,11,11,15,215.575,214.15,213.525,6.73E-01,0.688677273,0.5142587383,9,9,9,2,2,6,97,7,,,,,0.75,,99.55730021,9,124.52,99.55730021,6,-3,0.75,,
5646,97.93062488,98.66672269,99.89613547,11,11,15,212.825,212.65,210.975,7.52E-01,0.7244499653,0.511589063,9,9,9,2,2,6,97,7,,,,,0.75,,99.55762656,9,107.32,99.55762656,5,-4,0.75,,
5652,97.9329728,98.66808595,99.89623889,11,11,15,209.65,209.8693784,209.3,6.92E-01,0.6459720683,0.5105069278,9,9,9,2,2,6,97,7,,,,,0.75,,99.5577297,9,68.2,99.5577297,3,-6,0.75,,
5658,97.93549511,98.66994321,99.89634982,11,11,15,207.125,208,206.375,6.75E-01,0.6651876775,0.5058369631,9,9,9,2,2,6,97,7,,,,,0.75,,99.55763903,9,41.72,99.55763903,2,-7,0.75,,
5664,97.93813886,98.67172668,99.89645039,11,11,15,202.825,202.175,202.475,6.53E-01,0.6488627697,0.4857339303,9,9,9,2,2,6,97,7,,,,,0.75,,99.55754787,9,17.48,99.55754787,1,-8,0.75,,
5670,97.94060912,98.67315986,99.8966371,11,11,15,202.575,202.6,199.8740738,6.22E-01,0.6585063749,0.498166699,9,9,9,2,2,6,97,7,,,,,0.75,,99.55756007,9,3.16,99.55756007,1,-8,0.75,,
5676,97.94272085,98.67458708,99.89674247,11,11,15,198.425,199.525,196.825,6.84E-01,0.6510479538,0.4566834383,9,9,8,2,2,7,97,7,,,,,0.75,,99.55746604,9,0,99.55746604,0,-9,0.75,,
5682,97.94463452,98.67615495,99.89685752,11,11,15,196.475,196.425,198.15,6.69E-01,0.6158757161,0.4124205936,9,9,9,2,2,6,97,7,,,,,0.75,,99.55745932,9,0,99.55745932,0,-9,0.75,,
5688,97.94737434,98.67796633,99.8969735,11,11,15,199.95,199.9055334,200.15,6.97E-01,0.6302697316,0.4757167532,9,9,9,2,2,6,97,7,,,,,0.75,,99.55787553,8,0.56,99.55787553,1,-7,0.75,,
5694,97.9502559,98.67993655,99.89708731,11,11,15,202.8,202.6,202.5,6.28E-01,0.6186843531,0.4704839261,9,9,9,2,2,6,97,7,,,,,0.75,,99.55788212,8,3.6,99.55788212,1,-7,0.75,,
5700,97.95274397,98.68125987,99.89728325,11,11,15,204.55,204.175,206.2239463,6.07E-01,0.6135010182,0.4744993944,9,9,9,2,2,6,97,7,,,,,0.75,,99.55827573,8,18.84,99.55827573,1,-7,0.75,,
5706,97.95501821,98.68271843,99.89739638,11,11,15,205.275,205.55,207.3,6.82E-01,0.6866893935,0.4739201792,9,9,9,2,2,6,97,7,,,,,0.75,,99.55896239,8,44.12,99.55896239,2,-6,0.75,,
5712,97.95406653,98.68254941,99.89750888,11,11,14,207.75,208.925,209.8405565,6.66E-01,0.6323888468,0.4930398582,9,9,9,2,2,5,97,7,,,,,0.75,,99.5601214,8,84.88,99.5601214,4,-4,0.75,,
5718,97.95488401,98.68437193,99.89762221,11,11,14,211.1,212.425,212.1952074,6.76E-01,0.6773907028,0.5215780912,9,9,9,2,2,5,97,7,,,,,0.75,,99.56119447,8,116.2,99.56119447,6,-2,0.75,,
5724,97.95605907,98.68608232,99.89772898,11,11,14,211.95,213.025,210.725,7.16E-01,0.689991199,0.5290902945,9,9,9,2,2,5,97,7,,,,,0.75,,99.56211891,8,139.16,99.56211891,7,-1,0.75,,
5730,97.95846933,98.68743116,99.89792138,11,11,14,211.05,209.2321429,209.85,6.84E-01,0.6550768203,0.5326041574,9,9,9,2,2,5,97,7,,,,,0.75,,99.5631296,7,147.2,99.5631296,7,0,0.75,,
5736,97.96084843,98.68802683,99.89803203,11,10,14,208.05,207.75732,207.95,7.07E-01,0.7451367904,0.5141063246,9,9,9,2,1,5,97,7,,,,,0.75,,99.5639997,7,148.04,99.5639997,7,0,0.75,,
5742,97.96274515,98.68971106,99.89813833,11,10,14,209.925,208.85,208.4512057,6.98E-01,0.7044551177,0.495993548,9,9,9,2,1,5,97,7,,,,,0.75,,99.56513416,7,147.96,99.56513416,7,0,0.75,,
5748,97.96492425,98.69149137,99.89824954,11,10,14,206.4,207.525,207.975,7.06E-01,0.7157167571,0.5505999476,9,9,9,2,1,5,97,7,,,,,0.75,,99.56660925,7,148.5850626,99.56660925,7,0,0.75,,
5754,97.96785935,98.69243979,99.89835761,11,10,14,208.825,208.825,208.075,6.71E-01,0.6993397897,0.5206912451,9,9,9,2,1,5,97,7,,,,,0.75,,99.56757474,7,148.72,99.56757474,7,0,0.75,,
5760,97.97023233,98.69368813,99.8985494,11,10,14,208.05,207.975,207.05,6.41E-01,0.7196859361,0.5243506612,9,9,9,2,1,5,97,7,,,,,0.75,,99.568404,21,138.6037,99.568404,7,-14,0.75,,
5766,97.97212369,98.69508468,99.89866045,11,10,14,207.925,208.55,207.5,7.26E-01,0.7604552593,0.5015397941,9,9,9,2,1,5,97,7,,,,,0.75,,99.56858869,21,111.6661178,99.56858869,5,-16,0.75,,
5772,97.97375049,98.69668021,99.89876753,11,10,14,208.025,208.1197763,208.375,6.80E-01,0.7125504189,0.509354695,9,9,9,2,1,5,97,7,,,,,0.75,,99.56847942,21,70.17451309,99.56847942,4,-17,0.75,,
5778,97.97396207,98.69857551,99.8988712,11,10,14,208.45,207.05,207.925,6.59E-01,0.7421965188,0.5216736871,9,9,9,2,1,5,97,7,,,,,0.75,,99.56848584,21,38.35598367,99.56848584,2,-19,0.75,,
5784,97.97625772,98.70009942,99.89897419,11,10,14,207.9,208.075,207.725,6.71E-01,0.7457245412,0.5351275104,9,9,9,2,1,5,97,7,,,,,0.75,,99.56866645,21,18.00945353,99.56866645,1,-20,0.75,,
5790,97.97810443,98.70130317,99.89914418,11,10,14,205.625,206.5,202.075,6.79E-01,0.7349208674,0.5406343062,9,9,9,2,1,5,97,7,,,,,0.75,,99.56894068,21,21.32,99.56894068,1,-20,0.75,,
5796,97.98025596,98.70253438,99.89923707,11,10,14,199.375,200.075,197.925,6.86E-01,0.7475041807,0.5107299038,9,9,9,2,1,5,97,7,,,,,0.75,,99.56919504,21,30.36,99.56919504,2,-19,0.75,,
5802,97.98230504,98.70380272,99.89934123,11,10,14,196.675,196.95,197.15,6.52E-01,0.6691334378,0.5112784248,9,9,8,2,1,6,97,7,,,,,0.75,,99.5698208,21,37.24,99.5698208,2,-19,0.75,,
5808,97.9841406,98.70548252,99.89943581,11,10,14,196.225,197.1046574,194,6.63E-01,0.686529309,0.5054262989,9,9,8,2,1,6,97,7,,,,,0.75,,99.57001002,21,36.92,99.57001002,2,-19,0.75,,
5814,97.98673906,98.7068134,99.89960208,11,10,14,190.85,190.975,191.925,6.36E-01,0.7208477406,0.490779165,8,8,8,3,2,6,97,7,,,,,0.75,,99.5702084,21,37.2,99.5702084,2,-19,0.75,,
5820,97.98864072,98.70800958,99.8996994,11,10,14,190.2,190.075,187.425,5.92E-01,0.6720330891,0.488064198,8,8,8,3,2,6,97,7,,,,,0.75,,99.57030275,20,29.64,99.57030275,2,-18,0.75,,
5826,97.99088453,98.70928177,99.89979408,11,10,14,187.65,186.675,187.15,6.40E-01,0.6766106398,0.4592380446,8,8,8,3,2,6,97,7,,,,,0.75,,99.57035839,20,24.44,99.57035839,2,-18,0.75,,
5832,97.99277113,98.71066601,99.89988273,11,10,14,186.525,186,187.125,6.48E-01,0.651646968,0.4361128906,8,8,8,3,2,6,97,7,,,,,0.75,,99.57052274,20,24.83986241,99.57052274,2,-18,0.75,,
5838,97.99497428,98.7124504,99.89998413,11,10,14,188.325,188.95,189.3,6.28E-01,0.6538148488,0.4794581358,8,8,8,3,2,6,97,7,,,,,0.75,,99.57120379,20,42.36,99.57120379,2,-18,0.75,,
5844,97.99765381,98.71397665,99.90015958,11,10,14,189.5,189.6,189.2428571,6.06E-01,0.6534536806,0.4589422118,8,8,8,3,2,6,97,7,,,,,0.75,,99.57215004,20,72.92,99.57215004,4,-16,0.75,,
5850,97.99870937,98.71521074,99.90026481,11,10,14,190.675,189.925,191.9489107,6.17E-01,0.6269097962,0.4794685363,8,8,8,3,2,6,97,7,,,,,0.75,,99.57310474,20,108.08,99.57310474,5,-15,0.75,,
5856,98.00088483,98.7165607,99.90036156,11,10,14,192.625,192.25,192.825,6.21E-01,0.6992493368,0.4439629928,8,8,8,3,2,6,97,7,,,,,0.75,,99.57414883,20,135.24,99.57414883,6,-14,0.75,,
5862,98.00286342,98.71806209,99.90045488,11,10,14,193.275,193.625,193.45,6.43E-01,0.6662495356,0.4793804892,8,8,8,3,2,6,97,7,,,,,0.75,,99.57557101,20,148.76,99.57557101,7,-13,0.75,,
5868,98.00507846,98.71979709,99.90055359,11,10,13,194.35,195.25,195.5681822,6.04E-01,0.6640281342,0.4990005899,9,8,8,2,2,5,97,7,,,,,0.75,,99.57652093,20,150.84,99.57652093,7,-13,0.75,,
5874,98.00784826,98.72132473,99.90073727,11,10,13,200,198.8,199.5312844,6.03E-01,0.7036862156,0.5069970263,9,9,9,2,1,4,97,7,,,,,0.75,,99.57751267,19,150.6,99.57751267,7,-12,0.75,,
5880,98.00897633,98.72207222,99.9008337,11,10,13,198.25,198.9,197.875,6.51E-01,0.630087259,0.5533296503,9,9,9,2,1,4,97,7,,,,,0.75,,99.57809064,19,136.6872072,99.57809064,6,-13,0.75,,
5886,98.01078973,98.72335696,99.90091749,11,10,13,196.025,196.9,194.4,6.53E-01,0.7037184301,0.5165377868,9,9,8,2,1,5,97,7,,,,,0.75,,99.57809121,19,97.04,99.57809121,5,-14,0.75,,
