,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,HPASlow98CPU60,DMSlow98CPU60RT500,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,,,,,,,0.75
2856,74.86798957,92.17051899,98.0059432,3,6,11,64.8,110.08,149.24,0.6348745584,0.613179365,0.3976133748,4,6,7,-1,0,4,98,7,,,,,0.65,,,,,,,,0.75
2862,74.80048957,92.12402859,98.01133124,3,6,11,64.4,114.44,148.12,0.7869279521,0.5347771557,0.3988602741,4,6,7,-1,0,4,98,7,,,,,0.65,,,,,,,,0.75
2868,74.80288062,92.1087249,98.01578862,3,7,11,67.52,115.48,147.96,0.7770312121,0.4975409381,0.3713010334,4,6,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2874,74.73868606,92.08769721,98.02125996,3,7,11,66.56,114.19108,147.32,0.7775896284,0.6378027541,0.4147438101,4,6,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2880,74.69790409,92.05076046,98.02639963,5,7,11,65.59267333,112.9461222,149.08,0.6295848299,0.611075521,0.3959214982,4,6,7,1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2886,74.66813068,92.08640576,98.03923101,5,7,11,71.82517333,119.9759067,148.68,0.5979863131,0.5621903645,0.3288973496,5,6,7,0,1,4,98,7,,,,,0.65,,,,,,,,0.75
2892,74.6752406,92.14129728,98.04457134,5,7,11,70.67998333,127.02224,148.72,0.5917126354,0.5731225207,0.3686712682,5,6,7,0,1,4,98,7,,,,,0.65,,,,,,,,0.75
2898,74.69119921,92.12225842,98.04924243,5,7,11,76.80595333,134.52,149.04,0.5788887962,0.5728012276,0.3685359495,5,7,7,0,0,4,98,7,,,,,0.65,,,,,,,,0.75
2904,74.67195188,92.13802269,98.05449129,5,8,11,83.66365867,140.64,147.52,0.553534628,0.6293742697,0.3780737793,5,7,7,0,1,4,98,7,,,,,0.65,,,,,,,,0.75
2910,74.65228072,92.13498896,98.05934484,5,8,11,88.8,136.7621067,148.32,0.6479942156,0.571316911,0.3838898627,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2916,74.60466153,92.11288115,98.07142827,5,8,11,92.0412865,131.46866,149.4,0.6599666795,0.5436377873,0.3551389169,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2922,74.57289598,92.16530934,98.07688029,5,8,11,92.24157453,134.6042347,150.12,0.6801710064,0.5780864713,0.3653088054,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2928,74.62860783,92.17922916,98.0795987,5,8,11,97.08,134.9313272,148.72,0.690775516,0.5586797308,0.3645508046,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2934,74.61712413,92.19582452,98.08488623,5,8,11,97.48,139.16,147.88,0.59988519,0.6044642547,0.3925240744,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2940,74.62456945,92.21521318,98.09372486,5,8,11,99.16,144.4,147.76,0.7546905873,0.5497260449,0.3609210167,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2946,74.62260441,92.26592466,98.10007656,5,8,11,101.16,145.04,148.48,0.622365755,0.4978406452,0.3136471138,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2952,74.6317709,92.28156292,98.10543558,5,8,11,100.04,144.4421651,149,0.7294374395,0.5860708322,0.377300374,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2958,74.68293373,92.30137337,98.10991405,5,8,11,96.88,145.16,149.16,0.702740031,0.5744394766,0.3838287793,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2964,74.69425211,92.32065113,98.11518219,5,8,11,97.32,143.84,149.52,0.5770451874,0.5961351764,0.367809363,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2970,74.68179156,92.34274726,98.12411188,5,8,11,95.96,142.92,148.48,0.5788051238,0.5538571293,0.3818311014,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2976,74.68550163,92.37403104,98.13034466,5,8,11,96.4,144.51,148.2,0.7090934513,0.4398296231,0.3720316274,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2982,74.70323526,92.37644822,98.13561084,5,8,11,98.6,140.28,149.08,0.6632170395,0.5740707649,0.3949632691,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2988,74.74778823,92.35644168,98.13995906,5,8,11,97.52,137.52,148.36,0.6967581026,0.5550124375,0.3336705874,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
2994,74.74858912,92.33462696,98.14517602,5,8,11,99.68,133.04,148.16,0.6396513512,0.590366981,0.330894791,6,7,7,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
3000,74.74670669,92.33776696,98.15356859,6,8,11,101.1952099,132.2,148.56,0.6670089516,0.4988928893,0.3927920614,6,7,7,0,1,4,98,7,,,,,0.65,,,,,,,,0.75
3006,74.75609065,92.36786247,98.15932693,6,8,11,98.24925778,132,147.8,0.5954586238,0.4672270411,0.3632351839,6,7,7,0,1,4,98,7,,,,,0.65,,,,,,,,0.75
3012,74.7587962,92.39598289,98.16462946,6,8,11,95.68274167,136.72,148,0.5012420552,0.5389498451,0.3911649783,6,7,7,0,1,4,98,7,,,,,0.65,,,,,,,,0.75
3018,74.86219427,92.4137107,98.1692847,6,7,11,95.42684,141.52,146.6,0.5930483951,0.5910975429,0.342259385,6,7,7,0,0,4,98,7,,,,,0.65,,,,,,,,0.75
3024,74.86547353,92.43134411,98.17385217,6,7,11,98.12633462,141.6,147.92,0.5253207828,0.6340752041,0.352947012,6,7,7,0,0,4,98,7,,,,,0.65,,,,,,,,0.75
3030,74.91050436,92.43994168,98.18177496,6,7,11,105.16,138.24,146.28,0.5758163048,0.5304577621,0.3754025099,6,7,7,0,0,4,98,7,,,,,0.65,,,,,,,,0.75
3036,74.95734086,92.42992229,98.18717638,6,7,11,111.2,134.92,145.16,0.5154308223,0.6155837703,0.3443210173,7,7,7,-1,0,4,98,7,,,,,0.65,,,,,,,,0.75
3042,75.02965444,92.45845017,98.19222497,6,7,11,115.76,134.2,145.8,0.5821789326,0.6016644469,0.3257347309,7,7,7,-1,0,4,98,7,,,,,0.65,,,,,,,,0.75
3048,75.17624101,92.4784007,98.19676592,6,7,11,119.44,133.76,144.241637,0.6293617512,0.5148754427,0.3103659452,7,7,7,-1,0,4,98,7,,,,,0.65,,,,,,,,0.75
3054,75.25378372,92.49732385,98.20092743,6,7,11,119.36,134.36,143.72,0.6296327856,0.5832906928,0.343351169,7,7,7,-1,0,4,98,7,,,,,0.65,,,,,,,,0.75
3060,75.29524351,92.51942277,98.20856664,6,7,11,118.84,138.4,144.24,0.6638353643,0.5267322098,0.3617349364,7,7,7,-1,0,4,98,7,,,,,0.65,,,,,,,,0.75
3066,75.39174573,92.55196736,98.21379113,6,7,11,119.48,135.76,142.72,0.585718496,0.5788136433,0.3416036603,7,7,7,-1,0,4,98,7,,,,,0.65,,,,,,,,0.75
3072,75.477145,92.57403741,98.21720169,6,7,11,119.36,132.08,138.56,0.5991282936,0.6047875433,0.342795958,7,7,7,-1,0,4,98,7,,,,,0.65,,,,,,,,0.75
3078,75.62088126,92.590324,98.22145275,6,7,11,119.04,129.2,136.8,0.599940456,0.5583216297,0.3289852525,7,6,6,-1,1,5,98,7,,,,,0.65,,,,,,,,0.75
3084,75.71558992,92.6057876,98.22480911,6,7,11,119.96,125.2,134.72,0.5786218619,0.5843134128,0.3102514878,7,6,6,-1,1,5,98,7,,,,,0.65,,,,,,,,0.75
3090,75.79443393,92.62689835,98.23142866,6,7,10,118.48,122.56,131.08,0.5845374997,0.5150023226,0.3821675333,7,6,6,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
3096,75.87695248,92.65403289,98.23624264,6,7,10,114.8,122.0813633,128.48,0.6314768366,0.5259606229,0.348979222,7,6,6,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
3102,75.94588927,92.67683313,98.23968438,6,7,10,112.12,119.84,126.4,0.5800539894,0.505291933,0.3727621268,7,6,6,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
3108,76.07772942,92.69148198,98.2431712,6,7,10,109.28,117.4,123.24,0.5365390516,0.4322995454,0.3771557665,7,6,6,-1,1,4,98,7,,,,,0.65,,,,,,,,0.75
3114,76.15987858,92.7052358,98.24599903,6,7,10,105.32,113.88,119.8,0.525022927,0.4889131244,0.3041721078,6,6,6,0,1,4,98,7,,,,,0.65,,,,,,,,0.75
3120,76.22425677,92.72274977,98.2518582,7,7,10,102.21176,110.24,115.56,0.4791949539,0.4564309188,0.3607761477,6,6,6,1,1,4,98,7,,,,,0.65,,,,,,,,0.75
3126,76.28992637,92.74564274,98.25609271,7,7,10,98.68208,105.84,110.48,0.4900963812,0.4367872491,0.3298052607,6,5,5,1,2,5,98,7,,,,,0.65,,,,,,,,0.75
3132,76.35004697,92.76466323,98.25884986,7,7,10,95.826055,102.52,107.6,0.4483588554,0.4534598504,0.3387096156,6,5,5,1,2,5,98,7,,,,,0.65,,,,,,,,0.75
3138,76.45396815,92.77553737,98.26169191,7,7,10,88.79121067,98.96,104.36,0.4553273593,0.4023166667,0.3172097173,5,5,5,2,2,5,98,7,,,,,0.65,,,,,,,,0.75
3144,76.51540955,92.78588265,98.26343977,7,7,10,85.17308,93.96,96.44,0.3806553875,0.3904942444,0.2861644943,5,5,5,2,2,5,98,7,,,,,0.65,,,,,,,,0.75
3150,76.55945504,92.79821178,98.26836892,7,7,10,81.04,88.48,93.04,0.3803583037,0.3776763261,0.2768232967,5,5,5,2,2,5,98,7,,,,,0.65,,,,,,,,0.75
3156,76.6094789,92.81705447,98.27178085,7,7,9,76.68,83.72,88.4,0.3524207633,0.3678788798,0.2516248204,5,4,4,2,3,5,98,7,,,,,0.65,,,,,,,,0.75
3162,76.65509256,92.83189154,98.2735745,7,7,9,73.4,80.56,84,0.2980101898,0.369868512,0.2810801986,5,4,4,2,3,5,98,7,,,,,0.65,,,,,,,,0.75
3168,76.73295472,92.83801429,98.27579065,7,7,9,68.64,74.84,81.08,0.3260174391,0.3404062606,0.245570003,4,4,4,3,3,5,98,7,,,,,0.65,,,,,,,,0.75
3174,76.77499725,92.84667932,98.27722268,7,7,9,63.96,71.96,77.64,0.2644245156,0.3249150676,0.2392192671,4,4,4,3,3,5,98,7,,,,,0.65,,,,,,,,0.75
3180,76.80848575,92.85666501,98.28110135,7,7,9,62.11873295,69.48,72.72,0.2500387039,0.2503525089,0.2249732787,4,4,4,3,3,5,98,7,,,,,0.65,,,,,,,,0.75
3186,76.84717684,92.87178118,98.28363516,7,7,9,59.08,67.2,69,0.2809676094,0.2655336198,0.2202111419,4,4,3,3,3,6,98,7,,,,,0.65,,,,,,,,0.75
3192,76.90053797,92.88345708,98.2851525,7,6,9,57.84,64.44,66.44,0.2388544185,0.3306561788,0.1936861544,4,3,3,3,3,6,98,7,,,,,0.65,,,,,,,,0.75
3198,76.95106072,92.89003932,98.28714282,7,6,7,55.32,62.52,64.88,0.2321535655,0.2934968602,0.2104835422,4,3,3,3,3,4,98,7,,,,,0.65,,,,,,,,0.75
3204,76.98195497,92.89684257,98.28849339,7,6,7,52.00127215,60.44,60.4,0.2092013558,0.2920933365,0.2253262182,3,3,3,4,3,4,98,7,,,,,0.65,,,,,,,,0.75
3210,77.00466964,92.90375609,98.28996658,5,6,7,50.48,57.16,58,0.3063406795,0.2580730506,0.2338455882,3,3,3,2,3,4,98,7,,,,,0.65,,,,,,,,0.75
3216,77.03595977,92.91615644,98.29275943,5,6,7,48.12,54.64,55.72,0.3284305637,0.2695758456,0.219447425,3,3,3,2,3,4,98,7,,,,,0.65,,,,,,,,0.75
3222,77.07736554,92.92561513,98.29425463,5,6,7,45.68,51.84,53.12,0.2798075748,0.2682186971,0.2062023109,3,3,3,2,3,4,98,7,,,,,0.65,,,,,,,,0.75
3228,77.11421966,92.93059928,98.29578424,5,6,7,42.76,49.04,51.08,0.284516078,0.2427094421,0.1981695616,3,3,3,2,3,4,98,7,,,,,0.65,,,,,,,,0.75
3234,77.13479397,92.93550614,98.29678073,5,6,7,40.24,47.36,46.72,0.2061002466,0.2324565542,0.2046900711,3,3,3,2,3,4,98,7,,,,,0.65,,,,,,,,0.75
3240,77.15542013,92.9405833,98.29766493,4,6,5,38.56,45.16,44.72,0.3132312145,0.2253309739,0.2481303633,3,3,2,1,3,3,98,7,,,,,0.65,,,,,,,,0.75
3246,77.18086503,92.94991206,98.2998667,4,6,5,37.24,41.84,41.76,0.2827303923,0.2088321501,0.2210402346,3,2,2,1,4,3,98,7,,,,,0.65,,,,,,,,0.75
3252,77.21634204,92.95737259,98.30083448,4,5,5,35.12,39.12,39.68,0.2264435359,0.2298097186,0.2405463603,2,2,2,2,3,3,98,7,,,,,0.65,,,,,,,,0.75
3258,77.23285261,92.96032696,98.30187715,4,5,5,32.04,36.24,37,0.2421227726,0.1948510234,0.2233104105,2,2,2,2,3,3,98,7,,,,,0.65,,,,,,,,0.75
3264,77.25054718,92.96310202,98.30229674,4,5,5,30.12,33.88,33.28,0.1903586197,0.2122569026,0.2088028827,2,2,2,2,3,3,98,7,,,,,0.65,,,,,,,,0.75
3270,77.25864079,92.96492125,98.30353008,3,5,5,26.64,29.84,30.12,0.2778392698,0.1748667255,0.164309583,2,2,2,1,3,3,98,7,,,,,0.65,,,,,,,,0.75
3276,77.27589886,92.97244221,98.30472991,3,5,5,24.28,27,28.24,0.203694592,0.1888553757,0.1580621933,2,2,2,1,3,3,98,7,,,,,0.65,,,,,,,,0.75
3282,77.30332846,92.97743246,98.30521823,3,5,4,22.68,24.2,25.48,0.1956982871,0.1581369901,0.1850847223,2,2,2,1,3,2,98,7,,,,,0.65,,,,,,,,0.75
3288,77.31462148,92.97838214,98.30568042,3,5,4,20.68,21.4,23.16,0.2472351381,0.1486837206,0.187218683,2,1,2,1,4,2,98,7,,,,,0.65,,,,,,,,0.75
3294,77.32210783,92.979303,98.30599311,3,5,4,17.88,19.16,20.52,0.2314885321,0.1258784378,0.157608511,1,1,1,2,4,3,98,7,,,,,0.65,,,,,,,,0.75
3300,77.32434106,92.97879474,98.30662604,2,5,4,16,16.48,16.4,0.2914703266,0.09442474678,0.145332071,1,1,1,1,4,3,98,7,,,,,0.65,,,,,,,,0.75
3306,77.33194418,92.98400542,98.30725616,2,5,4,13.48,13.24,14.52,0.1748094796,0.1049525676,0.1269591003,1,1,1,1,4,3,98,7,,,,,0.65,,,,,,,,0.75
3312,77.34278228,92.98643305,98.30740859,2,5,4,9.24,10.56,12.2,0.1895002936,0.07351997478,0.1027509391,1,1,1,1,4,3,98,7,,,,,0.65,,,,,,,,0.75
3318,77.34434038,92.98548958,98.30745953,2,4,3,7.76,8.44,8.96,0.1512028037,0.07411678095,0.102026777,1,1,1,1,3,2,98,7,,,,,0.65,,,,,,,,0.75
3324,77.34374698,92.98533046,98.30727326,2,4,3,5.88,6.16,5.84,0.1215718051,0.06175083195,0.08110756109,1,1,1,1,3,2,98,7,,,,,0.65,,,,,,,,0.75
3330,77.34435237,92.98263909,98.30727206,1,4,3,3.92,2.84,3.64,0.2106811515,0.05013174744,0.06768652069,1,1,1,0,3,2,98,7,,,,,0.65,,,,,,,,0.75
3336,77.34464945,92.98732804,98.30772582,1,4,3,2.04,2.16,2.6,0.105999012,0.04117370321,0.0325820168,1,1,1,0,3,2,98,7,,,,,0.65,,,,,,,,0.75
3342,77.34819013,92.98769315,98.30788025,1,4,3,2.2,2.68,2.92,0.105999012,0.01989077291,0.03588908056,1,1,1,0,3,2,98,7,,,,,0.65,,,,,,,,0.75
3348,77.35257996,92.98835541,98.3080204,1,4,3,3.16,4.04,3.96,0.01820603652,0.01884893098,0.02053996563,1,1,1,0,3,2,98,7,,,,,0.65,,,,,,,,0.75
3354,77.35806391,92.98915817,98.30827006,1,4,2,4.8,6,5.72,0.09372885937,0.03181887455,0.01610704596,1,1,1,0,3,1,98,7,,,,,0.65,,,,,,,,0.75
3360,77.36433323,92.98887652,98.30838885,1,4,1,6.56,8.96,7.68,0.09372885937,0.03725407238,0.1676253414,1,1,1,0,3,0,98,7,,,,,0.65,,,,,,,,0.75
3366,77.37826199,92.99580472,98.30943611,1,4,1,10.2,12,11.72,0.136411657,0.04657717158,0.1676253414,1,1,1,0,3,0,98,7,,,,,0.65,,,,,,,,0.75
3372,77.38885011,92.99766931,98.30985983,1,4,1,12.24,14,13.68,0.0943407863,0.06811691648,0.2277937906,1,1,1,0,3,0,98,7,,,,,0.65,,,,,,,,0.75
3378,77.39942498,92.99975122,98.31034331,1,4,1,13.96,15.88,15.96,0.33600994,0.07276659133,0.302988162,1,1,1,0,3,0,98,7,,,,,0.65,,,,,,,,0.75
3384,77.41157205,93.00220381,98.31088617,1,3,1,15.92,18.36,18.16,0.33600994,0.1117680228,0.3112954537,1,1,1,0,2,0,98,7,,,,,0.65,,,,,,,,0.75
3390,77.4251656,93.00572333,98.31147762,1,3,1,17.76,22.36,20.32,0.2461272811,0.149647703,0.477051943,1,2,1,0,1,0,98,7,,,,,0.65,,,,,,,,0.75
3396,77.4510745,93.01306864,98.31320498,1,3,1,20.84,23.24,24.48,0.3981955047,0.1387837804,0.477051943,2,2,2,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.75
3402,77.4675254,93.01657559,98.31391346,1,3,1,22.8,25.72,26.16,0.3789471131,0.1975478175,0.616375933,2,2,2,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.75
3408,77.48491661,93.0201164,98.31471334,1,3,1,24.44,27.72,28.08,0.4489510281,0.168234451,0.6682272957,2,2,2,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.75
3414,77.50264877,93.02392069,98.31552128,1,3,1,26.12,29.88,29.68,0.5770014298,0.2476085879,0.6096490826,2,2,2,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.75
3420,77.51993523,93.03358355,98.31632106,1,3,1,27.12,35.28,30.96,0.7010006572,0.2113785472,0.8051124182,2,2,2,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.75
3426,77.55657886,93.03938881,98.30824015,1,2,1,29.92,37.68,31.24,0.5235540241,0.3890659555,0.8051124182,2,2,2,-1,0,-1,98,7,,,,,0.65,,,,,,,,0.75
3432,77.56573258,93.04597433,98.29577456,1,2,1,30.08,41.08,29.92,0.4843965761,0.4912854794,0.8999673972,2,2,2,-1,0,-1,98,7,,,,,0.65,,,,,,,,0.75
3438,77.56318778,93.0525998,98.27311634,1,2,1,29.48,44.32,28.64,0.8396918944,0.3858862625,0.7692221337,2,3,2,-1,-1,-1,98,7,,,,,0.65,,,,,,,,0.75
3444,77.54578909,93.05949225,98.24754656,1,2,3,29.2,47.72,27.08,0.9065421437,0.588049877,0.6847235038,2,3,2,-1,-1,1,98,7,,,,,0.65,,,,,,,,0.75
3450,77.52081813,93.06540856,98.21724545,1,2,3,27.36,52.36,32.55519111,0.6256651695,0.588049877,0.5518655103,2,3,2,-1,-1,1,98,7,,,,,0.65,,,,,,,,0.75
3456,77.43459018,93.06204752,98.21221953,1,2,3,25.64,52.8,35.76882667,0.9950020122,0.6521468034,0.5412962749,2,3,2,-1,-1,1,98,7,,,,,0.65,,,,,,,,0.75
3462,77.38648697,93.04303114,98.2026378,1,2,3,25.4,51.88,41.655584,0.7439851157,0.7438020063,0.5950951523,2,3,2,-1,-1,1,98,7,,,,,0.65,,,,,,,,0.75
3468,77.33530267,93.02539639,98.18440013,1,2,3,25.2,51.36,49.36543467,0.9929716326,0.6841236433,0.6558683404,2,3,3,-1,-1,0,98,7,,,,,0.65,,,,,,,,0.75
3474,77.28527455,93.00708586,98.17864357,1,2,5,25.4,50.56,61.28790667,0.7148340204,0.7810290185,0.5011853578,2,3,3,-1,-1,2,98,7,,,,,0.65,,,,,,,,0.75
3480,77.22763323,92.94528532,98.18117516,2,2,5,27.38932667,50.56,64.26595333,0.416319221,0.751072373,0.4839966778,2,3,3,0,-1,2,98,7,,,,,0.65,,,,,,,,0.75
3486,77.18256704,92.9092446,98.17065502,2,2,5,26.73581778,50.84,67.9412,0.6959659795,0.6368368102,0.5050891014,2,3,3,0,-1,2,98,7,,,,,0.65,,,,,,,,0.75
3492,77.15477782,92.87077302,98.1595205,2,2,5,28.62844333,51.16,73.704796,0.6185767262,0.7866240514,0.6503377016,2,3,4,0,-1,1,98,7,,,,,0.65,,,,,,,,0.75
3498,77.11978132,92.83735974,98.14800377,2,2,5,32.45877333,51.32,80.53044267,0.71037436,0.7505301543,0.5649483998,2,3,4,0,-1,1,98,7,,,,,0.65,,,,,,,,0.75
3504,77.08379758,92.80080193,98.14028411,2,3,5,35.0614,50.8806,84.56,0.5516382062,0.8052503111,0.5022699096,2,3,4,0,0,1,98,7,,,,,0.65,,,,,,,,0.75
3510,77.04057028,92.75550959,98.14092275,2,3,5,38.12,48.6866,91.04,0.7667230559,0.666248566,0.5988314961,3,3,4,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3516,77.01567217,92.72774334,98.13840802,2,3,7,38.32,46.70532,95.99995,0.763566878,0.6635890504,0.5646487135,3,3,5,-1,0,2,98,7,,,,,0.65,,,,,,,,0.75
3522,76.9828437,92.68384548,98.12119522,2,3,7,36.88,47.449176,98.73627778,0.7637607497,0.6769070446,0.5525632967,3,3,5,-1,0,2,98,7,,,,,0.65,,,,,,,,0.75
3528,76.94594016,92.65305622,98.12362078,2,3,7,36.96,49.32668,102.51256,0.5852562284,0.6560145574,0.5298731507,3,3,5,-1,0,2,98,7,,,,,0.65,,,,,,,,0.75
3534,76.90972822,92.62543249,98.12716982,2,3,7,36.84,49.2,107.3745373,0.5674326217,0.5096140928,0.5327580328,3,3,5,-1,0,2,98,7,,,,,0.65,,,,,,,,0.75
3540,76.86345745,92.60117724,98.13004611,2,4,7,39.48,52.98135333,111.0315453,0.7443751288,0.459252103,0.5404672375,3,3,5,-1,1,2,98,7,,,,,0.65,,,,,,,,0.75
3546,76.83749133,92.57597261,98.1321722,2,4,7,40.88,56.16044,119.92,0.6594896989,0.4993909168,0.5239330476,3,3,6,-1,1,1,98,7,,,,,0.65,,,,,,,,0.75
3552,76.80125373,92.52701729,98.13315599,2,4,7,42.04,60.39085,120.84,0.5930652518,0.6229044981,0.5529089921,3,3,6,-1,1,1,98,7,,,,,0.65,,,,,,,,0.75
3558,76.7687494,92.49166058,98.13371148,2,4,7,42.16,65.68327733,120.84,0.733981819,0.5405404077,0.5334490242,3,4,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3564,76.73167625,92.47394441,98.12962699,2,4,7,41.56,73.37104,121.2,0.7871313847,0.5462987482,0.4842070324,3,4,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3570,76.69812864,92.44580051,98.13341868,2,4,7,39.88,78.12,123.32,0.7866254201,0.6125540346,0.5616681897,3,4,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3576,76.66957596,92.42043061,98.13511413,2,4,7,40.16,80.24,125.04,0.5644600613,0.618989279,0.5210783251,3,4,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3582,76.63536125,92.39165838,98.13679185,2,4,7,40.08,79.4,127.52,0.5000050378,0.5735191245,0.5338688368,3,4,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3588,76.59714179,92.3612752,98.13988047,2,4,7,40.04,75.04,130.36,0.7788265106,0.6655104875,0.5814849783,3,4,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3594,76.56024598,92.33143123,98.14355884,2,4,7,40.24,75.2,129.6,0.777325582,0.6829240437,0.5391126389,3,4,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3600,76.51981868,92.30850477,98.13401871,2,4,7,40.32464,71.4,131.12,0.7772170755,0.619658461,0.5874312106,3,4,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3606,76.4982918,92.28413768,98.11906559,3,5,7,43.39688889,68.348,126.2,0.4952723575,0.5569309984,0.5535077213,3,4,6,0,1,1,98,7,,,,,0.65,,,,,,,,0.75
3612,76.4159702,92.26378279,98.10167486,3,5,7,50.52034133,73.27054222,125.48,0.623163469,0.5495628563,0.5681982994,3,4,6,0,1,1,98,7,,,,,0.65,,,,,,,,0.75
3618,76.39583756,92.23965937,98.10051386,3,5,7,53.25756,79.42023,125.88,0.6591016994,0.5918092391,0.5291413644,3,4,6,0,1,1,98,7,,,,,0.65,,,,,,,,0.75
3624,76.36755593,92.19258654,98.10337526,3,5,7,55.66904,87.36738667,128.48,0.6104005167,0.5752150658,0.5950824559,4,5,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3630,76.38433181,92.17943772,98.10809345,3,5,7,57.8,96.652184,132.96,0.6066281759,0.5751850263,0.5975357684,4,5,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3636,76.36230743,92.15248268,98.10034882,3,5,7,57.32,100.4,134.2,0.7682551397,0.6886221486,0.5964669085,4,5,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3642,76.3206108,92.10807672,98.08136291,3,5,7,58,100.68,134,0.6220744292,0.7046319929,0.5073659209,4,5,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3648,76.24692862,92.06827214,98.08669459,3,5,7,61.56,102.92,136.08,0.7351576213,0.6733397752,0.5184692291,4,5,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3654,76.2039612,92.05022185,98.09380694,3,5,7,64.2,99.8,135.8,0.7378185193,0.7074254139,0.5128673122,4,5,6,-1,0,1,98,7,,,,,0.65,,,,,,,,0.75
3660,76.16512078,92.02282116,98.09737936,3,5,7,64.8,100.6,139.28,0.7838987708,0.704758781,0.5975487035,4,5,7,-1,0,0,98,7,,,,,0.65,,,,,,,,0.75
3666,76.14182714,91.97955632,98.07919892,3,8,7,65.88,100.50735,139.96,0.7410517261,0.5953281735,0.6021835692,4,5,7,-1,3,0,98,7,,,,,0.65,,,,,,,,0.75
3672,76.1494341,91.96535191,98.0779969,3,8,7,66.56,104.2163467,140.24,0.8628258687,0.5306386021,0.5331873147,4,5,7,-1,3,0,98,7,,,,,0.65,,,,,,,,0.75
3678,76.12861707,91.95338339,98.0794158,3,8,7,65.04,112.4308347,140.32,0.7673448489,0.5351518513,0.6002890744,4,6,7,-1,2,0,98,7,,,,,0.65,,,,,,,,0.75
3684,76.10209585,91.95135906,98.08404846,3,8,7,66.24,120.4424507,140.24,0.6366107358,0.6224050266,0.540525575,4,6,7,-1,2,0,98,7,,,,,0.65,,,,,,,,0.75
3690,76.05357177,91.96993738,98.08904483,3,8,7,66.56,133.6146387,143.88,0.7820477143,0.5226310678,0.6098273988,4,7,7,-1,1,0,98,7,,,,,0.65,,,,,,,,0.75
3696,76.00575665,92.01118277,98.09362109,3,8,7,65.51726913,139.08,146.32,0.8141628023,0.5780509194,0.5891137418,4,7,7,-1,1,0,98,7,,,,,0.65,,,,,,,,0.75
3702,76.00760509,91.99830873,98.09533233,3,8,7,66.96,139.36,148.16,0.8154629366,0.6138326606,0.5542789223,4,7,7,-1,1,0,98,7,,,,,0.65,,,,,,,,0.75
3708,75.98621484,91.98603159,98.10260929,3,8,7,65.28,139.32,148.16,0.8276291357,0.4770448362,0.599318474,4,7,7,-1,1,0,98,7,,,,,0.65,,,,,,,,0.75
3714,75.96148641,92.00211227,98.10724824,3,8,7,64.72,137.78,148.28,0.7723616102,0.6228511431,0.5121660713,4,7,7,-1,1,0,98,7,,,,,0.65,,,,,,,,0.75
