,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,27.77197648,247.25448,266.15,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,1723,12012,9468,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,#REF!,#REF!,0.75,73,76
3102,30.03653833,74.33823411,98.19857032,2,8,17,10.70888119,177.95,192.7,4.90E-01,0.7555719268,0.368841457,2,10,8,0,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3108,29.87454364,74.31044603,98.18679935,2,8,17,18.11583921,169.5465441,184.875,3.97E-01,0.7158795505,0.3873470467,3,10,8,-1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3114,29.8693219,74.1099222,98.15533819,2,8,17,18.298775,174.7690874,163.3493157,5.20E-01,0.8123730624,0.3951654598,3,10,7,-1,-2,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3120,29.88457242,74.03309113,98.15845214,1,8,17,17.19262993,174.35,169.875,3.22E-01,0.7343817168,0.3812792258,3,10,7,-2,-2,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3126,29.9282961,74.05648662,98.16097163,1,9,17,11.70893643,163.1926489,165.1571429,5.26E-01,0.6729255967,0.3547495061,2,9,7,-1,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3132,29.94694962,74.10080775,98.16374169,1,9,17,11.92094726,171.4974809,184.65,6.06E-01,0.6915255279,0.3564304654,2,10,8,-1,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3138,29.9517806,74.10634024,98.16646773,2,9,17,9.907142857,165.4371337,175.575,3.75E-01,0.6517072606,0.3558369669,2,10,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3144,29.95696515,73.96567619,98.13962362,2,9,17,8.600855238,180.1679365,175.99949,5.33E-01,0.6764484421,0.3466127212,2,10,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3150,29.9691174,73.87933106,98.14218547,2,9,17,3.401666667,183.7620056,175.175,5.59E-01,0.650846423,0.3564839965,1,11,8,1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3156,29.97558385,73.89460824,98.14657048,3,9,17,2.929648889,178.4217468,168.0257276,5.42E-01,0.7461218167,0.3758524157,1,10,7,2,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3162,29.95915211,73.92302362,98.14935504,2,9,17,3.797677037,172.1259506,168.5285003,2.35E-01,0.7398005005,0.3522183454,1,10,7,1,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3168,30.04092996,73.95689004,98.15082805,2,9,17,4.164037037,167.175,175.75,2.62E-01,0.6113882712,0.3485943899,1,10,8,1,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3174,30.15615366,73.967968,98.15369084,3,9,17,5.285677037,176.8,163.475,4.71E-01,0.6397468142,0.3665601749,1,10,7,2,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3180,30.15952673,73.99126898,98.15759008,3,9,17,4.899452275,171.625,163.225,5.99E-01,0.6515546503,0.3404888994,1,10,7,2,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3186,30.08759172,73.98242518,98.16134819,3,9,17,8.087640635,165.525,160.875455,6.86E-01,0.6552896346,0.3334744852,2,10,7,1,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3192,30.03986397,73.97190576,98.14986707,2,9,17,10.28333333,160.45,165.85,8.27E-01,0.6897018882,0.3337941684,2,9,7,0,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3198,29.9517597,74.00622753,98.15350144,2,9,17,11.2,161.5567416,176.725,8.95E-01,0.623109617,0.3399220421,2,9,8,0,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3204,29.80808179,74.00345254,98.15452341,1,9,17,14.95,174.625,169.992864,8.84E-01,0.6510718286,0.3698454735,3,10,7,-2,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3210,29.85790211,74.03083527,98.15691424,1,9,17,14.2,172.975,166.875,6.75E-01,0.6602733268,0.3641346004,2,10,7,-1,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3216,29.8643055,74.07194512,98.16033815,2,9,17,13.64206811,168.075,154.775,5.45E-01,0.6829720246,0.3483572549,2,10,7,0,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3222,29.86551811,74.10933501,98.16307634,2,9,17,10.30096762,162.175,159.4,6.46E-01,0.6751864592,0.3289247246,2,9,7,0,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3228,29.88836762,74.14433893,98.16650009,2,9,17,11.63281511,153.2353175,158.475,6.80E-01,0.5917252794,0.311374598,2,9,7,0,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3234,29.84624993,74.13572092,98.16966504,2,9,17,11.75091138,157.0815934,158.95,6.35E-01,0.5987469462,0.3287047289,2,9,7,0,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3240,29.83131273,74.17579967,98.1725622,2,9,17,9.15888,162.875,163.1,6.94E-01,0.5664263196,0.315388444,2,9,7,0,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3246,29.71777468,74.21664601,98.17641557,2,9,17,10.70297481,164.05,163.125,7.49E-01,0.6115270153,0.3351733816,2,9,7,0,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3252,29.80892331,74.23958833,98.17899565,1,9,17,12.39617129,160.175,166.95,7.74E-01,0.6366139212,0.3328980335,2,9,7,-1,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3258,29.80881652,74.27127739,98.18227354,1,9,17,11.57445535,161.8642857,181.5,9.22E-01,0.6026073007,0.336818528,2,9,8,-1,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3264,29.80926919,74.19975797,98.18513468,1,9,17,8.827206802,170.035381,175.525,7.49E-01,0.612349663,0.334610208,2,10,8,-1,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3270,29.82239388,74.12072645,98.18908666,1,9,17,7.6,174.9428571,172.025,7.21E-01,0.613852064,0.3588717227,2,10,8,-1,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3276,29.81420835,74.09785578,98.19234938,2,9,17,7.425,174.3211962,175.85,4.57E-01,0.6858946984,0.3744300498,2,10,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3282,29.81355445,74.10245761,98.19321766,1,9,17,3.851973333,166.8142857,179.175,1.05E-01,0.6748862223,0.3629361714,1,10,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3288,29.71477439,74.04886311,98.19722625,1,9,17,5.437380952,177.15,179.825,2.38E-01,0.6206944145,0.373425639,1,10,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3294,29.58974197,74.07113173,98.19946179,1,9,17,9.412072273,179.6019829,169.475,2.71E-01,0.6775160828,0.3769237596,2,10,7,-1,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3300,29.59160578,74.11074787,98.20257497,2,8,17,9.414988571,176.9360978,173.525,6.49E-01,0.7078364527,0.3647310712,2,10,8,0,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3306,29.54192132,74.06745819,98.20639981,2,8,17,12.30833333,171.925,162.85,7.92E-01,0.6811727636,0.3458282803,2,10,7,0,-2,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3312,29.54646178,74.03104379,98.20998977,1,8,17,12.18333333,172.35,174.9,4.88E-01,0.7525188771,0.3685951445,2,10,8,-1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3318,29.54972896,74.04690093,98.21228352,1,8,17,10.53333333,167.241786,172.75,8.19E-01,0.6787376236,0.3511809694,2,10,8,-1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3324,29.55179134,74.01822261,98.21545014,1,8,17,7.419047619,172.625,180.175,7.82E-01,0.7370100226,0.361143575,2,10,8,-1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3330,29.55602238,73.90395825,98.21846349,1,8,17,7.425394134,176.975,181.725,1.00E+00,0.7321822804,0.3622335269,2,10,8,-1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3336,29.558625,73.90970901,98.22015066,1,8,17,5.088053333,176.775,174.15,1.00E+00,0.7742964403,0.3806683646,1,10,8,0,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3342,29.57402619,73.89060685,98.22292492,0,8,17,0.475,178.4,174.35,0.00E+00,0.7683124399,0.3490309583,1,10,8,-1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3348,29.58327841,73.8437642,98.22214639,0,8,17,0.7,173.925,183.825,0.00E+00,0.7015207614,0.3640090116,1,10,8,-1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3354,29.53632868,73.84076274,98.22460907,1,8,17,3.514285714,183.3570297,173.775,1.00E+00,0.7639283165,0.3790726944,1,11,8,0,-3,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3360,29.52635113,73.87426598,98.2278922,1,8,17,4.17391746,179.725,161.175,7.57E-01,0.724938418,0.369029021,1,10,7,0,-2,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3366,29.50395526,73.90124773,98.23066858,1,8,17,5.163546667,172.175,177.15,6.56E-01,0.7799321144,0.3621920868,1,10,8,0,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3372,29.50325008,73.89399456,98.23310013,0,8,17,5.094739259,166,170.375,0.00E+00,0.8026344308,0.3534673959,1,10,8,-1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3378,29.50391735,73.75177481,98.23796443,0,8,17,5.034378667,176.725,174.475,0.00E+00,0.747761514,0.3432844659,1,10,8,-1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3384,29.50391735,73.77435773,98.24058033,0,9,17,5.939131852,173.4920444,165.425,0.00E+00,0.6688118598,0.3527900864,1,10,7,-1,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3390,29.50391735,73.816214,98.24347564,0,9,17,2.954431111,170.7547556,162.025,0.00E+00,0.5750099174,0.3608260709,1,10,7,-1,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3396,29.50391735,73.84229461,98.24608204,0,9,17,2.001,162.9378958,169.775,0.00E+00,0.6686616948,0.3368725578,1,9,7,-1,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3402,29.50391735,73.87836604,98.24824471,0,9,17,0,166.0085771,167.7281839,0.00E+00,0.6624993642,0.3369543139,0,10,7,0,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3408,29.50391735,73.92145597,98.25172597,0,9,17,0,173.5867556,161.55,0.00E+00,0.5739143722,0.346548754,0,10,7,0,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3414,29.50391735,73.96265636,98.25471522,0,9,17,0,167.2199622,164.025,0.00E+00,0.6143810076,0.3517034342,0,10,7,0,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3420,29.50391735,74.00226447,98.25822387,1,9,17,0,161.18388,167.525,3.41E-04,0.6480450471,0.3241730751,0,9,7,1,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3426,29.51005625,74.03510316,98.26115102,1,9,17,1.049660741,166.575,173.575,3.95E-04,0.6572605045,0.3514918123,1,10,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3432,29.44852357,74.0655046,98.2642212,1,9,17,3.166666667,168.6357143,181.225,3.60E-04,0.6792250039,0.3653119938,1,10,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3438,29.44038495,74.11758205,98.26706197,1,9,17,4.712626667,179.2,181.7,2.09E-01,0.659467292,0.3570658675,1,10,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3444,29.45735682,74.13807118,98.27063216,1,9,17,5.016508889,179.925,179.399839,2.35E-01,0.661262623,0.3823277937,1,10,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3450,29.45879605,74.14108925,98.27381105,1,9,17,5.256583889,181.425,167.225,2.21E-01,0.6344336193,0.3778505901,1,10,7,0,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3456,29.46292084,74.16604538,98.27624912,1,9,17,5.428158333,171.7,167.275,5.58E-01,0.7078384762,0.3405720416,1,10,7,0,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3462,29.46829591,74.19718387,98.27841654,1,9,17,4.838888889,165.2857143,172.325,6.24E-01,0.6920166215,0.3502513633,1,10,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3468,29.47751329,74.21141541,98.28145843,1,9,17,2.35,171.85,171.7,8.00E-01,0.6422958293,0.3279640409,1,10,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3474,29.48591842,74.25104718,98.28442962,1,9,17,1.1,172.525,167.45,8.91E-01,0.6387733138,0.3599707718,1,10,7,0,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3480,29.4964671,74.27407462,98.28771798,0,9,17,0.8,167.75,162.8,0.00E+00,0.6395888399,0.3529787347,1,10,7,-1,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3486,29.50682031,74.28558475,98.29060134,0,9,17,0.9,166.05,158.425,0.00E+00,0.6669354508,0.3357442292,1,10,7,-1,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3492,29.48160843,74.31559206,98.29340878,0,9,17,4.5,159.55,165.75,0.00E+00,0.6525067468,0.3337783631,1,9,7,-1,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3498,29.48067522,74.34969578,98.29479348,1,9,17,4.56024381,162.575,154.425,9.90E-01,0.6051286649,0.3374640282,1,9,7,0,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3504,29.50333254,74.38513916,98.29759031,1,9,17,5.609622857,160.3,168.6,9.90E-01,0.6150157124,0.3402779918,1,9,7,0,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3510,29.48302446,74.40483209,98.30014035,1,9,17,6.501607619,152.1826063,158.3,7.70E-01,0.6396611368,0.3222292276,1,9,7,0,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3516,29.48339587,74.30460972,98.30412121,0,9,17,6.31202963,163.9,145.95,0.00E+00,0.6125512181,0.328274035,1,9,7,-1,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3522,29.48339587,74.31964175,98.30633608,0,9,17,7.22574,149.725,149,0.00E+00,0.6406652311,0.3199522291,1,9,7,-1,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3528,29.54177689,74.33817035,98.30734166,0,9,17,7.725,145.9,157.725,0.00E+00,0.6090387801,0.3063516067,2,8,7,-2,1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3534,29.54164581,74.35977713,98.309941,0,9,17,4.825,156.35,157.325,0.00E+00,0.5704329211,0.3314694784,1,9,7,-1,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3540,29.54151509,74.36060751,98.31285482,1,9,17,3.6,151.2,150.4,3.29E-01,0.6090295446,0.3267774972,1,9,7,0,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3546,29.55632614,74.27852401,98.31437087,1,9,17,2.95,156.625,140.725,3.88E-01,0.5819005723,0.3239236909,1,9,6,0,0,11,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3552,29.46751105,74.29027179,98.3162383,1,8,17,4.746666667,147.8478895,156.45,3.51E-01,0.6794123228,0.332771483,1,9,7,0,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3558,29.46517392,74.28729044,98.31844764,2,8,17,6.812200093,150.141777,173.725,5.40E-01,0.6273142145,0.3107717537,1,9,8,1,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3564,29.46712537,74.28601542,98.32149622,2,8,17,6.850513789,168.95,174.375,3.02E-01,0.6155418945,0.3640419571,1,10,8,1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3570,29.46907845,74.2522925,98.32547559,2,8,17,5.95,173.2,182.425,2.99E-01,0.6762346925,0.3614358516,1,10,8,1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3576,29.47313563,74.28319397,98.32775259,2,8,17,6,176.55,175.575,4.55E-01,0.722342231,0.3629722478,1,10,8,1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3582,29.48174579,74.26145322,98.33130164,2,8,17,6.08368254,179.8678571,196.875,5.73E-01,0.7662780344,0.3827873758,1,10,9,1,-2,8,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3588,29.49284488,74.25571835,98.3309626,2,8,17,2.775,169.2157213,200.3,5.83E-01,0.787462795,0.3972109338,1,10,9,1,-2,8,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3594,29.49900329,74.08801745,98.30736097,2,8,17,1.475,180.8424038,190.5,7.61E-01,0.8044378708,0.4282880958,1,10,8,1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3600,29.50096412,73.93938561,98.31121365,1,8,17,0.5,191.9,177.575,7.05E-01,0.855780306,0.4074434216,1,11,8,0,-3,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3606,29.51132827,73.96121074,98.31289575,1,10,17,0.6,186.475,171.45,6.11E-01,0.6508111625,0.3871676904,1,11,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3612,29.52252112,73.98626511,98.31504056,1,10,17,3.525,174.36912,172.225,9.20E-01,0.6611845361,0.3855836715,1,10,8,0,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3618,29.5217142,74.02837101,98.31684017,2,10,17,3.453711746,170.2408373,162.425,9.70E-01,0.5966580462,0.3625968232,1,10,7,1,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3624,29.47837648,74.05649394,98.31978693,1,10,17,5.956449524,172.5996222,167.6,9.40E-01,0.5921910686,0.3730879797,1,10,7,0,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3630,29.52894298,74.07134112,98.32291243,0,10,17,5.869232593,172.3255594,177.2,0.00E+00,0.5968808779,0.3525538481,1,10,8,-1,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3636,29.52877088,74.03886424,98.31932833,1,10,17,5.708396444,175.6681393,180.3,0.00E+00,0.5711320334,0.3381958431,1,10,8,0,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3642,29.54702993,74.08475963,98.32301728,2,10,17,8.439913257,177.3456817,183.7701664,4.49E-01,0.6184272481,0.3612053676,2,10,8,0,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3648,29.54601233,74.11059459,98.32516004,2,10,17,8.076182222,179.97434,178.925,4.23E-01,0.5436597838,0.3789833753,2,10,8,0,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3654,29.6417185,74.1439661,98.32723253,1,10,17,6.847641888,180.9,174,2.78E-01,0.5870714091,0.3792745177,1,10,8,0,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3660,29.73491814,74.17218841,98.32942525,1,10,17,4.790883642,175.675,168.05,2.49E-01,0.6111734902,0.3695094629,1,10,7,0,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3666,29.73686081,74.19248383,98.33151721,1,10,17,5.230514191,176.975,156.4,2.49E-01,0.6140270055,0.3585082795,1,10,7,0,0,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3672,29.73674445,74.2113367,98.33477324,1,10,17,4.576487358,159.75,162.675,6.31E-01,0.6279291735,0.3566252446,1,9,7,0,1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3678,29.73662856,74.20524099,98.33673226,2,10,17,4.575,158.85,176.025,4.69E-01,0.5666739089,0.3356868458,1,9,8,1,1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3684,29.73167193,74.14911856,98.33984927,2,10,17,4.053333333,167.975,171.2039302,5.35E-01,0.538071684,0.361831548,1,10,8,1,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3690,29.67002339,74.14030449,98.34269428,2,10,17,6.3,174.975,175.5,6.02E-01,0.5987145345,0.3588173778,1,10,8,1,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3696,29.74970016,74.16512565,98.34413216,3,10,17,7.889,172.675,177.35,3.51E-01,0.6002950556,0.3512911917,2,10,8,1,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3702,29.79715952,74.22001145,98.34669275,2,10,17,8.881072,180.45,181.925,2.53E-01,0.5863448578,0.3843410747,2,10,8,0,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3708,29.83614918,74.25859155,98.3493014,2,10,17,11.43831982,178.725,182.325,3.50E-01,0.596213797,0.3849092103,2,10,8,0,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3714,29.87420483,74.30015705,98.35259272,3,10,17,12.79400198,187,168.95,5.59E-01,0.6147821462,0.3809822214,2,11,7,1,-1,10,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3720,29.8839856,74.3267014,98.3552913,3,10,17,11.4037037,176.3,172.9,6.74E-01,0.6378935302,0.3776838498,2,10,8,1,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3726,29.88806727,74.35605136,98.35728931,3,10,17,9.328703704,168.35,182.225,7.50E-01,0.6620553743,0.3504943392,2,10,8,1,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3732,29.92619578,74.3661217,98.36097086,2,10,17,10.90807711,179.325,180.125,8.31E-01,0.6188831714,0.369722948,2,10,8,0,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3738,29.9232886,74.39706379,98.36339898,2,10,17,7.099180765,182.825,176.3,7.78E-01,0.5843318652,0.3701184729,1,10,8,1,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3744,29.8817805,74.43261998,98.3659946,1,10,17,8.12694,175.6335765,172.875,9.00E-01,0.6364831615,0.3737293924,2,10,8,-1,0,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3750,29.90484309,74.43357887,98.36834469,1,9,17,6.349972503,176.0490163,178.45,8.20E-01,0.7051887455,0.3665119106,1,10,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3756,29.92365362,74.42347388,98.37085302,2,9,17,5.925,170.6,185.9107143,7.11E-01,0.650197167,0.3750475537,1,10,8,1,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3762,29.91936871,74.43225432,98.37333035,2,9,17,9.41788,184.5,187.4775846,6.84E-01,0.6997473166,0.3836920072,2,11,8,0,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3768,29.87120964,74.43259064,98.37636093,2,9,17,11.06054337,186.85,179.175,7.17E-01,0.6405354056,0.3906952488,2,11,8,0,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3774,29.99432202,74.42387856,98.38010601,2,9,17,11.71125413,182.5,176.675,5.95E-01,0.6699526918,0.3837332867,2,10,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3780,29.99437617,74.44548772,98.38149236,2,9,17,9.930555556,175.75,178.0790832,8.09E-01,0.6890118742,0.3685515737,2,10,8,0,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3786,29.97803325,74.47649454,98.38367969,2,9,17,12.1960273,176.653327,200.2,6.56E-01,0.7019085985,0.3592563685,2,10,9,0,-1,8,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3792,29.96089215,74.4800815,98.37288814,1,9,17,14.79091241,169.0889473,194.375,8.23E-01,0.6428347336,0.4198479299,2,10,8,-1,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3798,29.99170086,74.29481251,98.30646514,1,9,17,12.07926154,188.207181,182.65,8.23E-01,0.6649891367,0.3906123711,2,11,8,-1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3804,29.99160799,74.26296271,98.30947825,1,9,17,9.089644444,190.275,177.8978725,8.08E-01,0.7039359525,0.3780366261,2,11,8,-1,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3810,29.99347208,74.28286574,98.3120039,1,9,17,8.906577778,179.975,183.075,9.99E-01,0.7180101584,0.3752546318,2,10,8,-1,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3816,29.98641602,74.30970256,98.31412663,1,9,17,8.625,179.125,185.4,1.32E-01,0.7122466213,0.3802358885,2,10,8,-1,-1,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
3822,29.98583903,74.33385983,98.31617517,1,9,17,5.641303704,185.425,172.725,1.57E-01,0.7054822622,0.3872188608,1,11,8,0,-2,9,97,7,,,,,0.65,,,,,,#DIV/0!,#DIV/0!,0.85,,
