-6,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,,,,,,,
822,69.79474779,98.63841185,97.82465192,3,10,14,50.92,127.72,128.8,0.6170087176,4.02E-01,0.2626650015,4,6,6,-1,4,8,98,7,,,,,0.65,,,,,,,,0.7
828,69.50213326,98.65383424,97.83785476,3,10,14,49.12,114.36,114.4,0.5617823078,3.44E-01,0.2305079582,4,5,5,-1,5,9,98,7,,,,,0.65,,,,,,,,0.7
834,69.53929082,98.65998335,97.85738333,2,10,14,49.08,100.4417347,96,0.756618916,3.06E-01,0.2053919087,4,5,5,-2,5,9,98,7,,,,,0.65,,,,,,,,0.7
840,69.7163686,98.6642227,97.86241597,2,10,14,49.56,80.6,74.48,0.8033142422,2.77E-01,0.1537850609,4,4,4,-2,6,10,98,7,,,,,0.65,,,,,,,,0.7
846,69.85457902,98.66502457,97.86445332,2,10,14,47.04,57.88,54.96,0.8667352362,2.23E-01,0.1195593621,3,3,3,-1,7,11,98,7,,,,,0.65,,,,,,,,0.7
852,69.93562365,98.66500691,97.86400668,2,10,14,35.84,38.20096019,34.96,0.5901146972,1.55E-01,0.0843294778,3,2,2,-1,8,12,98,7,,,,,0.65,,,,,,,,0.7
858,69.97580919,98.67061376,97.86470077,2,10,14,24.8,23.16,23.52,0.5568300248,1.14E-01,0.05721449482,2,2,2,0,8,12,98,7,,,,,0.65,,,,,,,,0.7
864,70.11657172,98.67336164,97.87770406,2,9,14,23,19.68,20,0.506254603,8.92E-02,0.04643638682,2,1,1,0,8,13,98,7,,,,,0.65,,,,,,,,0.7
870,70.24942559,98.6775509,97.88550184,3,9,14,27.46934,26.36,29.52,0.4104463495,8.28E-02,0.04850854456,2,2,2,1,7,12,98,7,,,,,0.65,,,,,,,,0.7
876,70.32816462,98.68427021,97.89671179,3,9,14,35.99379111,43.24,47.2,0.3430576413,1.12E-01,0.07192572818,3,2,3,0,7,11,98,7,,,,,0.65,,,,,,,,0.7
882,70.40327763,98.69270592,97.91085237,3,9,14,51.40829,62.28,66.4,0.4524210227,1.45E-01,0.1054673321,4,3,3,-1,6,11,98,7,,,,,0.65,,,,,,,,0.7
888,70.4028721,98.70966558,97.93079137,3,9,14,58.375,85.84,87.44,0.489638339,2.40E-01,0.1793440356,4,4,4,-1,5,10,98,7,,,,,0.65,,,,,,,,0.7
894,70.35099131,98.72058582,97.95569955,3,9,14,63.30599467,102.36,105.24,0.4870223487,2.97E-01,0.2138917752,4,5,5,-1,4,9,98,7,,,,,0.65,,,,,,,,0.7
900,70.20709231,98.71806511,97.97631773,3,9,14,68.36,118.4,121.44,0.4848208259,3.54E-01,0.2464476639,5,6,6,-2,3,8,98,7,,,,,0.65,,,,,,,,0.7
906,70.17372191,98.73159532,97.99702087,3,9,14,69.16,132.92,134.72,0.6881456162,3.59E-01,0.2487371861,5,6,6,-2,3,8,98,7,,,,,0.65,,,,,,,,0.7
912,70.23095829,98.74084732,98.01590679,3,9,14,71.08,135.3186529,141.04,0.7375435235,4.14E-01,0.2859060729,5,6,7,-2,3,7,98,7,,,,,0.65,,,,,,,,0.7
918,70.2330459,98.76009294,98.03784681,3,9,14,70,143,143.68,0.6331272268,4.63E-01,0.3150346939,5,7,7,-2,2,7,98,7,,,,,0.65,,,,,,,,0.7
924,70.14485345,98.77161381,98.06282529,3,8,14,70.96,144.56,145.36,0.612855384,5.17E-01,0.2887132756,5,7,7,-2,1,7,98,7,,,,,0.65,,,,,,,,0.7
930,69.7834771,98.78477925,98.08134141,3,8,14,62.84,143.65,142.92,0.6731935746,5.13E-01,0.2979810777,4,7,7,-1,1,7,98,7,,,,,0.65,,,,,,,,0.7
936,69.41949882,98.79323137,98.09708976,3,8,14,58.84,138.2015617,139.36,0.7197919,4.27E-01,0.2655104586,4,6,7,-1,2,7,98,7,,,,,0.65,,,,,,,,0.7
942,69.10734862,98.80108051,98.11079643,3,8,14,52.52,131.76,131.8,0.6081142663,4.59E-01,0.2575956663,4,6,6,-1,2,8,98,7,,,,,0.65,,,,,,,,0.7
948,68.99314373,98.81392419,98.12443123,3,8,14,47.44,117,120.24,0.6353338069,4.37E-01,0.2387800408,3,6,6,0,2,8,98,7,,,,,0.65,,,,,,,,0.7
954,68.90927197,98.81941102,98.13730016,2,8,14,46.08,103.88,102.64,0.8845535216,4.13E-01,0.195626791,3,5,5,-1,3,9,98,7,,,,,0.65,,,,,,,,0.7
960,68.94286211,98.82290234,98.14239074,2,7,14,45,81.04,82.16,0.814849665,4.16E-01,0.1835230523,3,4,4,-1,3,10,98,7,,,,,0.65,,,,,,,,0.7
966,69.08298829,98.82458236,98.1451744,2,7,14,44.2,64.51813637,63.2,0.6637396538,3.09E-01,0.1332822964,3,3,3,-1,4,11,98,7,,,,,0.65,,,,,,,,0.7
972,69.1884152,98.82515986,98.14484804,2,7,14,35.68,47.24,41.4,0.8139267286,2.22E-01,0.09853211832,3,3,2,-1,4,12,98,7,,,,,0.65,,,,,,,,0.7
978,69.20277475,98.82868932,98.14682362,2,7,14,24.64,26.08,25.04,0.6001330327,1.20E-01,0.0610950332,2,2,2,0,5,12,98,7,,,,,0.65,,,,,,,,0.7
984,69.30123383,98.82990716,98.1534079,2,7,13,22.72,19.68,19.44,0.4478395943,7.56E-02,0.04078702082,2,1,1,0,6,12,98,7,,,,,0.65,,,,,,,,0.7
990,69.43139315,98.83308635,98.15820954,3,7,13,24.2629,24.72061612,24,0.3753355291,9.84E-02,0.0518737593,2,2,2,1,5,11,98,7,,,,,0.65,,,,,,,,0.7
996,69.49868639,98.8372174,98.16639772,3,7,12,30.03573333,36.12,39.28,0.3015501483,9.37E-02,0.05965673726,2,2,2,1,5,10,98,7,,,,,0.65,,,,,,,,0.7
1002,69.55840574,98.84273623,98.1774776,3,7,12,44.70748,52.92,61.52,0.3758384693,1.68E-01,0.1025650425,3,3,3,0,4,9,98,7,,,,,0.65,,,,,,,,0.7
1008,69.60131528,98.85567098,98.19084742,3,7,12,55.313936,78.4,81.48,0.4307827763,2.36E-01,0.1449437486,4,4,4,-1,3,8,98,7,,,,,0.65,,,,,,,,0.7
1014,69.38140311,98.8644461,98.20845244,3,7,12,61.690596,97.76,99.16,0.536926096,3.31E-01,0.1679182018,4,5,5,-1,2,7,98,7,,,,,0.65,,,,,,,,0.7
1020,69.21867661,98.86642469,98.22523215,3,7,12,68.24,114.1169669,118.72,0.5633602432,4.43E-01,0.2490565342,5,5,6,-2,2,6,98,7,,,,,0.65,,,,,,,,0.7
1026,69.11302953,98.87259607,98.24031894,3,7,12,69.88,125.04,129.1189761,0.7578741622,5.46E-01,0.2530080636,5,6,6,-2,1,6,98,7,,,,,0.65,,,,,,,,0.7
1032,68.9301273,98.87197448,98.25589717,3,6,12,70.44,131.16,138.24,0.8036505822,5.20E-01,0.321607491,5,6,6,-2,0,6,98,7,,,,,0.65,,,,,,,,0.7
1038,68.94082467,98.88354694,98.27238756,3,6,10,69.68,138.64,143.28,0.7259063005,5.15E-01,0.3431836351,5,6,7,-2,0,3,98,7,,,,,0.65,,,,,,,,0.7
1044,68.94097696,98.89231751,98.2903474,3,6,10,68.96,140.0037254,144.08,0.7688972757,7.07E-01,0.3568156418,5,7,7,-2,-1,3,98,7,,,,,0.65,,,,,,,,0.7
1050,68.66093351,98.88628101,98.30717255,3,6,10,64.64,139.36,144.9612449,0.6821518184,6.97E-01,0.3576622552,5,7,7,-2,-1,3,98,7,,,,,0.65,,,,,,,,0.7
1056,68.57228844,98.89370128,98.31838976,3,6,10,59.96,138.16,141,0.6667845152,6.34E-01,0.3226640804,4,6,7,-1,0,3,98,7,,,,,0.65,,,,,,,,0.7
1062,68.33895973,98.90017905,98.33124031,3,6,10,54.32,132.76,134.12,0.7653498268,6.24E-01,0.3336369503,4,6,6,-1,0,4,98,7,,,,,0.65,,,,,,,,0.7
1068,68.30086749,98.91145284,98.34125119,3,6,10,46.44,121.3243395,124.96,0.5784678627,5.61E-01,0.3335391675,3,6,6,0,0,4,98,7,,,,,0.65,,,,,,,,0.7
1074,68.22085187,98.91605686,98.35188057,2,6,10,42.6,105.1588101,111.08,0.5826726442,5.67E-01,0.2839733799,3,5,5,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
1080,68.16284681,98.91901527,98.35713363,2,6,10,42.04,86.64,88.88,0.803677615,3.89E-01,0.2445023473,3,4,4,-1,2,6,98,7,,,,,0.65,,,,,,,,0.7
1086,68.28535969,98.91825472,98.36053741,2,21,10,43.6,71.00245223,71.8,0.7324686829,4.04E-01,0.199252534,3,4,4,-1,17,6,98,7,,,,,0.65,,,,,,,,0.7
1092,68.42108626,98.9195156,98.36094156,2,21,10,37.84,53.57370311,48,0.76217203,3.40E-01,0.1594755707,3,3,3,-1,18,7,98,7,,,,,0.65,,,,,,,,0.7
1098,68.42492667,98.92208434,98.36181601,2,21,10,27.64,29.78390292,30.52,0.4316029055,3.31E-01,0.1031806215,2,2,2,0,19,8,98,7,,,,,0.65,,,,,,,,0.7
1104,68.49271274,98.92286243,98.3664778,2,21,10,24.28,18.0077547,21.08,0.4796269796,1.63E-01,0.0666917984,2,1,1,0,20,9,98,7,,,,,0.65,,,,,,,,0.7
1110,68.61459977,98.92526437,98.36944287,3,21,10,23.65796667,21.80459067,22.64,0.3400173166,8.39E-02,0.05832038788,2,1,1,1,20,9,98,7,,,,,0.65,,,,,,,,0.7
1116,68.6676692,98.92905718,98.37499573,3,21,10,27.13517333,32.54634933,32.64,0.3105300085,8.46E-02,0.07477435054,2,2,2,1,19,8,98,7,,,,,0.65,,,,,,,,0.7
1122,68.82978377,98.93366676,98.38256671,3,21,9,41.3198,48.77388133,52.88,0.309260633,1.07E-01,0.1093726453,3,3,3,0,18,6,98,7,,,,,0.65,,,,,,,,0.7
1128,68.77310134,98.94293087,98.39219009,3,21,9,54.189364,71.76,72.28,0.2627134655,1.19E-01,0.1543921287,4,4,4,-1,17,5,98,7,,,,,0.65,,,,,,,,0.7
1134,68.76251267,98.95031006,98.40642151,3,21,9,60.516156,92.24,92.68,0.548419642,1.52E-01,0.1944354405,4,4,5,-1,17,4,98,7,,,,,0.65,,,,,,,,0.7
1140,68.74965708,98.95869021,98.41958452,3,21,9,67.72,111.96,113.4,0.61929629,1.85E-01,0.2807835295,5,5,5,-2,16,4,98,7,,,,,0.65,,,,,,,,0.7
1146,68.62959492,98.96673831,98.43093207,3,21,9,69.28,125.64,125.48,0.680491418,1.80E-01,0.3178735508,5,6,6,-2,15,3,98,7,,,,,0.65,,,,,,,,0.7
1152,68.28719158,98.97445972,98.44400647,3,21,9,69.36,134.32,136.64,0.7159430324,2.24E-01,0.3477864811,5,6,6,-2,15,3,98,7,,,,,0.65,,,,,,,,0.7
1158,68.20532274,98.98587311,98.45655062,3,21,8,69.68,140.52,141.4,0.6954064158,2.29E-01,0.4208123761,5,7,7,-2,14,1,98,7,,,,,0.65,,,,,,,,0.7
1164,68.18441193,98.99396894,98.47105029,3,21,8,67.28,145.32,144.24,0.6564804189,2.35E-01,0.463440147,5,7,7,-2,14,1,98,7,,,,,0.65,,,,,,,,0.7
1170,68.11119933,99.00185701,98.48429377,3,21,8,62.72,144.56,144,0.8379257051,2.35E-01,0.4667668876,4,7,7,-1,14,1,98,7,,,,,0.65,,,,,,,,0.7
1176,68.02950044,99.00901613,98.49422259,3,21,8,58,142.64,142.68,0.7675190024,2.07E-01,0.4279796428,4,7,7,-1,14,1,98,7,,,,,0.65,,,,,,,,0.7
1182,67.81510277,99.01531918,98.50386216,3,21,8,51.6,138.64,136.04,0.585982325,2.08E-01,0.3467057614,4,6,6,-1,15,2,98,7,,,,,0.65,,,,,,,,0.7
1188,67.79767091,99.02362688,98.51295113,3,21,8,43.6,128.2,127.68,0.5038714538,2.05E-01,0.3955473792,3,6,6,0,15,2,98,7,,,,,0.65,,,,,,,,0.7
1194,67.71394242,99.02793542,98.52230799,3,20,8,43.04,114.68,115.96,0.5209368599,1.92E-01,0.3636250764,3,5,6,0,15,2,98,7,,,,,0.65,,,,,,,,0.7
1200,67.70254089,99.03078428,98.52733733,2,20,8,44.72,95.2,94.84,0.767385858,1.70E-01,0.3412304381,3,5,5,-1,15,3,98,7,,,,,0.65,,,,,,,,0.7
1206,67.82191006,99.03286889,98.53028844,2,20,8,46.16,77.48,77.12,0.7443117421,1.33E-01,0.2706553077,3,4,4,-1,16,4,98,7,,,,,0.65,,,,,,,,0.7
1212,67.97941242,99.03384268,98.53158012,2,20,8,42.48,58,56.36,0.7956910843,9.72E-02,0.2073050463,3,3,3,-1,17,5,98,7,,,,,0.65,,,,,,,,0.7
1218,67.99457371,99.0363563,98.53216691,2,20,8,33.12,37.88,37.08,0.5802359778,7.41E-02,0.1612416467,3,2,2,-1,18,6,98,7,,,,,0.65,,,,,,,,0.7
1224,68.02845847,99.03623359,98.53528114,2,20,8,25.72,23.28,22.88,0.595253318,4.68E-02,0.09878972566,2,2,1,0,18,7,98,7,,,,,0.65,,,,,,,,0.7
1230,68.1235683,99.03719801,98.53691962,3,20,8,23.12,20.84,20.4,0.3359036825,3.56E-02,0.07555701124,2,1,1,1,19,7,98,7,,,,,0.65,,,,,,,,0.7
1236,68.16470824,99.03981175,98.54117388,3,20,8,24.57648,27.56,28.88,0.3173179665,3.43E-02,0.05949858069,2,2,2,1,18,6,98,7,,,,,0.65,,,,,,,,0.7
1242,68.20483882,99.04339877,98.54668344,3,20,8,34.22648,45.52,46.36,0.3087267355,5.98E-02,0.1243770521,3,2,3,0,18,5,98,7,,,,,0.65,,,,,,,,0.7
1248,68.23073857,99.05092249,98.55630151,3,20,7,48.58645067,67.16,66.68,0.2414942357,7.81E-02,0.2096825143,4,3,3,-1,17,4,98,7,,,,,0.65,,,,,,,,0.7
1254,68.22131893,99.05585982,98.56398274,3,20,7,54.13379168,85.36,84.56,0.4954613853,9.64E-02,0.2504626695,4,4,4,-1,16,3,98,7,,,,,0.65,,,,,,,,0.7
1260,68.19374256,99.0624323,98.57454175,3,20,7,61.24,107.84,105.6,0.5883304015,1.51E-01,0.3127176862,4,5,5,-1,15,2,98,7,,,,,0.65,,,,,,,,0.7
1266,68.14673571,99.06885298,98.57393397,3,19,7,64.96,121.96,121,0.6330569147,1.98E-01,0.4053539954,5,6,6,-2,13,1,98,7,,,,,0.65,,,,,,,,0.7
1272,68.1835939,99.07519874,98.57329336,3,19,7,65.6,132.16,131.2,0.6662822593,2.33E-01,0.4487178777,5,6,6,-2,13,1,98,7,,,,,0.65,,,,,,,,0.7
1278,68.19451829,99.0844145,98.55638987,3,19,7,65.16260191,139.72,134.84,0.464921818,2.18E-01,0.5400074935,5,7,6,-2,12,1,98,7,,,,,0.65,,,,,,,,0.7
1284,68.17250319,99.09096116,98.56575045,3,19,6,64.88,144,139.4,0.7076292034,2.30E-01,0.5577651277,5,7,7,-2,12,-1,98,7,,,,,0.65,,,,,,,,0.7
1290,67.97414186,99.09750324,98.57758098,3,19,6,64.6,144.44,140.56,0.6499101644,2.41E-01,0.6156000219,5,7,7,-2,12,-1,98,7,,,,,0.65,,,,,,,,0.7
1296,67.78682836,99.1031275,98.58697768,3,19,6,56.44,142.28,140.12,0.5397884731,2.39E-01,0.5470010317,4,7,7,-1,12,-1,98,7,,,,,0.65,,,,,,,,0.7
1302,67.56542853,99.10875981,98.59511117,3,19,6,53.36,140.6,137.32,0.742464375,2.26E-01,0.5888487715,4,7,6,-1,12,0,98,7,,,,,0.65,,,,,,,,0.7
1308,67.52565293,99.11585145,98.60479748,3,19,6,50.28,131.4,128.76,0.6434420204,2.03E-01,0.5758955443,4,6,6,-1,13,0,98,7,,,,,0.65,,,,,,,,0.7
1314,67.45494212,99.1196714,98.61055181,3,19,6,46.04,120.04,119.56,0.643875565,1.94E-01,0.493067418,3,6,6,0,13,0,98,7,,,,,0.65,,,,,,,,0.7
1320,67.41591829,99.12232827,98.61585586,2,19,6,45.64,101.36,100.52,0.7497420227,1.71E-01,0.4548661965,3,5,5,-1,14,1,98,7,,,,,0.65,,,,,,,,0.7
1326,67.4762716,99.12434214,98.61894136,2,18,6,45.12,83.68,82.16,0.7933758607,1.55E-01,0.3570865614,3,4,4,-1,14,2,98,7,,,,,0.65,,,,,,,,0.7
1332,67.57163329,99.12508245,98.62064077,2,18,6,42.92,64.24,63.2,0.7728976042,1.19E-01,0.3039141137,3,3,3,-1,15,3,98,7,,,,,0.65,,,,,,,,0.7
1338,67.60880562,99.12751744,98.62321081,2,18,6,33.72,42.16,42.44,0.7728976042,7.72E-02,0.2280282734,3,2,2,-1,16,4,98,7,,,,,0.65,,,,,,,,0.7
1344,67.6227338,99.12735537,98.62359865,2,18,6,26.32,26.36,28.28,0.5172891216,5.91E-02,0.1424326501,2,2,2,0,16,4,98,7,,,,,0.65,,,,,,,,0.7
1350,67.68135487,99.1278754,98.62442086,2,18,6,22.88614667,20.28,19.88,0.4101700948,3.82E-02,0.1162288741,2,1,1,0,17,5,98,7,,,,,0.65,,,,,,,,0.7
1356,67.86332755,99.12982857,98.62774121,3,18,6,24.414,24.32,25,0.349615917,3.02E-02,0.08869375159,2,2,2,1,16,4,98,7,,,,,0.65,,,,,,,,0.7
1362,68.0084077,99.1323652,98.63229753,3,18,6,33.55216333,41.36,40.2,0.2225318093,5.19E-02,0.1308253295,3,2,2,0,16,4,98,7,,,,,0.65,,,,,,,,0.7
1368,67.97534841,99.13833913,98.63901956,3,18,6,50.325232,60.64,56.96,0.1871080738,6.61E-02,0.1731602585,4,3,3,-1,15,3,98,7,,,,,0.65,,,,,,,,0.7
1374,67.96080282,99.14254853,98.64512435,3,18,6,56.54457867,81.19956803,75.2,0.5237427003,1.14E-01,0.2994454689,4,4,4,-1,14,2,98,7,,,,,0.65,,,,,,,,0.7
1380,67.95172875,99.14749408,98.65431636,3,18,5,62,102.16,99.36,0.573573967,1.44E-01,0.3704707895,4,5,5,-1,13,0,98,7,,,,,0.65,,,,,,,,0.7
1386,67.88134907,99.15240876,98.66079901,3,18,5,64,116.36,114.24,0.5155034768,1.63E-01,0.4239545319,5,6,5,-2,12,0,98,7,,,,,0.65,,,,,,,,0.7
1392,67.74220523,99.16073554,98.54716174,3,18,5,65.56,131.76,120.44,0.64843417,2.18E-01,0.5907900264,5,6,6,-2,12,-1,98,7,,,,,0.65,,,,,,,,0.7
1398,67.57317492,99.16577286,98.45363412,3,17,5,67.92,138.2006369,117.2,0.5738083923,2.27E-01,0.6478363647,5,6,6,-2,11,-1,98,7,,,,,0.65,,,,,,,,0.7
1404,67.3997201,99.17095513,98.35180554,3,17,5,67.64,142.8,112.96,0.7714786116,2.48E-01,0.7005543253,5,7,5,-2,10,0,98,7,,,,,0.65,,,,,,,,0.7
1410,67.2437776,99.1766373,98.25414991,3,17,5,65.4,145.36,100.4,0.7166808256,2.91E-01,0.5384615245,5,7,5,-2,10,0,98,7,,,,,0.65,,,,,,,,0.7
1416,66.94948772,99.18141706,98.16574442,3,17,5,61.4,144.6,96.56,0.8506926873,2.75E-01,0.6986173946,4,7,5,-1,10,0,98,7,,,,,0.65,,,,,,,,0.7
1422,66.91509672,99.18822354,97.99094404,3,17,4,56.56,140.2,96.96,0.7531458253,2.82E-01,0.6169787888,4,7,5,-1,10,-1,98,7,,,,,0.65,,,,,,,,0.7
1428,66.88604868,99.19211157,97.99421063,3,17,4,46.28,132.88,97.32,0.7558453543,2.25E-01,0.5974149157,3,6,5,0,11,-1,98,7,,,,,0.65,,,,,,,,0.7
1434,66.80261051,99.19552368,97.99165992,3,17,4,43.68,123.04,98.08,0.6257142676,2.18E-01,0.6482297962,3,6,5,0,11,-1,98,7,,,,,0.65,,,,,,,,0.7
1440,66.75189959,99.19782902,97.99728547,2,17,4,43.36,104.48,91.32,0.775024061,2.06E-01,0.6360680647,3,5,4,-1,12,0,98,7,,,,,0.65,,,,,,,,0.7
1446,66.76851212,99.19977206,98.00246558,2,17,4,43.24,90.44,81.72,0.6151082573,1.68E-01,0.4404756028,3,4,4,-1,13,0,98,7,,,,,0.65,,,,,,,,0.7
1452,66.89241995,99.20240033,98.00765008,2,17,8,44.4,66.48,64.56152667,0.7657679785,1.48E-01,0.4193878273,3,3,3,-1,14,5,98,7,,,,,0.65,,,,,,,,0.7
1458,66.93627038,99.20284184,98.00914761,2,17,8,39.08,47.36,48.98301778,0.6402186665,1.16E-01,0.3553616251,3,3,3,-1,14,5,98,7,,,,,0.65,,,,,,,,0.7
1464,66.94398843,99.2025472,98.008963,2,16,8,30.08,29.52,30.523812,0.6840533713,7.50E-02,0.2842767215,2,2,2,0,14,6,98,7,,,,,0.65,,,,,,,,0.7
1470,66.98098909,99.20271207,98.01021573,2,16,8,24.60122,19.28,20.027904,0.4811350336,6.14E-02,0.115034196,2,1,1,0,15,7,98,7,,,,,0.65,,,,,,,,0.7
1476,67.12277292,99.20406225,98.01367156,3,16,8,23.02008667,20.84,21.4,0.344844198,3.04E-02,0.1035321937,2,1,1,1,15,7,98,7,,,,,0.65,,,,,,,,0.7
1482,67.2964936,99.2079353,98.02087258,3,16,8,32.19927333,35.32,31.56,0.3302600137,5.37E-02,0.1189651785,3,2,2,0,14,6,98,7,,,,,0.65,,,,,,,,0.7
1488,67.36534148,99.21078504,98.02891977,3,16,8,45.08716,55.12,51.84128533,0.2565882927,7.17E-02,0.1593871377,3,3,3,0,13,5,98,7,,,,,0.65,,,,,,,,0.7
1494,67.30215599,99.21411226,98.03731186,3,16,8,56.011896,75.6,72,0.4000226683,1.08E-01,0.2425564356,4,4,4,-1,12,4,98,7,,,,,0.65,,,,,,,,0.7
1500,67.28989818,99.21813396,98.04819598,3,16,8,63.24,96.44,93.08,0.5787286021,1.32E-01,0.3125424705,5,5,5,-2,11,3,98,7,,,,,0.65,,,,,,,,0.7
1506,67.36121395,99.22212783,98.05955855,3,16,8,66.6,110.88,110.6,0.583184784,1.59E-01,0.3115658116,5,5,5,-2,11,3,98,7,,,,,0.65,,,,,,,,0.7
1512,67.39610293,99.22895357,98.07094856,3,16,8,69.36,127.12,124.68,0.68820983,2.18E-01,0.426113632,5,6,6,-2,10,2,98,7,,,,,0.65,,,,,,,,0.7
1518,67.37678745,99.23343628,98.04523622,3,16,8,68.9,136.16,133.36,0.5799231616,2.28E-01,0.4735205669,5,6,6,-2,10,2,98,7,,,,,0.65,,,,,,,,0.7
1524,67.30827601,99.23799483,98.05651671,3,16,8,68,143.4,138.4,0.7055037659,2.42E-01,0.4747238947,5,7,7,-2,9,1,98,7,,,,,0.65,,,,,,,,0.7
1530,67.23234887,99.24260588,98.06826473,3,16,8,66.08,145.76,142.4,0.6978258016,2.74E-01,0.4694097924,5,7,7,-2,9,1,98,7,,,,,0.65,,,,,,,,0.7
1536,66.92137978,99.24646493,98.07964914,3,15,8,60.12,145.4379124,141.88,0.6882484728,2.58E-01,0.4365649751,4,7,7,-1,8,1,98,7,,,,,0.65,,,,,,,,0.7
1542,66.75158563,99.25256764,98.09220628,3,15,8,57.84,141.08,140.52,0.7477385559,2.52E-01,0.5453444633,4,7,7,-1,8,1,98,7,,,,,0.65,,,,,,,,0.7
1548,66.7313547,99.2558693,98.10306229,3,15,8,49.68,135.08,135.52,0.5752017195,2.66E-01,0.4253733866,4,6,6,-1,9,2,98,7,,,,,0.65,,,,,,,,0.7
1554,66.67099037,99.25890988,98.11119724,3,15,8,47.44,125.44,126.68,0.7039749645,2.70E-01,0.4273987169,4,6,6,-1,9,2,98,7,,,,,0.65,,,,,,,,0.7
1560,66.61637072,99.26114925,98.11779648,2,15,8,46.56,109.7615123,112.44,0.7756247789,2.35E-01,0.4094463401,3,5,5,-1,10,3,98,7,,,,,0.65,,,,,,,,0.7
1566,66.53149712,99.26289836,98.12266184,2,15,8,45.16,95.72,97,0.7107019219,1.71E-01,0.3301852557,3,5,5,-1,10,3,98,7,,,,,0.65,,,,,,,,0.7
1572,66.63390683,99.26547842,98.12736595,2,15,8,43.8,72.84,76.6,0.8700409453,1.57E-01,0.3085643935,3,4,4,-1,11,4,98,7,,,,,0.65,,,,,,,,0.7
1578,66.69633398,99.26588066,98.13020258,2,15,8,39.48,53.36,56.72,0.7923839911,1.23E-01,0.2063222567,3,3,3,-1,12,5,98,7,,,,,0.65,,,,,,,,0.7
1584,66.71459945,99.26539629,98.13028259,2,15,8,32.04,31.84,37.56,0.6581153924,8.17E-02,0.158394454,3,2,2,-1,13,6,98,7,,,,,0.65,,,,,,,,0.7
1590,66.73159323,99.26567213,98.12990752,2,15,8,25.23961667,21.64,22.4,0.6127924528,6.01E-02,0.09626201866,2,1,1,0,14,7,98,7,,,,,0.65,,,,,,,,0.7
1596,66.84917645,99.26675511,98.13250147,3,15,8,23.18633778,20.84,21.04,0.3491250582,3.93E-02,0.06465617,2,1,1,1,14,7,98,7,,,,,0.65,,,,,,,,0.7
1602,67.01009126,99.26975461,98.13869884,3,14,8,30.255415,29.68,29.84,0.3400593666,5.13E-02,0.05919838462,2,2,2,1,12,6,98,7,,,,,0.65,,,,,,,,0.7
1608,67.12628372,99.27188649,98.14450757,3,14,8,41.44890933,48,44.32,0.1852252592,8.33E-02,0.1253500371,3,3,2,0,11,6,98,7,,,,,0.65,,,,,,,,0.7
1614,67.03419488,99.27492018,98.1516509,3,14,8,53.32072267,74.48,65.56,0.3500706773,1.08E-01,0.1812079857,4,4,3,-1,10,5,98,7,,,,,0.65,,,,,,,,0.7
1620,67.02714052,99.27800931,98.16056721,3,14,7,60.94702933,91.56,88.48,0.5022887397,1.51E-01,0.25274085,4,4,4,-1,10,3,98,7,,,,,0.65,,,,,,,,0.7
1626,67.07286165,99.28123074,98.16988131,3,14,7,61.96,106.2,105.6,0.6243010137,1.71E-01,0.3683096724,4,5,5,-1,9,2,98,7,,,,,0.65,,,,,,,,0.7
1632,67.09554861,99.28712627,98.1824546,3,14,7,62.92,123.52,122.8,0.5782063915,2.39E-01,0.4655052326,4,6,6,-1,8,1,98,7,,,,,0.65,,,,,,,,0.7
1638,67.09927801,99.29069528,98.19148893,3,14,7,64.64,132.88,130,0.4828119181,2.66E-01,0.4583695784,5,6,6,-2,8,1,98,7,,,,,0.65,,,,,,,,0.7
1644,67.02388478,99.29491816,98.19885732,3,14,7,63.84,141.56,139.09,0.6968481175,3.01E-01,0.4208598082,5,7,7,-2,7,0,98,7,,,,,0.65,,,,,,,,0.7
1650,66.97886259,99.2986418,98.17193516,3,13,7,62.24,144.56,137.72,0.7028914577,3.00E-01,0.4955167455,4,7,6,-1,6,1,98,7,,,,,0.65,,,,,,,,0.7
1656,66.8547636,99.30204493,98.18198982,3,13,7,59.24,145,139.2,0.610792416,2.78E-01,0.5340972049,4,7,7,-1,6,0,98,7,,,,,0.65,,,,,,,,0.7
1662,66.82016436,99.30740967,98.15162982,3,13,6,53.72,143.24,135.92,0.6310459171,3.13E-01,0.5245763786,4,7,6,-1,6,0,98,7,,,,,0.65,,,,,,,,0.7
1668,66.76973855,99.3104557,98.15301561,3,13,6,51,137.36,131.08,0.4367263315,2.97E-01,0.5215919268,4,6,6,-1,7,0,98,7,,,,,0.65,,,,,,,,0.7
1674,66.74122025,99.31333336,98.1609404,3,13,6,45.12,129,124,0.6058506012,2.72E-01,0.5804073587,3,6,6,0,7,0,98,7,,,,,0.65,,,,,,,,0.7
1680,66.68914175,99.31534741,98.16801148,2,13,6,44.72,115.72,113.8377539,0.6978704108,2.58E-01,0.4990592127,3,5,5,-1,8,1,98,7,,,,,0.65,,,,,,,,0.7
