-6,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,HPAFastCPU60,DM98CPU60RT500,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,,,,,,,
2292,66.99671973,99.16603824,98.36865554,2,7,6,44.76,100.2809508,112.92,0.8003132829,5.59E-01,0.4242639609,3,5,5,-1,2,1,98,7,,,,,0.65,,,,,,,,0.7
2298,66.98542678,99.16708815,98.37153474,2,7,6,45.2,84.47333333,97.92,0.7675129383,3.88E-01,0.4054272911,3,4,5,-1,3,1,98,7,,,,,0.65,,,,,,,,0.7
2304,67.06313752,99.16771431,98.3737845,2,7,6,46.32,68.810815,75.8,0.5915791043,4.04E-01,0.3438808242,3,3,4,-1,4,2,98,7,,,,,0.65,,,,,,,,0.7
2310,67.13719387,99.16794826,98.37463107,2,7,6,40.2,51.05982133,55.96,0.7453030278,2.52E-01,0.266082047,3,3,3,-1,4,3,98,7,,,,,0.65,,,,,,,,0.7
2316,67.13457105,99.16893348,98.37565341,3,7,6,29.92588333,28.89544533,35.8,0.515155147,1.85E-01,0.1955487566,2,2,2,1,5,4,98,7,,,,,0.65,,,,,,,,0.7
2322,67.1607348,99.16929115,98.37613436,3,7,6,24.18694222,20.48,23,0.4020844882,1.50E-01,0.1361411268,2,1,1,1,6,5,98,7,,,,,0.65,,,,,,,,0.7
2328,67.23468393,99.17008129,98.37713526,3,7,6,23.405848,23.24,19.48,0.3804709796,8.13E-02,0.08317532104,2,1,1,1,6,5,98,7,,,,,0.65,,,,,,,,0.7
2334,67.31587198,99.17140669,98.37988884,3,7,6,29.12294933,35.64,28.08,0.1941539737,8.13E-02,0.07784298495,2,2,2,1,5,4,98,7,,,,,0.65,,,,,,,,0.7
2340,67.37626837,99.17301065,98.38316576,3,7,6,40.85269067,52.36,44.6,0.3573246725,1.94E-01,0.1393090125,3,3,2,0,4,4,98,7,,,,,0.65,,,,,,,,0.7
2346,67.38714648,99.17678868,98.38850659,3,7,6,54.828632,76.76,65.64,0.3309026123,2.47E-01,0.2350694898,4,4,3,-1,3,3,98,7,,,,,0.65,,,,,,,,0.7
2352,67.39745983,99.17962185,98.39230542,3,7,5,61.8,97.4,86.2,0.5269213124,3.29E-01,0.3189606208,4,5,4,-1,2,1,98,7,,,,,0.65,,,,,,,,0.7
2358,67.34189204,99.18234869,98.39647032,3,7,5,61.48,113.24,102.64,0.4564939594,4.14E-01,0.5413439553,4,5,5,-1,2,0,98,7,,,,,0.65,,,,,,,,0.7
2364,67.32469194,99.18429949,98.35397326,3,7,5,62.32,126.24,112.8,0.5882291174,4.45E-01,0.5083998849,4,6,5,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
2370,67.30819309,99.18643438,98.30264957,3,7,5,65.6,133.68,113.28,0.6702459456,5.27E-01,0.5185371232,5,6,5,-2,1,0,98,7,,,,,0.65,,,,,,,,0.7
2376,67.08631027,99.18735077,98.2542937,3,7,5,61.48,141.32,110.88,0.5151148664,5.59E-01,0.6209777217,4,7,5,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
2382,66.94478193,99.18376006,98.20028773,3,7,5,59.6,140,101.48,0.6564596031,5.59E-01,0.6392894785,4,7,5,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
2388,66.85262829,99.18552874,98.15140458,3,7,4,53.52,139.2,95.24,0.6556674542,6.09E-01,0.7395562024,4,6,5,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.7
2394,66.81993223,99.18323024,98.04767989,3,7,4,49.44,136.52,93,0.559333823,5.21E-01,0.647287198,4,6,5,-1,1,-1,98,7,,,,,0.65,,,,,,,,0.7
2400,66.71641357,99.18534212,97.99734751,3,7,4,48.16,131.92,90,0.5985948347,6.26E-01,0.7076183667,4,6,4,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
2406,66.6893942,99.1884258,97.99607901,2,6,4,47.04,120.76,90.28,0.808716848,5.40E-01,0.5137655416,4,6,4,-2,0,0,98,7,,,,,0.65,,,,,,,,0.7
2412,66.65408944,99.1900298,98.00032148,2,6,6,45.24,108,89.56367667,0.9195336052,5.43E-01,0.4268914197,3,5,4,-1,1,2,98,7,,,,,0.65,,,,,,,,0.7
2418,66.61807458,99.19112587,98.00417064,2,6,6,44.28,92.96,86.06976,0.7713451402,5.01E-01,0.5230677523,3,4,4,-1,2,2,98,7,,,,,0.65,,,,,,,,0.7
2424,66.65740405,99.1920076,98.0081223,2,6,6,44.68,73.68,76.39188333,0.6281502557,3.79E-01,0.4659162774,3,4,4,-1,2,2,98,7,,,,,0.65,,,,,,,,0.7
2430,66.74607083,99.19216578,98.00922609,2,6,6,42.56,55.24,60.39602933,0.7563040735,2.87E-01,0.4030017518,3,3,3,-1,3,3,98,7,,,,,0.65,,,,,,,,0.7
2436,66.75616036,99.1931592,98.01021623,3,6,6,32.64569333,32.84,39.51385333,0.6105341795,1.99E-01,0.2727653073,3,2,2,0,4,4,98,7,,,,,0.65,,,,,,,,0.7
2442,66.76742613,99.1932932,98.01046727,3,6,6,25.76964444,21.96,27.76,0.4190121688,1.25E-01,0.1430234749,2,1,2,1,5,4,98,7,,,,,0.65,,,,,,,,0.7
2448,66.80938234,99.19386572,98.01146816,3,6,6,21.87381,21,19.8,0.2756915252,1.20E-01,0.09806656293,2,1,1,1,5,5,98,7,,,,,0.65,,,,,,,,0.7
2454,66.90412767,99.19493646,98.01506286,3,6,6,26.24405333,28.36,25.36,0.2705598524,9.61E-02,0.08687751037,2,2,2,1,4,4,98,7,,,,,0.65,,,,,,,,0.7
2460,66.98284717,99.19631292,98.01840019,3,6,6,38.11681333,46.56,40.08,0.3135404842,1.95E-01,0.1502222784,3,2,2,0,4,4,98,7,,,,,0.65,,,,,,,,0.7
2466,67.03863164,99.19965818,98.02374701,3,5,6,55.71261333,70.48,59.6,0.3021975717,2.64E-01,0.2186261993,4,4,3,-1,1,3,98,7,,,,,0.65,,,,,,,,0.7
2472,67.05292958,99.19602212,98.02878251,3,5,6,64.68,89.4,77.56,0.5560928711,4.57E-01,0.2378634489,5,4,4,-2,1,2,98,7,,,,,0.65,,,,,,,,0.7
2478,67.03674407,99.14425056,98.03560323,3,5,6,66.92,98.2,98.8,0.5290825026,4.35E-01,0.3941958454,5,5,5,-2,0,1,98,7,,,,,0.65,,,,,,,,0.7
2484,66.98761042,99.09709357,98.02049129,3,5,6,66.84,100,113.84,0.4828753583,3.92E-01,0.4910339344,5,5,5,-2,0,1,98,7,,,,,0.65,,,,,,,,0.7
2490,66.98216696,99.04898641,98.0108911,3,5,6,64.84,97.87913614,124.12,0.725066411,5.58E-01,0.5417775619,5,5,6,-2,0,0,98,7,,,,,0.65,,,,,,,,0.7
2496,66.79594486,99.00019694,98.0178671,3,5,6,61.76,91.4,131.4,0.7141135803,5.26E-01,0.6145374983,4,4,6,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
2502,66.73413128,98.89604279,98.01405964,3,5,6,59.28,88.76,134.4,0.8027455612,4.89E-01,0.5824544668,4,4,6,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
2508,66.71074611,98.85143603,97.99105584,3,5,6,57.24,89.84,136,0.6368955141,6.53E-01,0.653221305,4,4,6,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
2514,66.6810797,98.79771039,97.98546518,3,4,6,51.36,87.68,134.04,0.3448630521,6.15E-01,0.6303462337,4,4,6,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
2520,66.57016005,98.75143881,97.9887074,3,4,6,49.72,88.16,129.96,0.6176958625,6.84E-01,0.5739154093,4,4,6,-1,0,0,98,7,,,,,0.65,,,,,,,,0.7
2526,66.54642941,98.7547572,97.98470929,2,4,8,47.64,91.92,124.7424733,0.8980415812,6.96E-01,0.5086391717,4,4,6,-2,0,2,98,7,,,,,0.65,,,,,,,,0.7
2532,66.51426673,98.75856849,97.98751982,2,4,8,46.2,90.92,118.3837467,0.8806772851,6.58E-01,0.4746837299,3,4,6,-1,0,2,98,7,,,,,0.65,,,,,,,,0.7
2538,66.48248612,98.76067345,97.99493678,2,4,8,46.68,89.04,100.9769333,0.7054950108,5.18E-01,0.4899623058,3,4,5,-1,0,3,98,7,,,,,0.65,,,,,,,,0.7
2544,66.47682449,98.76203476,97.99750306,2,4,8,45.68,80.36,85.569312,0.814115638,5.38E-01,0.4046785489,3,4,4,-1,0,4,98,7,,,,,0.65,,,,,,,,0.7
2550,66.57281974,98.76279216,97.99861278,2,4,8,44.2,60.64,66.305152,0.7850607173,4.17E-01,0.3203626199,3,3,3,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
2556,66.60033745,98.76281238,97.99955599,3,6,11,37.08673333,39.12,49.32083,0.6229057552,3.26E-01,0.2555357629,3,2,3,0,4,8,98,7,,,,,0.65,,,,,,,,0.7
2562,66.60539816,98.76377888,97.99906056,3,6,11,28.37157333,23.83453333,31.57101611,0.3851587529,2.58E-01,0.1961680639,2,2,2,1,4,9,98,7,,,,,0.65,,,,,,,,0.7
2568,66.63501139,98.76474726,98.00232239,3,6,11,23.31554167,19.502578,20.25877733,0.3941345083,1.87E-01,0.1594747149,2,1,1,1,5,10,98,7,,,,,0.65,,,,,,,,0.7
2574,66.6931702,98.76638261,98.00411299,3,6,11,22.277784,24.91918933,21.27712,0.3239730436,1.53E-01,0.07032085713,2,2,1,1,4,10,98,7,,,,,0.65,,,,,,,,0.7
2580,66.8351771,98.76863548,98.00669077,3,6,11,34.61948,42.83942,32.50472811,0.2709742846,1.64E-01,0.1068683749,3,2,2,0,4,9,98,7,,,,,0.65,,,,,,,,0.7
2586,66.92727834,98.77120172,98.01086454,3,6,11,54.38909333,60.60452267,50.200328,0.2557946344,2.00E-01,0.1337564876,4,3,3,-1,3,8,98,7,,,,,0.65,,,,,,,,0.7
2592,66.92323737,98.77449296,98.01792997,3,6,11,63,80.6,73.70380533,0.4205499555,4.00E-01,0.1782916055,5,4,4,-2,2,7,98,7,,,,,0.65,,,,,,,,0.7
2598,66.92494007,98.77566718,98.02439889,3,6,11,68.6,101.28,94.2,0.382657156,5.00E-01,0.2401039269,5,5,5,-2,1,6,98,7,,,,,0.65,,,,,,,,0.7
2604,66.9227026,98.76677095,98.03104598,3,6,11,68.16,115.36,111.9221844,0.5208817615,5.01E-01,0.2484332602,5,5,5,-2,1,6,98,7,,,,,0.65,,,,,,,,0.7
2610,66.91594093,98.73967964,98.03774226,3,6,11,64.68,121.84,127,0.7157703414,5.89E-01,0.3287229056,5,6,6,-2,0,5,98,7,,,,,0.65,,,,,,,,0.7
2616,66.91699463,98.70029967,98.04499471,3,6,11,65.92,123.12,135.04,0.6444193348,5.69E-01,0.3293927782,5,6,6,-2,0,5,98,7,,,,,0.65,,,,,,,,0.7
2622,66.91439627,98.65909125,98.05346778,3,6,11,65.24,123.48,142.12,0.6163800104,6.32E-01,0.3405427335,5,6,7,-2,0,4,98,7,,,,,0.65,,,,,,,,0.7
2628,66.91274917,98.60358366,98.06105343,3,6,11,67.6,120.72,145.44,0.4860016003,6.64E-01,0.4049972869,5,6,7,-2,0,4,98,7,,,,,0.65,,,,,,,,0.7
2634,66.91237939,98.61074848,98.06750365,3,6,11,67.52,120.84,144.28,0.6500916837,5.24E-01,0.3836204441,5,6,7,-2,0,4,98,7,,,,,0.65,,,,,,,,0.7
2640,66.89694702,98.59117573,98.07350842,3,6,11,65.2,119.08,143.16,0.7003459643,6.49E-01,0.3710446346,5,6,7,-2,0,4,98,7,,,,,0.65,,,,,,,,0.7
2646,66.88590061,98.58651793,98.07959146,3,6,11,62.2,116.6,136.32,0.5560432817,5.99E-01,0.3828612494,4,6,6,-1,0,5,98,7,,,,,0.65,,,,,,,,0.7
2652,66.87995011,98.5891254,98.08556539,3,6,11,59.52,109.56,126.8,0.646254192,5.20E-01,0.3447724268,4,5,6,-1,1,5,98,7,,,,,0.65,,,,,,,,0.7
2658,66.86984014,98.59318431,98.0901548,3,14,11,58.68,96.27591333,113,0.6211055632,4.52E-01,0.3154623928,4,5,5,-1,9,6,98,7,,,,,0.65,,,,,,,,0.7
2664,66.93424273,98.59854156,98.09276454,3,14,11,60.8,82.94467444,95.12,0.6191346192,4.27E-01,0.2652040411,4,4,5,-1,10,6,98,7,,,,,0.65,,,,,,,,0.7
2670,67.08104378,98.59794623,98.09494041,3,14,11,59.52,61.83188167,77.16,0.5799683249,4.04E-01,0.2116403762,4,3,4,-1,11,7,98,7,,,,,0.65,,,,,,,,0.7
2676,67.1102324,98.59697051,98.09569985,4,14,11,51.36936,43.26044933,55.96,0.5202315965,1.96E-01,0.1741921964,4,2,3,0,12,8,98,7,,,,,0.65,,,,,,,,0.7
2682,67.11210975,98.59665451,98.09662503,4,14,11,39.68947556,27.2402,35.36,0.5586620245,1.43E-01,0.112595743,3,2,2,1,12,9,98,7,,,,,0.65,,,,,,,,0.7
2688,67.12457327,98.59830026,98.09727042,4,14,11,28.33032,19.56,22.48,0.4380640797,9.56E-02,0.06439259411,2,1,1,2,13,10,98,7,,,,,0.65,,,,,,,,0.7
2694,67.17571117,98.60311467,98.09853815,4,14,11,24.12741333,22.24,19.64,0.3320773889,4.64E-02,0.04970793825,2,1,1,2,13,10,98,7,,,,,0.65,,,,,,,,0.7
2700,67.31102679,98.60398436,98.10126325,4,14,11,31.912024,36.32,28.76,0.1886375527,8.59E-02,0.05938428813,3,2,2,1,12,9,98,7,,,,,0.65,,,,,,,,0.7
2706,67.42877551,98.60609248,98.10457793,4,14,11,52.56970667,57.28,45.44,0.1768569209,9.77E-02,0.08958753549,4,3,2,0,11,9,98,7,,,,,0.65,,,,,,,,0.7
2712,67.52373099,98.60947206,98.10978822,4,14,11,68.84,77.8,66.92,0.3470217471,1.54E-01,0.1309360746,5,4,3,-1,10,8,98,7,,,,,0.65,,,,,,,,0.7
2718,67.6095215,98.61826772,98.11581358,4,14,11,82.08,98.36,89.2,0.4281435079,2.06E-01,0.1930283223,6,5,4,-2,9,7,98,7,,,,,0.65,,,,,,,,0.7
2724,67.65917508,98.62157459,98.12145207,4,14,11,90.6,113.32,107.08,0.5550522716,2.06E-01,0.2338711604,6,5,5,-2,9,6,98,7,,,,,0.65,,,,,,,,0.7
2730,67.64674962,98.62533058,98.12825221,4,14,11,92.8,128.32,123.24,0.6615650695,3.03E-01,0.3029847732,6,6,6,-2,8,5,98,7,,,,,0.65,,,,,,,,0.7
2736,67.66844295,98.62922881,98.13432001,4,14,11,89.6,136.4,134.6,0.6368458029,2.95E-01,0.29785887,6,6,6,-2,8,5,98,7,,,,,0.65,,,,,,,,0.7
2742,67.66782747,98.63387635,98.14137277,4,14,11,83.84,142.48,141.32,0.6926065778,3.05E-01,0.3215344887,6,7,7,-2,7,4,98,7,,,,,0.65,,,,,,,,0.7
2748,67.66645484,98.6423854,98.14839039,4,14,11,79.36,143.92,142.8,0.673766213,3.36E-01,0.3934569215,5,7,7,-1,7,4,98,7,,,,,0.65,,,,,,,,0.7
2754,67.64770462,98.64614644,98.15458989,4,14,11,71.92,145.52,146.36,0.5434483788,3.14E-01,0.3890987502,5,7,7,-1,7,4,98,7,,,,,0.65,,,,,,,,0.7
2760,67.63050973,98.64925259,98.16101012,3,14,11,70.2,140.72,143.52,0.7500444646,3.59E-01,0.3712560808,5,7,7,-2,7,4,98,7,,,,,0.65,,,,,,,,0.7
2766,67.63137454,98.65226542,98.16606547,3,13,11,69.08,133.88,138.24,0.6472049202,3.25E-01,0.3587292292,5,6,7,-2,7,4,98,7,,,,,0.65,,,,,,,,0.7
2772,67.61778098,98.65543867,98.17154275,3,13,11,67.24,123.4,132.36,0.6273218162,3.15E-01,0.3237435247,5,6,6,-2,7,5,98,7,,,,,0.65,,,,,,,,0.7
2778,67.62404947,98.66125917,98.17611947,3,13,11,67.24,109,118.24,0.7109184431,2.66E-01,0.2947531548,5,5,6,-2,8,5,98,7,,,,,0.65,,,,,,,,0.7
2784,67.65177876,98.66220391,98.17898403,3,13,11,66.32,91.04,103.44,0.6365505528,2.33E-01,0.26773764,5,4,5,-2,9,6,98,7,,,,,0.65,,,,,,,,0.7
2790,67.78241609,98.66251314,98.18121327,3,13,11,65.16,70.88,82.56,0.6760395384,2.04E-01,0.2377711477,5,4,4,-2,9,7,98,7,,,,,0.65,,,,,,,,0.7
2796,67.82303135,98.66239752,98.18206039,4,13,11,56.64912,52.16,62.84,0.5861353463,1.54E-01,0.1770666121,4,3,3,0,10,8,98,7,,,,,0.65,,,,,,,,0.7
2802,67.83821087,98.6623794,98.18317061,4,12,11,45.25122,31.08,43.56,0.5188430999,1.04E-01,0.11614212,3,2,2,1,10,9,98,7,,,,,0.65,,,,,,,,0.7
2808,67.84480204,98.66560318,98.18358061,4,12,11,32.570595,21.2,25.28,0.3997961952,6.45E-02,0.07261838273,3,1,2,1,11,9,98,7,,,,,0.65,,,,,,,,0.7
2814,67.90372079,98.66622593,98.18446891,4,12,11,24.569412,20.64,19.48,0.3086372888,4.43E-02,0.05770762182,2,1,1,2,11,10,98,7,,,,,0.65,,,,,,,,0.7
2820,67.98386996,98.6671678,98.18682275,4,12,11,27.23961333,31.2,25.4,0.1843335132,6.57E-02,0.05012164416,2,2,2,2,10,9,98,7,,,,,0.65,,,,,,,,0.7
2826,68.08345394,98.66914122,98.18940367,4,12,9,45.56,49.84,39.64,0.139714794,1.00E-01,0.09205319317,3,3,2,1,9,7,98,7,,,,,0.65,,,,,,,,0.7
2832,68.18094981,98.67337358,98.19353054,4,12,9,62.12,72.96,58.72,0.2867281559,1.24E-01,0.1355946773,4,4,3,0,8,6,98,7,,,,,0.65,,,,,,,,0.7
2838,68.19406904,98.67860033,98.19872974,4,12,9,72.28,92.96,80.76,0.4171204992,1.91E-01,0.201629102,5,5,4,-1,7,5,98,7,,,,,0.65,,,,,,,,0.7
2844,68.22987347,98.68177733,98.20405432,4,12,9,83.17,108.36,100.96,0.4924041749,2.02E-01,0.2704769961,6,5,5,-2,7,4,98,7,,,,,0.65,,,,,,,,0.7
2850,68.1761,98.68550208,98.20968191,4,12,9,85.36,123.8,115.92,0.5960537928,2.76E-01,0.3042470753,6,6,6,-2,6,3,98,7,,,,,0.65,,,,,,,,0.7
2856,68.20287623,98.68989314,98.2128947,4,12,9,80.48,133.36,129.52,0.5216154614,3.16E-01,0.4174210083,6,6,6,-2,6,3,98,7,,,,,0.65,,,,,,,,0.7
2862,68.19508316,98.69479764,98.21858772,4,12,8,78.84,142.32,136.12,0.7143271782,3.67E-01,0.4102496378,5,7,6,-1,5,2,98,7,,,,,0.65,,,,,,,,0.7
2868,68.19863062,98.70044099,98.22526959,4,11,8,76.24,143.72,141.8,0.6434235785,3.94E-01,0.4764673759,5,7,7,-1,4,1,98,7,,,,,0.65,,,,,,,,0.7
2874,68.21952335,98.70407556,98.23119135,4,11,8,72.28,145.08,144.72,0.6472702719,3.61E-01,0.4399689397,5,7,7,-1,4,1,98,7,,,,,0.65,,,,,,,,0.7
2880,68.15021176,98.70735402,98.23685954,3,11,8,70.4,141.9990369,142.08,0.5928930778,4.18E-01,0.4713095626,5,7,7,-2,4,1,98,7,,,,,0.65,,,,,,,,0.7
2886,68.15852735,98.71104881,98.24173969,3,11,8,71.92,136.12,140.52,0.5500891841,4.01E-01,0.4699418255,5,6,7,-2,5,1,98,7,,,,,0.65,,,,,,,,0.7
2892,68.15104703,98.71457304,98.24666493,3,11,8,72.04,127.92,133.64,0.7247477961,3.74E-01,0.4196776699,5,6,6,-2,5,2,98,7,,,,,0.65,,,,,,,,0.7
2898,68.14714133,98.71828253,98.25112239,3,11,8,69.96,113.04,123.48,0.7342452106,3.21E-01,0.4433118353,5,5,6,-2,6,2,98,7,,,,,0.65,,,,,,,,0.7
2904,68.1756301,98.71966545,98.25405494,3,11,8,69.52,97.48083847,105.76,0.6824776523,2.74E-01,0.3479393034,5,5,5,-2,6,3,98,7,,,,,0.65,,,,,,,,0.7
2910,68.27612707,98.72043127,98.25659759,3,11,8,68.56,78.8,88.52,0.5658576419,2.44E-01,0.3485074923,5,4,4,-2,7,4,98,7,,,,,0.65,,,,,,,,0.7
2916,68.32230335,98.72133084,98.25781313,4,11,8,59.67892,58.6,70.04,0.5428038729,1.80E-01,0.2498396739,4,3,4,0,8,4,98,7,,,,,0.65,,,,,,,,0.7
2922,68.34538722,98.72155903,98.25877981,4,11,8,49.62130444,36.64,50.2,0.5831345028,1.30E-01,0.2127126777,4,2,3,0,9,5,98,7,,,,,0.65,,,,,,,,0.7
2928,68.34752632,98.72275224,98.25915845,4,11,8,37.72655,22.4,30.28,0.4945318313,7.33E-02,0.1418739853,3,1,2,1,10,6,98,7,,,,,0.65,,,,,,,,0.7
2934,68.38212726,98.72320856,98.25935928,4,10,8,24.55144,18.88,19.92,0.3548806635,6.71E-02,0.09487680514,2,1,1,2,9,7,98,7,,,,,0.65,,,,,,,,0.7
2940,68.45764205,98.72405439,98.26135893,4,10,8,26.02512667,25.4,21.12,0.2233825276,6.98E-02,0.07632973118,2,2,1,2,8,7,98,7,,,,,0.65,,,,,,,,0.7
2946,68.53723028,98.7263745,98.26352324,4,10,8,37.8,40.64,32.4,0.1886252019,1.04E-01,0.07757865183,3,2,2,1,8,6,98,7,,,,,0.65,,,,,,,,0.7
2952,68.63158646,98.72932591,98.26722144,4,10,8,55.8,63.52,52.28,0.2093370489,1.32E-01,0.09080505209,4,3,3,0,7,5,98,7,,,,,0.65,,,,,,,,0.7
2958,68.70774646,98.7335426,98.27162733,4,10,7,70.72,85.28,74.08,0.3173774181,1.73E-01,0.2447515439,5,4,4,-1,6,3,98,7,,,,,0.65,,,,,,,,0.7
2964,68.74082625,98.73662366,98.27635148,4,10,7,85.72,102,96.28,0.3669680564,2.25E-01,0.2972010497,6,5,5,-2,5,2,98,7,,,,,0.65,,,,,,,,0.7
2970,68.75934689,98.73997837,98.27817866,4,10,7,89.76,119.2,114.6066464,0.5629939588,2.97E-01,0.3071854656,6,6,5,-2,4,2,98,7,,,,,0.65,,,,,,,,0.7
2976,68.75817163,98.74414274,98.28243659,4,10,7,85.96,130.36,122.32,0.5721773824,3.58E-01,0.3370028111,6,6,6,-2,4,1,98,7,,,,,0.65,,,,,,,,0.7
2982,68.74604478,98.7486906,98.28806153,4,10,7,84.36,140.76,132.44,0.6004154822,3.23E-01,0.4508110105,6,7,6,-2,3,1,98,7,,,,,0.65,,,,,,,,0.7
2988,68.66410009,98.75297296,98.29385146,4,10,7,81.96,143.08,141.28,0.6159439101,3.83E-01,0.5392664436,6,7,7,-2,3,0,98,7,,,,,0.65,,,,,,,,0.7
2994,68.61140765,98.75675838,98.29794162,4,9,7,75,144.28,143.3170676,0.6081656467,4.37E-01,0.5749306571,5,7,7,-1,2,0,98,7,,,,,0.65,,,,,,,,0.7
3000,68.62641599,98.76019867,98.28822136,3,9,6,75.32,142.52,140.36,0.7948649424,4.82E-01,0.6060086422,5,7,7,-2,2,-1,98,7,,,,,0.65,,,,,,,,0.7
3006,68.61141821,98.76427453,98.28334983,3,9,6,72.8,139.72,137.44,0.8269895168,4.59E-01,0.6189322412,5,7,6,-2,2,0,98,7,,,,,0.65,,,,,,,,0.7
3012,68.60992835,98.76768365,98.28145148,3,9,6,74.48,131.28,130.6,0.7071772521,4.24E-01,0.5228320006,5,6,6,-2,3,0,98,7,,,,,0.65,,,,,,,,0.7
3018,68.61414349,98.77008113,98.28610761,3,9,6,74.4,119.56,119.9223619,0.799667356,3.85E-01,0.5666410161,5,6,6,-2,3,0,98,7,,,,,0.65,,,,,,,,0.7
3024,68.6278398,98.77186967,98.28937021,3,9,6,70.24,104.44,107.64,0.6614070309,3.55E-01,0.4377499216,5,5,5,-2,4,1,98,7,,,,,0.65,,,,,,,,0.7
3030,68.70610835,98.77321412,98.29204218,3,9,6,69.32,86.8,93.28004,0.7319424778,2.89E-01,0.4130764988,5,4,5,-2,5,1,98,7,,,,,0.65,,,,,,,,0.7
3036,68.74636649,98.7744529,98.29062519,4,9,8,62.61456,65.2,78.63295111,0.6631097127,2.36E-01,0.338928574,4,3,4,0,6,4,98,7,,,,,0.65,,,,,,,,0.7
3042,68.77556108,98.77512278,98.29173472,4,9,8,53.19370667,44.04,57.371315,0.5783758267,1.93E-01,0.3131299003,4,2,3,0,7,5,98,7,,,,,0.65,,,,,,,,0.7
3048,68.7830926,98.77500163,98.29211305,4,9,8,41.566575,26.96,34.61462467,0.4554328971,1.06E-01,0.2257536509,3,2,2,1,7,6,98,7,,,,,0.65,,,,,,,,0.7
3054,68.81019263,98.77543232,98.2927074,4,9,8,23.20915867,20.48,20.63421867,0.3885784304,8.97E-02,0.1066194325,2,1,1,2,8,7,98,7,,,,,0.65,,,,,,,,0.7
3060,68.86129202,98.77648281,98.29421564,4,8,8,23.63813067,22.96,19.84,0.1970164904,8.47E-02,0.1096892358,2,1,1,2,7,7,98,7,,,,,0.65,,,,,,,,0.7
3066,68.93016791,98.77866596,98.29586969,4,8,8,32.52,35.36,26.4,0.1815466095,1.25E-01,0.1076578193,3,2,2,1,6,6,98,7,,,,,0.65,,,,,,,,0.7
3072,69.01163873,98.78139013,98.29860918,4,8,8,48.08,57.2,42.28,0.2107440564,1.38E-01,0.1301629507,3,3,2,1,5,6,98,7,,,,,0.65,,,,,,,,0.7
3078,69.10029408,98.78410104,98.30262529,4,8,8,66.08,78.4,64.76,0.3058329907,1.69E-01,0.1852736485,5,4,3,-1,4,5,98,7,,,,,0.65,,,,,,,,0.7
3084,69.17249037,98.78709465,98.30707611,4,8,8,83.36,97.32,85.88,0.289696248,3.16E-01,0.1973235786,6,5,4,-2,3,4,98,7,,,,,0.65,,,,,,,,0.7
3090,69.18836805,98.79037888,98.31198151,4,8,7,89.04,113.72,105.68,0.5461104653,3.75E-01,0.3533716206,6,5,5,-2,3,2,98,7,,,,,0.65,,,,,,,,0.7
3096,69.1117916,98.79416322,98.30851596,4,8,7,87.84,127.16,115.7575044,0.5577687006,4.11E-01,0.3674529255,6,6,6,-2,2,1,98,7,,,,,0.65,,,,,,,,0.7
3102,69.08626635,98.79605971,98.31404113,4,8,7,82.72,136.44,129.84,0.6318491118,3.94E-01,0.438796119,6,6,6,-2,2,1,98,7,,,,,0.65,,,,,,,,0.7
3108,69.0788333,98.79931776,98.30307352,4,8,7,76.2,138.96,136.08,0.6296131008,4.24E-01,0.531756305,5,6,6,-1,2,1,98,7,,,,,0.65,,,,,,,,0.7
3114,69.0399561,98.80321306,98.3086347,4,8,7,71.64,143.44,142.16,0.5515587714,5.44E-01,0.4445599245,5,7,7,-1,1,0,98,7,,,,,0.65,,,,,,,,0.7
3120,69.05201394,98.8062886,98.30652726,3,7,7,69.8,141.84,140.4833797,0.7614610723,5.48E-01,0.5830416496,5,7,7,-2,0,0,98,7,,,,,0.65,,,,,,,,0.7
3126,69.0482342,98.80994785,98.2961253,3,7,6,70.56,141.0758568,137,0.617427917,5.21E-01,0.6251615466,5,7,6,-2,0,0,98,7,,,,,0.65,,,,,,,,0.7
3132,69.04331924,98.81346148,98.30056465,3,7,6,72.64,134.2,134.32,0.6613294231,5.61E-01,0.5507778999,5,6,6,-2,1,0,98,7,,,,,0.65,,,,,,,,0.7
3138,69.03223984,98.81571686,98.30490328,3,7,6,71.36,124.56,125.64,0.7241959394,5.40E-01,0.5744818121,5,6,6,-2,1,0,98,7,,,,,0.65,,,,,,,,0.7
3144,69.00627775,98.81767201,98.30842531,3,7,6,68.64,107.36,113.0416321,0.6485521833,4.50E-01,0.5177851271,5,5,5,-2,2,1,98,7,,,,,0.65,,,,,,,,0.7
