,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,27.77197648,247.25448,266.15,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,1723,12012,1,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,3815,-15533,,73,76
5346,29.87892423,74.59167815,98.38535981,3,9,16,19.05056593,176.025,190.8734104,5.55E-01,0.6546099441,0.3940199197,3,10,8,0,-1,8,97,7,,,,,0.65,,99.53432255,13,24.92,99.53432255,2,-11,0.6,,
5352,29.87889293,74.58025192,98.3864219,3,9,16,18.89765016,172.0311029,172.775,6.65E-01,0.6451302312,0.3861094909,3,10,8,0,-1,8,97,7,,,,,0.65,,99.53424712,13,12.56,99.53424712,1,-12,0.6,,
5358,29.88200746,74.47532368,98.38790661,3,9,16,8.923,172.7651765,177.05,8.02E-01,0.6935101191,0.4113961615,2,10,8,1,-1,8,97,7,,,,,0.65,,99.53423295,13,3.4,99.53423295,1,-12,0.6,,
5364,29.88181715,74.42971773,98.38996529,3,9,16,0.6582857143,163.1592444,199.225,8.58E-01,0.6847017538,0.3881895048,1,9,9,2,0,7,97,7,,,,,0.65,,99.53414897,13,0.32,99.53414897,1,-12,0.6,,
5370,29.88162691,74.35869799,98.39217727,3,9,16,0.1439511111,165.0175162,199.775,9.98E-01,0.6673840428,0.3937201901,1,9,9,2,0,7,97,7,,,,,0.65,,99.53405993,13,0,99.53405993,0,-13,0.6,,
5376,29.88183266,74.25479472,98.39515216,1,8,16,0.08792333333,172.9834183,206.425,1.00E+00,0.7554037347,0.4209677912,1,10,9,0,-2,7,97,7,,,,,0.65,,99.5340369,13,0,99.5340369,0,-13,0.6,,
5382,29.8596405,74.17123747,98.39667386,0,8,16,0.0603437037,195.1321429,217.65,0.00E+00,0.7679677781,0.4582536319,1,11,9,-1,-3,7,97,7,,,,,0.65,,99.53415083,13,7.52,99.53415083,1,-12,0.6,,
5388,29.90888668,74.14113196,98.39805292,2,8,16,0.5808947068,204.2815486,201.025,1.00E+00,0.8496318407,0.4770517039,1,12,9,1,-4,7,97,7,,,,,0.65,,99.53586565,12,46.04,99.53586565,3,-9,0.6,,
5394,29.87610535,74.0570418,98.39918597,3,8,16,5.086629515,207.9971797,203.95,9.35E-01,0.8916677892,0.4707405248,1,12,9,2,-4,7,97,7,,,,,0.65,,99.53690035,12,76.52,99.53690035,4,-8,0.6,,
5400,29.81246926,74.07742767,98.40039696,3,8,16,10.23911575,208.925,192.225,7.75E-01,0.9167304055,0.4580515807,2,12,8,1,-4,8,97,7,,,,,0.65,,99.5373666,12,92.64,99.5373666,5,-7,0.6,,
5406,29.73315961,74.08184708,98.40277731,1,8,16,16.27168925,202.4943556,175.95,7.96E-01,0.9334595359,0.4306449723,3,12,8,-2,-4,8,97,7,,,,,0.65,,99.53771607,12,95.96,99.53771607,5,-7,0.6,,
5412,29.79798987,74.10550768,98.40423371,0,8,16,21.72175203,187.6131568,185.925,0.00E+00,0.830973789,0.4119327866,3,11,8,-3,-3,8,97,7,,,,,0.65,,99.53780395,12,67.04,99.53780395,3,-9,0.6,,
5418,29.86687288,74.09439513,98.40552305,0,8,16,25.43899782,187.975,184.125,0.00E+00,0.8543850529,0.4167262828,4,11,8,-4,-3,8,97,7,,,,,0.65,,99.53769241,12,30.56,99.53769241,2,-10,0.6,,
5424,29.95360088,74.05631921,98.40794646,0,13,16,25.60277778,189.680627,183.65,0.00E+00,0.5763340956,0.4160882415,4,11,8,-4,2,8,97,7,,,,,0.65,,99.53760486,12,12.84,99.53760486,1,-11,0.6,,
5430,29.97468862,74.07075506,98.40979062,2,13,16,24.87684,182.8765544,187.575,3.03E-01,0.4995856885,0.4094376387,4,10,8,-2,3,8,97,7,,,,,0.65,,99.53750225,12,2.96,99.53750225,1,-11,0.6,,
5436,29.98498054,74.11373777,98.4119132,2,13,16,20.90603556,189.4906954,186.925,2.82E-01,0.5250642449,0.4031241744,3,11,8,-1,2,8,97,7,,,,,0.65,,99.53752279,12,0,99.53752279,0,-12,0.6,,
5442,29.9414591,74.14628161,98.41365923,2,13,16,14.71907979,186.0151706,182.9,2.65E-01,0.490859669,0.3945022897,2,11,8,0,2,8,97,7,,,,,0.65,,99.5375269,12,0,99.5375269,0,-12,0.6,,
5448,29.8973069,74.16826032,98.41545257,2,13,16,16.83984889,179.7986751,190.575,3.67E-01,0.4762847256,0.4168573936,3,10,8,-1,3,8,97,7,,,,,0.65,,99.53791952,12,0,99.53791952,0,-12,0.6,,
5454,29.88293393,74.19942192,98.41693637,2,13,16,11.37541667,187.7329856,191.025,4.76E-01,0.4799155932,0.4065649445,2,11,8,0,2,8,97,7,,,,,0.65,,99.53783431,12,0,99.53783431,0,-12,0.6,,
5460,29.88288783,74.22588827,98.41897941,2,13,16,9.15309291,196.3523011,200.075,5.29E-01,0.4702317117,0.4036463236,2,11,9,0,2,7,97,7,,,,,0.65,,99.5377453,11,0,99.5377453,0,-11,0.6,,
5466,29.88573018,74.25333918,98.41826158,2,13,16,8.135134603,194.7354122,196.775,4.49E-01,0.4925150758,0.434110557,2,11,9,0,2,7,97,7,,,,,0.65,,99.53778622,11,0,99.53778622,0,-11,0.6,,
5472,29.89024967,74.2888989,98.42018335,2,13,16,6.55,197.975,192.25,5.61E-01,0.492608184,0.40843268,1,11,8,1,2,8,97,7,,,,,0.65,,99.53780387,11,0,99.53780387,0,-11,0.6,,
5478,29.89886377,74.31861503,98.4221088,2,13,16,6.525,193.2,185.275,8.00E-01,0.5262781137,0.4417493654,1,11,8,1,2,8,97,7,,,,,0.65,,99.53767263,11,0.04,99.53767263,1,-10,0.6,,
5484,29.90170619,74.33610351,98.42389191,2,13,16,3.775,186.05,195.2,8.43E-01,0.5050083269,0.4283389182,1,11,9,1,2,7,97,7,,,,,0.65,,99.53764444,11,1.76,99.53764444,1,-10,0.6,,
5490,29.90166279,74.36071022,98.4248869,2,13,16,0.346575873,190.2,183.6,8.34E-01,0.5458320347,0.4066693344,1,11,8,1,2,8,97,7,,,,,0.65,,99.53778494,11,6.11,99.53778494,1,-10,0.6,,
5496,29.90761206,74.39466074,98.42715469,0,13,16,0.425,190.25,188.075,0.00E+00,0.5372884597,0.4299505082,1,11,8,-1,2,8,97,7,,,,,0.65,,99.53777194,11,7.4,99.53777194,1,-10,0.6,,
5502,29.92841303,74.43382345,98.42879775,0,13,16,1.45,189.725,181.75,0.00E+00,0.5198708483,0.4269554027,1,11,8,-1,2,8,97,7,,,,,0.65,,99.53784822,10,10.4,99.53784822,1,-9,0.6,,
5508,29.98987218,74.46049844,98.43087824,2,13,16,4.111995835,180.3107143,185.575,7.84E-01,0.5191426949,0.4113970132,1,10,8,1,3,8,97,7,,,,,0.65,,99.53863236,10,21.76,99.53863236,1,-9,0.6,,
5514,30.00616108,74.49661841,98.43294452,2,13,16,3.947771429,189.175,181.3226705,9.27E-01,0.4943107769,0.4072644909,1,11,8,1,2,8,97,7,,,,,0.65,,99.5393086,10,42.76039043,99.5393086,2,-8,0.6,,
5520,29.95509098,74.51089978,98.43462642,2,13,16,7.133784593,178.65,185.575,8.48E-01,0.4844858175,0.4057562216,1,10,8,1,3,8,97,7,,,,,0.65,,99.54021781,10,67.88,99.54021781,3,-7,0.6,,
5526,29.9564393,74.53288104,98.43593766,0,13,16,7.165833704,184.4,183.975,0.00E+00,0.511442692,0.4067730269,1,10,8,-1,3,8,97,7,,,,,0.65,,99.54126511,10,101.16,99.54126511,5,-5,0.6,,
5532,29.95556993,74.56086265,98.43728124,0,12,16,7.189979259,184.7048959,194.375,0.00E+00,0.5424207438,0.3976115624,1,11,8,-1,1,8,97,7,,,,,0.65,,99.54243602,10,125.16,99.54243602,6,-4,0.6,,
5538,29.95556993,74.58321961,98.43849841,0,12,16,7.916880147,186.7178571,196.775,0.00E+00,0.5386657369,0.4064843594,2,11,9,-2,1,7,97,7,,,,,0.65,,99.54359806,10,141.2,99.54359806,7,-3,0.6,,
5544,29.95556993,74.55890647,98.43624314,0,12,16,5.922822222,197.025,181.7,0.00E+00,0.5288560925,0.4261609154,1,11,8,-1,1,8,97,7,,,,,0.65,,99.5447534,10,149.64,99.5447534,7,-3,0.6,,
5550,29.95556993,74.57625891,98.4365023,0,12,16,5.304444444,188.025,180.8541795,0.00E+00,0.5306820711,0.4224925497,1,11,8,-1,1,8,97,7,,,,,0.65,,99.54572519,10,147.52,99.54572519,7,-3,0.6,,
5556,29.95556993,74.59798726,98.43797984,0,12,16,0,179.85,180.5271504,0.00E+00,0.5655666578,0.4021859519,0,10,8,0,2,8,97,7,,,,,0.65,,99.54659252,10,140.2,99.54659252,7,-3,0.6,,
5562,29.95556993,74.61489403,98.4390804,0,12,16,0,177.5428571,192.325,0.00E+00,0.5665253959,0.3955449406,0,10,8,0,2,8,97,7,,,,,0.65,,99.54719062,10,124.24,99.54719062,6,-4,0.6,,
5568,29.95556993,74.60730815,98.44049777,0,12,16,0,191.1,189.75,0.00E+00,0.5156635556,0.436338984,0,11,8,0,1,8,97,7,,,,,0.65,,99.54768165,10,87.03,99.54768165,4,-6,0.6,,
5574,29.95556993,74.62474143,98.44192832,1,12,16,0,192.1,165.725,3.66E-04,0.5104241157,0.4320509064,0,11,7,1,1,9,97,7,,,,,0.65,,99.5475988,10,51.24,99.5475988,3,-7,0.6,,
5580,29.95686447,74.64124718,98.4439028,1,12,16,0.46018,175.125,172.6,2.84E-04,0.5724905551,0.3670925803,1,10,8,0,2,8,97,7,,,,,0.65,,99.5478831,10,33.36,99.5478831,2,-8,0.6,,
5586,29.896151,74.67148849,98.44534283,1,12,16,3.563501587,171.925,174.676669,2.47E-02,0.523673302,0.3651699524,1,10,8,0,2,8,97,7,,,,,0.65,,99.54837203,10,31.96,99.54837203,2,-8,0.6,,
5592,29.88900802,74.69792968,98.44698364,1,11,16,4.968555556,171.2607143,198.025,2.82E-02,0.5318543225,0.3728376479,1,10,9,0,1,7,97,7,,,,,0.65,,99.54927295,10,56.04,99.54927295,3,-7,0.6,,
5598,29.87900346,74.68976698,98.44857893,1,11,16,5.785714286,182.6002637,202.775,2.41E-02,0.5092063456,0.4042145544,1,10,9,0,1,7,97,7,,,,,0.65,,99.5503244,10,92.04,99.5503244,5,-5,0.6,,
5604,29.87965301,74.63585514,98.44084951,1,11,16,6.32996,205.1,188.375,3.90E-01,0.5127833131,0.4255108088,1,12,8,0,-1,8,97,7,,,,,0.65,,99.55131118,10,117.92,99.55131118,6,-4,0.6,,
5610,29.88236176,74.63790691,98.43653807,1,11,16,6.530944444,198.525,191.475,4.64E-01,0.5687849864,0.4494822838,1,11,8,0,0,8,97,7,,,,,0.65,,99.55226628,9,133.28,99.55226628,6,-3,0.6,,
5616,29.89219165,74.65087963,98.43772782,1,11,16,6.855576667,183.6578457,187.143773,6.33E-01,0.6265112629,0.4192846785,1,10,8,0,1,8,97,7,,,,,0.65,,99.55322392,9,138.88,99.55322392,7,-2,0.6,,
5622,29.89536436,74.64745636,98.43931626,1,11,16,7.275,191.15,195.725,7.71E-01,0.6175997329,0.4262720678,1,11,9,0,0,7,97,7,,,,,0.65,,99.55427987,9,142.12,99.55427987,7,-2,0.6,,
5628,29.89807515,74.66123777,98.43832064,1,11,16,2.966613333,194,202.375,8.71E-01,0.5735519807,0.4405516299,1,11,9,0,0,7,97,7,,,,,0.65,,99.55581532,9,142.64,99.55581532,7,-2,0.6,,
5634,29.90290073,74.66811237,98.43976304,0,11,16,1.8,203.225,179.6,0.00E+00,0.5978014847,0.4006227554,1,12,8,-1,-1,8,97,7,,,,,0.65,,99.55661577,9,136.28,99.55661577,6,-3,0.6,,
5640,29.90276508,74.65588874,98.4416163,0,11,16,1.125,196.125,168.125,0.00E+00,0.5946885604,0.4149237337,1,11,7,-1,0,9,97,7,,,,,0.65,,99.55730021,9,124.52,99.55730021,6,-3,0.6,,
5646,29.90194074,74.66828568,98.44173972,0,11,16,1.031413333,169.8,173.425,0.00E+00,0.6257798676,0.4006608022,1,10,8,-1,1,8,97,7,,,,,0.65,,99.55762656,9,107.32,99.55762656,5,-4,0.6,,
5652,29.9203823,74.69154575,98.44300626,0,11,16,1.35,171.95,167.75,0.00E+00,0.5630827498,0.3825600437,1,10,7,-1,1,9,97,7,,,,,0.65,,99.5577297,9,68.2,99.5577297,3,-6,0.6,,
5658,29.83736742,74.71200871,98.44452961,1,10,16,5.1,165.7079714,185.5063886,7.51E-01,0.5836818245,0.3751435742,1,9,8,0,1,8,97,7,,,,,0.65,,99.55763903,9,41.72,99.55763903,2,-7,0.6,,
5664,29.83648589,74.69250561,98.44429,1,10,16,5.213267302,175.8970619,178.425,6.51E-01,0.5645735173,0.3977603944,1,10,8,0,0,8,97,7,,,,,0.65,,99.55754787,9,17.48,99.55754787,1,-8,0.6,,
5670,29.83560472,74.64867151,98.44250009,0,10,16,5.10575037,179.85,176.45,0.00E+00,0.6030332841,0.3924448593,1,10,8,-1,0,8,97,7,,,,,0.65,,99.55756007,9,3.16,99.55756007,1,-8,0.6,,
5676,29.83639577,74.65692524,98.44214316,0,10,16,5.063444444,177.5,190.825,0.00E+00,0.6341235516,0.371199242,1,10,8,-1,0,8,97,7,,,,,0.65,,99.55746604,9,0,99.55746604,0,-9,0.6,,
5682,29.85002904,74.68344986,98.44389394,0,10,16,5.849707515,186.975,188.8,0.00E+00,0.5729387408,0.3967904752,1,11,8,-1,-1,8,97,7,,,,,0.65,,99.55745932,9,0,99.55745932,0,-9,0.6,,
5688,29.75425244,74.7080004,98.44584227,0,10,16,10.35,189.1,191.125,0.00E+00,0.6354365952,0.4272075545,2,11,8,-2,-1,8,97,7,,,,,0.65,,99.55787553,8,0.56,99.55787553,1,-7,0.6,,
5694,29.76245297,74.7233498,98.44724359,1,10,16,7.65,186.55,187.1,4.99E-01,0.6101851903,0.4138924269,2,11,8,-1,-1,8,97,7,,,,,0.65,,99.55788212,8,3.6,99.55788212,1,-7,0.6,,
5700,29.76004939,74.72601907,98.44865276,1,10,16,7.15,189.95,175.85,5.93E-01,0.6728088555,0.4170589254,1,11,8,0,-1,8,97,7,,,,,0.65,,99.55827573,8,18.84,99.55827573,1,-7,0.6,,
5706,29.72757788,74.74523112,98.45007606,1,10,16,9.316320417,181.9120235,183.625,5.27E-01,0.6512941518,0.4005886627,2,10,8,-1,0,8,97,7,,,,,0.65,,99.55896239,8,44.12,99.55896239,2,-6,0.6,,
5712,29.71842466,74.72235563,98.45161863,1,10,16,10.45809721,179.3,181.25,6.81E-01,0.6307880762,0.4010472693,2,10,8,-1,0,8,97,7,,,,,0.65,,99.5601214,8,84.88,99.5601214,4,-4,0.6,,
5718,29.72753119,74.7122252,98.45399901,1,10,16,9.423210049,180.1145371,179.7,7.63E-01,0.6040726988,0.3900411903,2,10,8,-1,0,8,97,7,,,,,0.65,,99.56119447,8,116.2,99.56119447,6,-2,0.6,,
5724,29.73018872,74.73495195,98.45560081,1,9,16,7.075,181.217237,176.95,8.11E-01,0.6259033642,0.4027333233,1,10,8,0,-1,8,97,7,,,,,0.65,,99.56211891,8,139.16,99.56211891,7,-1,0.6,,
5730,29.73143881,74.75102956,98.45728099,1,9,16,4.725,175.575,186.125,8.11E-01,0.6814738698,0.3914405454,1,10,8,0,-1,8,97,7,,,,,0.65,,99.5631296,7,147.2,99.5631296,7,0,0.6,,
5736,29.73409791,74.75741302,98.45821555,2,9,16,4.2,180.925,194.8424244,3.94E-01,0.6698843491,0.4011711725,1,10,8,1,-1,8,97,7,,,,,0.65,,99.5639997,7,148.04,99.5639997,7,0,0.6,,
5742,29.72751785,74.70136638,98.45792072,2,9,16,5.05,189.6,187.8,4.33E-01,0.6754242717,0.4045389713,1,11,8,1,-2,8,97,7,,,,,0.65,,99.56513416,7,147.96,99.56513416,7,0,0.6,,
5748,29.73143817,74.6949747,98.46001,2,9,16,2.074171429,194.4,198.625,5.27E-01,0.6809982779,0.4098200566,1,11,9,1,-2,7,97,7,,,,,0.65,,99.56660925,7,148.5850626,99.56660925,7,0,0.6,,
5754,29.73614125,74.69144727,98.4615241,1,9,16,2.05,190.25,204.7,2.20E-01,0.7151168549,0.411221999,1,11,9,0,-2,7,97,7,,,,,0.65,,99.56757474,7,148.72,99.56757474,7,0,0.6,,
5760,29.74327785,74.61518889,98.4643091,1,9,16,2.159259259,196.1416933,217.9,1.90E-01,0.7624145118,0.4272185125,1,11,9,0,-2,7,97,7,,,,,0.65,,99.568404,21,138.6037,99.568404,7,-14,0.6,,
5766,29.73625262,74.54241534,98.46591966,1,9,16,2.852777778,210.825,217.1,5.01E-01,0.8106710429,0.4573128984,1,12,9,0,-3,7,97,7,,,,,0.65,,99.56858869,21,111.6661178,99.56858869,5,-16,0.6,,
5772,29.76338929,74.51575208,98.46809737,1,9,16,6.19047619,219.775,200.525,6.16E-01,0.7480689701,0.4730551943,1,12,9,0,-3,7,97,7,,,,,0.65,,99.56847942,21,70.17451309,99.56847942,4,-17,0.6,,
5778,29.73791693,74.53751271,98.46950096,2,9,16,5.812370159,208.35,189.3058438,8.49E-01,0.8041439736,0.4611676232,1,12,8,1,-3,8,97,7,,,,,0.65,,99.56848584,21,38.35598367,99.56848584,2,-19,0.6,,
5784,29.70235251,74.55512009,98.47066744,1,9,16,7.646206984,194.55,195.6,7.01E-01,0.7913253838,0.4414081204,2,11,9,-1,-2,7,97,7,,,,,0.65,,99.56866645,21,18.00945353,99.56866645,1,-20,0.6,,
5790,29.70139536,74.5631724,98.47206889,1,9,16,7.517255556,192.6,201.95,7.14E-01,0.7322650207,0.3945743791,2,11,9,-1,-2,7,97,7,,,,,0.65,,99.56894068,21,21.32,99.56894068,1,-20,0.6,,
5796,29.70233756,74.5517845,98.47356151,1,9,16,7.443177778,187.0873607,198.125,1.00E+00,0.7562034704,0.4186281602,2,11,9,-1,-2,7,97,7,,,,,0.65,,99.56919504,21,30.36,99.56919504,2,-19,0.6,,
5802,29.70233756,74.45735352,98.46751311,0,9,16,8.784259259,183.8016637,183.55,0.00E+00,0.7468773941,0.4360125013,2,10,8,-2,-1,8,97,7,,,,,0.65,,99.5698208,21,37.24,99.5698208,2,-19,0.6,,
5808,29.71073546,74.37521469,98.46592301,0,11,16,5.927404444,184.3267719,185.775,0.00E+00,0.6146409355,0.430997312,1,11,8,-1,0,8,97,7,,,,,0.65,,99.57001002,21,36.92,99.57001002,2,-19,0.6,,
5814,29.71071482,74.39730575,98.46661036,1,11,16,3.681066667,182.11199,175.7,1.00E+00,0.5758142957,0.4093413738,1,10,8,0,1,8,97,7,,,,,0.65,,99.5702084,21,37.2,99.5702084,2,-19,0.6,,
5820,29.70689688,74.41360464,98.46813234,1,11,16,0.8888888889,177.0811363,180.65,8.39E-01,0.5849482492,0.3961888365,1,10,8,0,1,8,97,7,,,,,0.65,,99.57030275,20,29.64,99.57030275,2,-18,0.6,,
5826,29.66777082,74.4385764,98.46882042,1,11,16,3.333333333,179.3073204,175.8,8.39E-01,0.5842859818,0.3933916111,1,10,8,0,1,8,97,7,,,,,0.65,,99.57035839,20,24.44,99.57035839,2,-18,0.6,,
5832,29.66192439,74.46757174,98.47067478,0,11,16,3.919248391,178.7371083,150.425,0.00E+00,0.5692889608,0.3873505668,1,10,7,-1,1,9,97,7,,,,,0.65,,99.57052274,20,24.83986241,99.57052274,2,-18,0.6,,
5838,29.65056233,74.47733033,98.47091347,0,11,16,7.259424391,171.3887582,153.625,0.00E+00,0.5694858871,0.3739597244,1,10,7,-1,1,9,97,7,,,,,0.65,,99.57120379,20,42.36,99.57120379,2,-18,0.6,,
5844,29.75053001,74.49159438,98.47206203,0,11,16,7.246215742,153.8721629,161.5,0.00E+00,0.530684887,0.3604520038,1,9,7,-1,2,9,97,7,,,,,0.65,,99.57215004,20,72.92,99.57215004,4,-16,0.6,,
5850,29.7740519,74.52137928,98.47350107,2,11,16,8.576715343,161.3723072,171.425,2.73E-04,0.5175141837,0.3396562555,2,9,8,0,2,8,97,7,,,,,0.65,,99.57310474,20,108.08,99.57310474,5,-15,0.6,,
5856,29.77702256,74.54384755,98.47494488,3,11,16,14.00834667,164.0642857,178.425,1.57E-01,0.5098034606,0.3847433185,2,9,8,1,2,8,97,7,,,,,0.65,,99.57414883,20,135.24,99.57414883,6,-14,0.6,,
5862,29.72793631,74.5612393,98.47629399,3,11,16,15.56471836,178.625,178.25,1.62E-01,0.4185147362,0.4081656365,3,10,8,0,1,8,97,7,,,,,0.65,,99.57557101,20,148.76,99.57557101,7,-13,0.6,,
5868,29.61755122,74.58443978,98.47429589,3,11,16,21.75852889,179.45,174.775,2.03E-01,0.5588192872,0.3940777685,3,10,8,0,1,8,97,7,,,,,0.65,,99.57652093,20,150.84,99.57652093,7,-13,0.6,,
5874,29.61441632,74.60517226,98.47587665,3,11,16,19.05961143,173.325,185.85,3.38E-01,0.5797448385,0.4019876978,3,10,8,0,1,8,97,7,,,,,0.65,,99.57751267,19,150.6,99.57751267,7,-12,0.6,,
5880,29.61560805,74.63363266,98.47755345,3,11,16,18.34047026,182.925,172.3,4.86E-01,0.5227013257,0.3928637205,3,10,8,0,1,8,97,7,,,,,0.65,,99.57809064,19,136.6872072,99.57809064,6,-13,0.6,,
5886,29.61935243,74.65551585,98.47897065,3,11,16,17.85590722,176.95,170.85,6.51E-01,0.603553228,0.3899328071,3,10,8,0,1,8,97,7,,,,,0.65,,99.57809121,19,97.04,99.57809121,5,-14,0.6,,
5892,29.62082499,74.66665533,98.47998906,3,11,16,17.66313016,169.1,162.1,6.42E-01,0.5916518259,0.3895612794,3,10,7,0,1,9,97,7,,,,,0.65,,99.57800694,19,61.08,99.57800694,3,-16,0.6,,
5898,29.62785754,74.68510775,98.48123917,3,11,16,9.075,162.425,163.075,7.79E-01,0.5419403497,0.3523650267,2,9,7,1,2,9,97,7,,,,,0.65,,99.57792409,19,25.2,99.57792409,2,-17,0.6,,
5904,29.63152134,74.70855303,98.4826141,3,11,16,2.407721905,167.2,174.125,8.79E-01,0.5251577063,0.3759388382,1,10,8,2,1,8,97,7,,,,,0.65,,99.57794946,19,1.88,99.57794946,1,-18,0.6,,
5910,29.63241054,74.73071561,98.48413111,3,11,16,1.395343704,163.2321429,169.85,7.69E-01,0.5336636291,0.3824532563,1,9,7,2,2,9,97,7,,,,,0.65,,99.57785826,19,0,99.57785826,0,-19,0.6,,
5916,29.63092318,74.68543706,98.47980211,1,10,16,1.101482222,171.043,176.6,9.99E-01,0.564873241,0.3891527606,1,10,8,0,0,8,97,7,,,,,0.65,,99.57781364,19,0,99.57781364,0,-19,0.6,,
5922,29.67046721,74.7026501,98.47384641,0,10,16,1.297964315,173.65,187.625,0.00E+00,0.543058956,0.3999654183,1,10,8,-1,0,8,97,7,,,,,0.65,,99.57838208,19,8.2,99.57838208,1,-18,0.6,,
5928,29.69928498,74.72723837,98.4752565,2,10,16,1.759941145,184.775,187.8,8.73E-01,0.5759750006,0.4090297012,1,10,8,1,0,8,97,7,,,,,0.65,,99.57929123,18,45.56,99.57929123,2,-16,0.6,,
5934,29.65739886,74.74276428,98.47705044,3,10,16,7.248771882,183.575,189.75,9.23E-01,0.6251688222,0.4302137985,1,10,8,2,0,8,97,7,,,,,0.65,,99.58020938,18,76.84,99.58020938,4,-14,0.6,,
5940,29.62686941,74.76224153,98.47819253,3,10,16,11.76750898,190.5071429,187.8,7.93E-01,0.6831030885,0.4144836019,2,11,8,1,-1,8,97,7,,,,,0.65,,99.58116349,18,116.88,99.58116349,6,-12,0.6,,
5946,29.68630965,74.73631451,98.47707215,1,10,16,18.38953818,190.65,178.175,7.38E-01,0.6626779118,0.4101108442,3,11,8,-2,-1,8,97,7,,,,,0.65,,99.58218793,18,146.96,99.58218793,7,-11,0.6,,
5952,29.71785758,74.75015965,98.46823014,0,10,16,23.16303549,182.5,181.6,0.00E+00,0.6445447262,0.4040115092,4,10,8,-4,0,8,97,7,,,,,0.65,,99.58309147,18,151.16,99.58309147,7,-11,0.6,,
5958,29.65128171,74.76108242,98.46982071,0,10,16,25.59342617,176.9464286,184.075,0.00E+00,0.6098122686,0.408313633,4,10,8,-4,0,8,97,7,,,,,0.65,,99.58400208,18,148.64,99.58400208,7,-11,0.6,,
5964,29.73916654,74.76928445,98.47101895,0,10,16,27.77197648,181.975,199.15,0.00E+00,0.651897658,0.4251944638,4,10,9,-4,0,7,97,7,,,,,0.65,,99.58477248,18,143.72,99.58477248,7,-11,0.6,,
5970,29.74063886,74.74434602,98.46533533,2,10,16,25.98137778,188.325,200.275,1.96E-01,0.6099373496,0.421977145,4,11,9,-2,-1,7,97,7,,,,,0.65,,99.58515216,18,122.84,99.58515216,6,-12,0.6,,
5976,29.75278829,74.71509784,98.42501562,2,10,16,20.72542667,200.775,187.029975,2.12E-01,0.6824075901,0.4562662749,3,11,8,-1,-1,8,97,7,,,,,0.65,,99.58561794,18,103.84,99.58561794,5,-13,0.6,,
5982,29.74101268,74.72306188,98.42552123,2,10,16,12.76111111,194.95,188.775,2.48E-01,0.6604018805,0.4436071745,2,11,8,0,-1,8,97,7,,,,,0.65,,99.58644326,18,88.32,99.58644326,4,-14,0.6,,
5988,29.66756842,74.74200927,98.42641996,2,10,16,16.32142857,188.65,181.575,2.83E-01,0.6567920079,0.4016733498,3,11,8,-1,-1,8,97,7,,,,,0.65,,99.58684989,18,72.96,99.58684989,4,-14,0.6,,
5994,29.69440636,74.75928647,98.42802036,2,10,16,11.47857143,183.675,188.5,3.05E-01,0.6804895485,0.410611247,2,10,8,0,0,8,97,7,,,,,0.65,,99.58729069,18,71.88,99.58729069,4,-14,0.6,,
6000,29.69808618,74.77516773,98.42910818,2,10,16,9.800629206,175.6993582,193.2,3.61E-01,0.6539601635,0.4136122963,2,10,8,0,0,8,97,7,,,,,0.65,,99.58750659,18,64.16,99.58750659,3,-15,0.6,,
6006,29.70262533,74.71633949,98.4237856,2,10,16,9.0152,174.6527111,186.15,5.98E-01,0.6552303957,0.4329549757,2,10,8,0,0,8,97,7,,,,,0.65,,99.58767902,18,52,99.58767902,3,-15,0.6,,
6012,29.71083332,74.58470898,98.42335334,2,9,16,9.075,185.0351526,177.55,6.75E-01,0.6613250146,0.4171871945,2,11,8,0,-2,8,97,7,,,,,0.65,,99.58764637,18,37.44,99.58764637,2,-16,0.6,,
6018,29.71494178,74.58924023,98.4246158,2,9,16,7.439673651,179,179.1317537,8.36E-01,0.5812569726,0.4185129583,2,10,8,0,-1,8,97,7,,,,,0.65,,99.58755976,17,20.44,99.58755976,1,-16,0.6,,
6024,29.72434954,74.60164439,98.42572069,2,9,16,1.940735238,177.75,191.15,7.16E-01,0.6850597997,0.4004286111,1,10,8,1,-1,8,97,7,,,,,0.65,,99.58758816,17,8.8,99.58758816,1,-16,0.6,,
6030,29.74621182,74.61732693,98.42664668,2,9,16,1.013090794,173.499593,202.825,8.57E-01,0.7005155029,0.4159594439,1,10,9,1,-1,7,97,7,,,,,0.65,,99.58748866,17,1.56,99.58748866,1,-16,0.6,,
6036,29.74493697,74.54671607,98.41458976,0,9,16,1.75,188.9089461,189.4,0.00E+00,0.6784619711,0.4311169091,1,11,8,-1,-2,8,97,7,,,,,0.65,,99.5874584,17,0,99.5874584,0,-17,0.6,,
6042,29.7389553,74.49102973,98.40354791,0,9,16,2.175,197.375,177.675,0.00E+00,0.674928904,0.4446234864,1,11,8,-1,-2,8,97,7,,,,,0.65,,99.58782713,17,0,99.58782713,0,-17,0.6,,
6048,29.65970573,74.47679087,98.40524369,2,9,16,7.85136,190.65,189.225,8.77E-01,0.730126858,0.4067451907,2,11,8,0,-2,8,97,7,,,,,0.65,,99.58775089,17,0.4,99.58775089,1,-16,0.6,,
