,,,,,,,152.08,154.6,155.52,,,,,,,,,,,,,,,,7,7,7,,,,,,
6108,2022-09-14 08:32:46,16.84235626,0.1226965603,0.1684235626,0.1521459132,2022-09-14 08:32:46,49.84,58.64,58.48,-0.002735978112,2022-09-14 08:32:46,7,2022-09-14 08:32:46,97.65654417,99.81854546,99.97171564,98,2022-09-14 08:32:46,518400,2022-09-14 08:32:46,385749,2022-09-14 08:32:46,482.1168128,65.0599355,3,3,3,150,0.65,58.57504652,3,3,3
6114,2022-09-14 08:32:52,20.99294791,0.1859371334,0.2099294791,0.146165608,2022-09-14 08:32:52,53.56,63.72,62.68,-0.01659221442,2022-09-14 08:32:52,7,2022-09-14 08:32:52,97.65832566,99.81870433,99.9717533,98,2022-09-14 08:32:52,518760,2022-09-14 08:32:52,386164,2022-09-14 08:32:52,479.3653652,65.0599355,3,3,3,150,0.65,63.64941958,3,3,3
6120,2022-09-14 08:32:58,20.87449964,0.2077380755,0.2087449964,0.1640416913,2022-09-14 08:32:58,60.64,68.4,68.52,0.001751313485,2022-09-14 08:32:58,7,2022-09-14 08:32:58,97.66127387,99.81887023,99.97178389,98,2022-09-14 08:32:58,519120,2022-09-14 08:32:58,386565,2022-09-14 08:32:58,475.2716714,65.0599355,3,3,3,150,0.65,68.32423571,3,3,3
6126,2022-09-14 08:33:04,22.84239184,0.2371292641,0.2284239184,0.1864496406,2022-09-14 08:33:04,66.68,75.24,73.6,-0.0222826087,2022-09-14 08:33:04,7,2022-09-14 08:33:04,97.66352041,99.81921021,99.97181233,98,2022-09-14 08:33:04,519840,2022-09-14 08:33:04,387002,2022-09-14 08:33:04,474.0404117,65.0599355,3,4,4,150,0.65,75.15665928,3,4,4
6132,2022-09-14 08:33:10,24.59636511,0.2506027381,0.2459636511,0.1899929309,2022-09-14 08:33:10,70.76,81.32,80.4,-0.01144278607,2022-09-14 08:33:10,7,2022-09-14 08:33:10,97.66674389,99.81942376,99.97184884,98,2022-09-14 08:33:10,520200,2022-09-14 08:33:10,387410,2022-09-14 08:33:10,477.3020717,65.0599355,4,4,4,150,0.65,81.22992468,4,4,4
6138,2022-09-14 08:33:16,22.50718912,0.2361364192,0.2250718912,0.2302667797,2022-09-14 08:33:16,76,86,86.24,0.002782931354,2022-09-14 08:33:16,7,2022-09-14 08:33:16,97.66916328,99.81962805,99.97188677,98,2022-09-14 08:33:16,520560,2022-09-14 08:33:16,388000,2022-09-14 08:33:16,474.6897301,65.0599355,4,4,4,150,0.65,85.90474081,4,4,4
6144,2022-09-14 08:33:22,31.5087628,0.3079055087,0.315087628,0.232625878,2022-09-14 08:33:22,81.68,91.76,91.24,-0.005699254713,2022-09-14 08:33:22,7,2022-09-14 08:33:22,97.67179892,99.81985646,99.97193116,98,2022-09-14 08:33:22,520920,2022-09-14 08:33:22,388602,2022-09-14 08:33:22,477.1298326,65.0599355,4,4,4,150,0.65,91.65836066,4,4,4
6150,2022-09-14 08:33:28,30.8172923,0.3258092641,0.308172923,0.2403834037,2022-09-14 08:33:28,87.6,96.2,96.2,0,2022-09-14 08:33:28,7,2022-09-14 08:33:28,97.67600831,99.82007394,99.97197322,98,2022-09-14 08:33:28,521280,2022-09-14 08:33:28,389106,2022-09-14 08:33:28,479.0148434,65.0599355,4,5,5,150,0.65,96.09344262,4,5,5
6156,2022-09-14 08:33:34,28.78234159,0.3677401782,0.2878234159,0.2734127748,2022-09-14 08:33:34,91.44,100.64,99.92,-0.007205764612,2022-09-14 08:33:34,7,2022-09-14 08:33:34,97.67883479,99.82047538,99.97200918,98,2022-09-14 08:33:34,522000,2022-09-14 08:33:34,389678,2022-09-14 08:33:34,479.6424128,65.0599355,4,5,5,150,0.65,100.5285246,4,5,5
6162,2022-09-14 08:33:40,34.18294627,0.3193791355,0.3418294627,0.2590895015,2022-09-14 08:33:40,97.72,106.12,105.64,-0.004543733434,2022-09-14 08:33:40,7,2022-09-14 08:33:40,97.68298418,99.82075451,99.97205397,98,2022-09-14 08:33:40,523080,2022-09-14 08:33:40,390180,2022-09-14 08:33:40,484.098825,65.0599355,5,5,5,150,0.65,106.0024546,5,5,5
6168,2022-09-14 08:33:46,36.56868832,0.3147632257,0.3656868832,0.2990924926,2022-09-14 08:33:46,102,109.36,110.44,0.009779065556,2022-09-14 08:33:46,7,2022-09-14 08:33:46,97.68600807,99.82101189,99.9721025,98,2022-09-14 08:33:46,523440,2022-09-14 08:33:46,390944,2022-09-14 08:33:46,484.2949856,65.0599355,5,5,5,150,0.65,109.2388658,5,5,5
6174,2022-09-14 08:33:52,35.78320497,0.4370359974,0.3578320497,0.3328589555,2022-09-14 08:33:52,106.4,112.8,114.92,0.01844761573,2022-09-14 08:33:52,7,2022-09-14 08:33:52,97.68951139,99.82127487,99.97215445,98,2022-09-14 08:33:52,523800,2022-09-14 08:33:52,391645,2022-09-14 08:33:52,486.3118534,65.0599355,5,5,5,150,0.65,112.6750554,5,5,5
6180,2022-09-14 08:33:58,36.86299203,0.4244952897,0.3686299203,0.3398859319,2022-09-14 08:33:58,111,116.24,117.48,0.01055498808,2022-09-14 08:33:58,7,2022-09-14 08:33:58,97.69448699,99.82153161,99.97220206,98,2022-09-14 08:33:58,524160,2022-09-14 08:33:58,392357,2022-09-14 08:33:58,482.7932177,65.0599355,5,5,6,150,0.65,116.111245,5,6,6
6186,2022-09-14 08:34:04,38.32647452,0.4100136853,0.3832647452,0.3278966641,2022-09-14 08:34:04,114.1979554,120.76,119.8,-0.008013355593,2022-09-14 08:34:04,7,2022-09-14 08:34:04,97.69776605,99.82198985,99.97224286,98,2022-09-14 08:34:04,524880,2022-09-14 08:34:04,392944,2022-09-14 08:34:04,481.075283,65.0599355,5,6,6,150,0.65,120.6262384,5,6,6
6192,2022-09-14 08:34:10,41.23163745,0.4856730986,0.4123163745,0.3453457638,2022-09-14 08:34:10,118.4,122.36,121.36,-0.008239947264,2022-09-14 08:34:10,7,2022-09-14 08:34:10,97.7026178,99.82229808,99.97229347,98,2022-09-14 08:34:10,525240,2022-09-14 08:34:10,393529,2022-09-14 08:34:10,478.7158812,65.0599355,6,6,6,150,0.65,122.2244661,6,6,6
6198,2022-09-14 08:34:16,35.6608414,0.4973216841,0.356608414,0.3590231223,2022-09-14 08:34:16,119.6,123.96,123.56,-0.003237293623,2022-09-14 08:34:16,7,2022-09-14 08:34:16,97.70592944,99.82256527,99.97234323,98,2022-09-14 08:34:16,525600,2022-09-14 08:34:16,394354,2022-09-14 08:34:16,479.0580873,65.0599355,6,6,6,150,0.65,123.8226938,6,6,6
6204,2022-09-14 08:34:22,46.19628736,0.4785794805,0.4619628736,0.3854106846,2022-09-14 08:34:22,121.8,125.08,126.32,0.009816339455,2022-09-14 08:34:22,7,2022-09-14 08:34:22,97.70967605,99.82283696,99.97240354,98,2022-09-14 08:34:22,525960,2022-09-14 08:34:22,395123,2022-09-14 08:34:22,477.9603056,65.0599355,6,6,6,150,0.65,124.9414533,6,6,6
6210,2022-09-14 08:34:28,39.86419328,0.5102472331,0.3986419328,0.3551981798,2022-09-14 08:34:28,124.3224819,126.76,127,0.00188976378,2022-09-14 08:34:28,7,2022-09-14 08:34:28,97.71502272,99.82311952,99.97244851,98,2022-09-14 08:34:28,526320,2022-09-14 08:34:28,395887,2022-09-14 08:34:28,480.7204177,65.0599355,6,6,6,150,0.65,126.6195924,6,6,6
6216,2022-09-14 08:34:34,45.14847759,0.5309305543,0.4514847759,0.3886589007,2022-09-14 08:34:34,124.72,128.24,128.56,0.002489110143,2022-09-14 08:34:34,7,2022-09-14 08:34:34,97.7185237,99.82357978,99.97249103,98,2022-09-14 08:34:34,527040,2022-09-14 08:34:34,396512,2022-09-14 08:34:34,483.2534761,65.0599355,6,6,6,150,0.65,128.097953,6,6,6
6222,2022-09-14 08:34:40,43.96350722,0.5193537589,0.4396350722,0.3736991157,2022-09-14 08:34:40,127.2,129.52,128.84,-0.005277864017,2022-09-14 08:34:40,7,2022-09-14 08:34:40,97.72341977,99.82390541,99.97254359,98,2022-09-14 08:34:40,528120,2022-09-14 08:34:40,397177,2022-09-14 08:34:40,484.5824905,65.0599355,6,6,6,150,0.65,129.3765352,6,6,6
6228,2022-09-14 08:34:46,36.96630771,0.4844509875,0.3696630771,0.3471124442,2022-09-14 08:34:46,126.84,130.36,132.56,0.0165962583,2022-09-14 08:34:46,7,2022-09-14 08:34:46,97.72687317,99.82417598,99.9725971,98,2022-09-14 08:34:46,528480,2022-09-14 08:34:46,398023,2022-09-14 08:34:46,487.5601386,65.0599355,6,6,6,150,0.65,130.2156048,6,6,6
6234,2022-09-14 08:34:52,50.23299645,0.5755257433,0.5023299645,0.37423931,2022-09-14 08:34:52,128.8,132.36,133.16,0.006007810153,2022-09-14 08:34:52,7,2022-09-14 08:34:52,97.7307457,99.82447618,99.97265773,98,2022-09-14 08:34:52,528840,2022-09-14 08:34:52,398822,2022-09-14 08:34:52,487.3819237,65.0599355,6,6,6,150,0.65,132.2133895,6,6,6
6240,2022-09-14 08:34:58,45.52852589,0.5552645684,0.4552852589,0.4212871464,2022-09-14 08:34:58,129.68,133.48,134.96,0.01096621221,2022-09-14 08:34:58,7,2022-09-14 08:34:58,97.73579942,99.82482598,99.97270447,98,2022-09-14 08:34:58,529560,2022-09-14 08:34:58,399663,2022-09-14 08:34:58,486.1377302,65.0599355,6,6,6,150,0.65,133.3321489,6,6,6
6246,2022-09-14 08:35:04,45.718251,0.4714314309,0.45718251,0.3943691169,2022-09-14 08:35:04,130.28,135.96,135.96,0,2022-09-14 08:35:04,7,2022-09-14 08:35:04,97.73943058,99.82524936,99.97274721,98,2022-09-14 08:35:04,529920,2022-09-14 08:35:04,400280,2022-09-14 08:35:04,486.0619636,65.0599355,6,6,6,150,0.65,135.8094019,6,6,6
6252,2022-09-14 08:35:10,49.45418179,0.5504739789,0.4945418179,0.3666147809,2022-09-14 08:35:10,131.72,136.36,135.84,-0.00382803298,2022-09-14 08:35:10,7,2022-09-14 08:35:10,97.74343731,99.82556751,99.97280065,98,2022-09-14 08:35:10,530280,2022-09-14 08:35:10,401022,2022-09-14 08:35:10,486.764853,65.0599355,6,6,6,150,0.65,136.2089588,6,6,6
6258,2022-09-14 08:35:16,49.39687276,0.5532598517,0.4939687276,0.4357685813,2022-09-14 08:35:16,132.68,137.68,138.84,0.008354940939,2022-09-14 08:35:16,7,2022-09-14 08:35:16,97.7471176,99.82585312,99.97285665,98,2022-09-14 08:35:16,530640,2022-09-14 08:35:16,401884,2022-09-14 08:35:16,486.5322444,65.0599355,6,6,6,150,0.65,137.5274967,6,6,7
6264,2022-09-14 08:35:22,49.79490212,0.5595543531,0.4979490212,0.4332842656,2022-09-14 08:35:22,134.12,138.36,138.84,0.00345721694,2022-09-14 08:35:22,7,2022-09-14 08:35:22,97.74974174,99.82591615,99.97291786,98,2022-09-14 08:35:22,531000,2022-09-14 08:35:22,402729,2022-09-14 08:35:22,487.1588839,65.0599355,6,6,6,150,0.65,138.2067435,6,7,7
6270,2022-09-14 08:35:28,44.6384397,0.5568124762,0.446384397,0.3897939403,2022-09-14 08:35:28,136.56,138.72,140.4,0.01196581197,2022-09-14 08:35:28,7,2022-09-14 08:35:28,97.75521122,99.82627547,99.97296606,98,2022-09-14 08:35:28,531720,2022-09-14 08:35:28,403606,2022-09-14 08:35:28,488.5053941,65.0599355,6,6,6,150,0.65,138.5663447,6,7,7
6276,2022-09-14 08:35:34,50.26849527,0.5093365149,0.5026849527,0.4156314502,2022-09-14 08:35:34,136.76,141.2,141,-0.001418439716,2022-09-14 08:35:34,7,2022-09-14 08:35:34,97.75886144,99.82670779,99.97300965,98,2022-09-14 08:35:34,532080,2022-09-14 08:35:34,404283,2022-09-14 08:35:34,492.0502053,65.0599355,6,7,7,150,0.65,141.0435977,6,7,7
6282,2022-09-14 08:35:41,51.2253575,0.6131324079,0.512253575,0.4243364252,2022-09-14 08:35:41,138.32,141.56,141.68,0.0008469791078,2022-09-14 08:35:41,7,2022-09-14 08:35:41,97.76398796,99.82703673,99.97306585,98,2022-09-14 08:35:41,533160,2022-09-14 08:35:41,405028,2022-09-14 08:35:41,492.3499502,65.0599355,7,7,7,150,0.65,141.4031989,7,7,7
6288,2022-09-14 08:35:47,46.83930852,0.5890543855,0.4683930852,0.4593812988,2022-09-14 08:35:47,138.52,143,142.6,-0.002805049088,2022-09-14 08:35:47,7,2022-09-14 08:35:47,97.76737975,99.82732507,99.97312015,98,2022-09-14 08:35:47,533520,2022-09-14 08:35:47,405947,2022-09-14 08:35:47,494.195586,65.0599355,7,7,7,150,0.65,142.8416039,7,7,7
6294,2022-09-14 08:35:53,51.76950558,0.6375465828,0.5176950558,0.3967586111,2022-09-14 08:35:53,136.5556489,143.76,142.96,-0.005595970901,2022-09-14 08:35:53,7,2022-09-14 08:35:53,97.7660917,99.82763094,99.97318168,98,2022-09-14 08:35:53,533880,2022-09-14 08:35:53,406823,2022-09-14 08:35:53,493.1483544,65.0599355,6,7,7,150,0.65,143.6007621,6,7,7
6300,2022-09-14 08:35:59,55.30252395,0.5744361595,0.5530252395,0.4169868168,2022-09-14 08:35:59,138.16,143.16,144.12,0.006661115737,2022-09-14 08:35:59,7,2022-09-14 08:35:59,97.77144793,99.82798653,99.9732304,98,2022-09-14 08:35:59,534600,2022-09-14 08:35:59,407710,2022-09-14 08:35:59,492.1366801,65.0599355,7,7,7,150,0.65,143.0014267,7,7,7
6306,2022-09-14 08:36:05,54.0976365,0.6101571777,0.540976365,0.4293779222,2022-09-14 08:36:05,140.36,145.28,144.88,-0.002760905577,2022-09-14 08:36:05,7,2022-09-14 08:36:05,97.77517686,99.82841793,99.97327489,98,2022-09-14 08:36:05,534960,2022-09-14 08:36:05,408395,2022-09-14 08:36:05,493.8944877,65.0599355,7,7,7,150,0.65,145.1190784,7,7,7
6312,2022-09-14 08:36:11,54.50529416,0.5695303488,0.5450529416,0.377576406,2022-09-14 08:36:11,139.52,145.4,145.88,0.003290375651,2022-09-14 08:36:11,7,2022-09-14 08:36:11,97.77086361,99.82874218,99.9733316,98,2022-09-14 08:36:11,535320,2022-09-14 08:36:11,409216,2022-09-14 08:36:11,493.0078535,65.0599355,7,7,7,150,0.65,145.2389455,7,7,7
6318,2022-09-14 08:36:17,38.05180707,0.5518105328,0.3805180707,0.4645634655,2022-09-14 08:36:17,140.044841,145.96,144.64,-0.009126106195,2022-09-14 08:36:17,7,2022-09-14 08:36:17,97.77443395,99.82903146,99.97338411,98,2022-09-14 08:36:17,535680,2022-09-14 08:36:17,410123,2022-09-14 08:36:17,494.0429313,65.0599355,7,7,7,150,0.65,145.7983252,7,7,7
6324,2022-09-14 08:36:23,55.92171838,0.6412177039,0.5592171838,0.4418901027,2022-09-14 08:36:23,141.92,146.04,145.88,-0.001096791884,2022-09-14 08:36:23,7,2022-09-14 08:36:23,97.77501387,99.82933431,99.97344609,98,2022-09-14 08:36:23,536040,2022-09-14 08:36:23,411020,2022-09-14 08:36:23,499.371726,65.0599355,7,7,7,150,0.65,145.8782366,7,7,7
6330,2022-09-14 08:36:29,54.64494175,0.6202737814,0.5464494175,0.3973979533,2022-09-14 08:36:29,141.8,146.04,147.08,0.007070981779,2022-09-14 08:36:29,7,2022-09-14 08:36:29,97.78048083,99.82968348,99.97349605,98,2022-09-14 08:36:29,536760,2022-09-14 08:36:29,411934,2022-09-14 08:36:29,500.0256818,65.0599355,7,7,7,150,0.65,145.8782366,7,7,7
6336,2022-09-14 08:36:35,50.76978651,0.5120271472,0.5076978651,0.4794868919,2022-09-14 08:36:35,142.68,148.16,147.4,-0.005156037992,2022-09-14 08:36:35,7,2022-09-14 08:36:35,97.78409144,99.83012064,99.9735399,98,2022-09-14 08:36:35,537120,2022-09-14 08:36:35,412611,2022-09-14 08:36:35,506.5112547,65.0599355,7,7,7,150,0.65,147.9958883,7,7,7
6342,2022-09-14 08:36:41,51.04200336,0.6564063201,0.5104200336,0.4189471991,2022-09-14 08:36:41,144.04,147.84,148.64,0.005382131324,2022-09-14 08:36:41,7,2022-09-14 08:36:41,97.78936122,99.83044213,99.97359523,98,2022-09-14 08:36:41,538200,2022-09-14 08:36:41,413436,2022-09-14 08:36:41,509.1943919,65.0599355,7,7,7,150,0.65,147.6762428,7,7,7
6348,2022-09-14 08:36:47,49.33875569,0.6780055415,0.4933875569,0.4352484492,2022-09-14 08:36:47,143.16,148.08,147.84,-0.001623376623,2022-09-14 08:36:47,7,2022-09-14 08:36:47,97.78651945,99.83072379,99.97364829,98,2022-09-14 08:36:47,538560,2022-09-14 08:36:47,414469,2022-09-14 08:36:47,504.5819514,65.0599355,7,7,7,150,0.65,147.915977,7,7,7
6354,2022-09-14 08:36:53,55.9190036,0.6218963263,0.559190036,0.4343873213,2022-09-14 08:36:53,142.72,149.64,147.2,-0.01657608696,2022-09-14 08:36:53,7,2022-09-14 08:36:53,97.77684614,99.8310357,99.97371025,98,2022-09-14 08:36:53,538920,2022-09-14 08:36:53,415285,2022-09-14 08:36:53,505.4109493,65.0599355,7,7,7,150,0.65,149.474249,7,7,7
6360,2022-09-14 08:36:59,51.03294361,0.5395437673,0.5103294361,0.464977008,2022-09-14 08:36:59,143.04,148.08,148.64,0.003767491927,2022-09-14 08:36:59,7,2022-09-14 08:36:59,97.77981432,99.83137963,99.97375834,98,2022-09-14 08:36:59,539640,2022-09-14 08:36:59,416216,2022-09-14 08:36:59,495.7685863,65.0599355,7,7,7,150,0.65,147.915977,7,7,7
6366,2022-09-14 08:37:05,47.00274902,0.6242457567,0.4700274902,0.4693193246,2022-09-14 08:37:05,142.12,147.76,149,0.008322147651,2022-09-14 08:37:05,7,2022-09-14 08:37:05,97.78204628,99.83179999,99.97380638,98,2022-09-14 08:37:05,540000,2022-09-14 08:37:05,416943,2022-09-14 08:37:05,493.4543983,65.0599355,7,7,7,150,0.65,147.5963314,7,7,7
6372,2022-09-14 08:37:11,51.50890058,0.6279461934,0.5150890058,0.4619331804,2022-09-14 08:37:11,145.44,148.96,149.16,0.001340842049,2022-09-14 08:37:11,7,2022-09-14 08:37:11,97.7873387,99.8321236,99.97385648,98,2022-09-14 08:37:11,540360,2022-09-14 08:37:11,417874,2022-09-14 08:37:11,490.0964054,65.0599355,7,7,7,150,0.65,148.7950022,7,7,7
6378,2022-09-14 08:37:17,56.14186193,0.6243356162,0.5614186193,0.4685764584,2022-09-14 08:37:17,146.316167,148.44,149.96,0.01013603628,2022-09-14 08:37:17,7,2022-09-14 08:37:17,97.7909743,99.83240083,99.97392125,98,2022-09-14 08:37:17,540720,2022-09-14 08:37:17,418808,2022-09-14 08:37:17,497.9934505,65.0599355,7,7,7,150,0.65,148.2755782,7,7,7
6384,2022-09-14 08:37:23,53.71666635,0.5778613368,0.5371666635,0.4396404046,2022-09-14 08:37:23,147,149.12,149.56,0.002941963092,2022-09-14 08:37:23,7,2022-09-14 08:37:23,97.79477813,99.8327013,99.97397002,98,2022-09-14 08:37:23,541080,2022-09-14 08:37:23,419583,2022-09-14 08:37:23,500.3561848,65.0599355,7,7,7,150,0.65,148.954825,7,7,7
6390,2022-09-14 08:37:29,49.99535739,0.6245311842,0.4999535739,0.4211238937,2022-09-14 08:37:29,148.24,147.84,148.04,0.00135098622,2022-09-14 08:37:29,7,2022-09-14 08:37:29,97.79960266,99.83310428,99.97401653,98,2022-09-14 08:37:29,541800,2022-09-14 08:37:29,420538,2022-09-14 08:37:29,503.5291695,65.0599355,7,7,7,150,0.65,147.6762428,7,7,7
6396,2022-09-14 08:37:35,54.12858035,0.5394005906,0.5412858035,0.4131098154,2022-09-14 08:37:35,148.28,147.32,148.52,0.008079719903,2022-09-14 08:37:35,7,2022-09-14 08:37:35,97.80299931,99.83344133,99.97406277,98,2022-09-14 08:37:35,542160,2022-09-14 08:37:35,421274,2022-09-14 08:37:35,502.1828303,65.0599355,7,7,7,150,0.65,147.1568188,7,7,7
6402,2022-09-14 08:37:41,55.46960443,0.651284218,0.5546960443,0.4175145643,2022-09-14 08:37:41,146.7240647,147.8,148.64,0.00565123789,2022-09-14 08:37:41,7,2022-09-14 08:37:41,97.80532536,99.83376546,99.97411238,98,2022-09-14 08:37:41,543240,2022-09-14 08:37:41,422170,2022-09-14 08:37:41,496.8063316,65.0599355,7,7,7,150,0.65,147.6362871,7,7,7
6408,2022-09-14 08:37:47,41.32119918,0.6427492689,0.4132119918,0.4823600717,2022-09-14 08:37:47,145.2,148.64,149.24,0.004020369874,2022-09-14 08:37:47,7,2022-09-14 08:37:47,97.80814324,99.8340351,99.97417688,98,2022-09-14 08:37:47,543600,2022-09-14 08:37:47,423129,2022-09-14 08:37:47,493.9669695,65.0599355,7,7,7,150,0.65,148.4753567,7,7,7
6414,2022-09-14 08:37:53,54.65641582,0.6461169296,0.5465641582,0.4627007204,2022-09-14 08:37:53,145.72,148.48,149.28,0.005359056806,2022-09-14 08:37:53,7,2022-09-14 08:37:53,97.81299295,99.8343242,99.97400976,98,2022-09-14 08:37:53,543960,2022-09-14 08:37:53,424047,2022-09-14 08:37:53,491.9108836,65.0599355,7,7,7,150,0.65,148.3155339,7,7,7
6420,2022-09-14 08:37:59,53.48461944,0.6337984841,0.5348461944,0.3786257476,2022-09-14 08:37:59,144.68,149.44,149.32,-0.0008036431824,2022-09-14 08:37:59,7,2022-09-14 08:37:59,97.8157271,99.83473199,99.9740513,98,2022-09-14 08:37:59,544680,2022-09-14 08:37:59,424840,2022-09-14 08:37:59,493.4969338,65.0599355,7,7,7,150,0.65,149.2744705,7,7,7
6426,2022-09-14 08:38:05,51.84138537,0.6204227162,0.5184138537,0.4072883404,2022-09-14 08:38:05,145.92,148.4,147.76,-0.004331348132,2022-09-14 08:38:05,7,2022-09-14 08:38:05,97.81376117,99.83507184,99.97409656,98,2022-09-14 08:38:05,545040,2022-09-14 08:38:05,425577,2022-09-14 08:38:05,493.3166297,65.0599355,7,7,7,150,0.65,148.2356225,7,7,7
6432,2022-09-14 08:38:11,53.41702707,0.6830029241,0.5341702707,0.4373846373,2022-09-14 08:38:11,146.04,148.32,148.4,0.000539083558,2022-09-14 08:38:11,7,2022-09-14 08:38:11,97.81796221,99.83537838,99.97414515,98,2022-09-14 08:38:11,545400,2022-09-14 08:38:11,426502,2022-09-14 08:38:11,493.7156315,65.0599355,7,7,7,150,0.65,148.1557111,7,7,7
6438,2022-09-14 08:38:17,56.33991557,0.58569878,0.5633991557,0.4753462555,2022-09-14 08:38:17,144.32,148.52,149,0.00322147651,2022-09-14 08:38:17,7,2022-09-14 08:38:17,97.81961378,99.8356464,99.97247525,98,2022-09-14 08:38:17,545760,2022-09-14 08:38:17,427432,2022-09-14 08:38:17,500.5036779,65.0599355,7,7,7,150,0.65,148.3554896,7,7,7
6444,2022-09-14 08:38:23,53.42170876,0.6658392252,0.5342170876,0.4686831078,2022-09-14 08:38:23,144.72,147.64,148.04,0.00270197244,2022-09-14 08:38:23,7,2022-09-14 08:38:23,97.82188892,99.835922,99.97252932,98,2022-09-14 08:38:23,546120,2022-09-14 08:38:23,428337,2022-09-14 08:38:23,496.7514152,65.0599355,7,7,7,150,0.65,147.4764643,7,7,7
6450,2022-09-14 08:38:29,54.46270942,0.6451100235,0.5446270942,0.4252186038,2022-09-14 08:38:29,143.08,146.76,148.56,0.01211631664,2022-09-14 08:38:29,7,2022-09-14 08:38:29,97.81999899,99.83631764,99.97257357,98,2022-09-14 08:38:29,546840,2022-09-14 08:38:29,429192,2022-09-14 08:38:29,496.7897493,65.0599355,7,7,7,150,0.65,146.5974391,7,7,7
6456,2022-09-14 08:38:35,52.68320541,0.6249278331,0.5268320541,0.4437163447,2022-09-14 08:38:35,143.08,146.64,148.12,0.009991898461,2022-09-14 08:38:35,7,2022-09-14 08:38:35,97.81726706,99.83600472,99.97262094,98,2022-09-14 08:38:35,547200,2022-09-14 08:38:35,429913,2022-09-14 08:38:35,495.2592129,65.0599355,7,7,7,150,0.65,146.477572,7,7,7
6462,2022-09-14 08:38:41,51.61497435,0.6474973723,0.5161497435,0.4269846325,2022-09-14 08:38:41,143.24,147.44,147.67,0.001557526918,2022-09-14 08:38:41,7,2022-09-14 08:38:41,97.81941231,99.83630962,99.97267587,98,2022-09-14 08:38:41,548280,2022-09-14 08:38:41,430839,2022-09-14 08:38:41,490.526093,65.0599355,7,7,7,150,0.65,147.2766859,7,7,7
6468,2022-09-14 08:38:47,49.30346573,0.6091449031,0.4930346573,0.4615866083,2022-09-14 08:38:47,142.84,147.76,147.96,0.00135171668,2022-09-14 08:38:47,7,2022-09-14 08:38:47,97.82297837,99.83656934,99.9727376,98,2022-09-14 08:38:47,548640,2022-09-14 08:38:47,431859,2022-09-14 08:38:47,490.7975352,65.0599355,7,7,7,150,0.65,147.5963314,7,7,7
6474,2022-09-14 08:38:53,56.06000734,0.6110864793,0.5606000734,0.452918941,2022-09-14 08:38:53,144.48,148.88,147.28,-0.01086366105,2022-09-14 08:38:53,7,2022-09-14 08:38:53,97.82392831,99.83663985,99.97278948,98,2022-09-14 08:38:53,549000,2022-09-14 08:38:53,432669,2022-09-14 08:38:53,491.1271494,65.0599355,7,7,7,150,0.65,148.7150908,7,7,7
6480,2022-09-14 08:38:59,50.11582047,0.658889734,0.5011582047,0.3844401176,2022-09-14 08:38:59,145.44,147,148.6,0.01076716016,2022-09-14 08:38:59,7,2022-09-14 08:38:59,97.82842596,99.83701887,99.97283377,98,2022-09-14 08:38:59,549720,2022-09-14 08:38:59,433470,2022-09-14 08:38:59,494.439884,65.0599355,7,7,7,150,0.65,146.8371732,7,7,7
6486,2022-09-14 08:39:05,44.88810455,0.5950173957,0.4488810455,0.4455094906,2022-09-14 08:39:05,145.68,148,148.64,0.004305705059,2022-09-14 08:39:05,7,2022-09-14 08:39:05,97.82672234,99.83713591,99.9728807,98,2022-09-14 08:39:05,550080,2022-09-14 08:39:05,434195,2022-09-14 08:39:05,497.9795836,65.0599355,7,7,7,150,0.65,147.8360656,7,7,7
6492,2022-09-14 08:39:11,52.77280656,0.5894382082,0.5277280656,0.4542094346,2022-09-14 08:39:11,144.08,146.28,148.08,0.01215559157,2022-09-14 08:39:11,7,2022-09-14 08:39:11,97.83032072,99.83742525,99.97293463,98,2022-09-14 08:39:11,550440,2022-09-14 08:39:11,435088,2022-09-14 08:39:11,497.4604924,65.0599355,7,7,7,150,0.65,146.1179708,7,7,7
6498,2022-09-14 08:39:17,52.16743257,0.4986753764,0.5216743257,0.4309607022,2022-09-14 08:39:17,142.44,146.6,147.8,0.008119079838,2022-09-14 08:39:17,7,2022-09-14 08:39:17,97.82882879,99.83724705,99.97299506,98,2022-09-14 08:39:17,550800,2022-09-14 08:39:17,436092,2022-09-14 08:39:17,499.8618757,65.0599355,7,7,7,150,0.65,146.4376163,7,7,7
6504,2022-09-14 08:39:23,56.15267729,0.6481454142,0.5615267729,0.4756566334,2022-09-14 08:39:23,141.04,145.44,146.64,0.008183306056,2022-09-14 08:39:23,7,2022-09-14 08:39:23,97.82978625,99.83752471,99.97304504,98,2022-09-14 08:39:23,551160,2022-09-14 08:39:23,436880,2022-09-14 08:39:23,496.1948386,65.0599355,7,7,7,150,0.65,145.2789012,7,7,7
6510,2022-09-14 08:39:29,48.96579494,0.5689856322,0.4896579494,0.4113851976,2022-09-14 08:39:29,139.64,145.2,146.88,0.0114379085,2022-09-14 08:39:29,7,2022-09-14 08:39:29,97.82830262,99.83789583,99.97308702,98,2022-09-14 08:39:29,551880,2022-09-14 08:39:29,437683,2022-09-14 08:39:29,494.6964394,65.0599355,7,7,7,150,0.65,145.039167,7,7,7
